track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
100 (feat. Drake),https://open.spotify.com/track/1hZ13x9jzNpcSXd6hWtqsw,100 (feat. Drake),https://open.spotify.com/album/28p2PovJC3eJ40qk5MeAAK,"The Game, Drake","https://open.spotify.com/artist/0NbfKEOTQCcwd6o7wSDOHI, https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4",2015-07-23,343077,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
2 On (feat. ScHoolboy Q),https://open.spotify.com/track/3jVtllWS5CFFWLQng8sKsr,Aquarius,https://open.spotify.com/album/6zXUDBGLbrB9Kgkw2Y3F7L,"Tinashe, ScHoolboy Q","https://open.spotify.com/artist/0NIIxcxNHmOoyBx03SfTCD, https://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m",2015-07-23,227000,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
3005,https://open.spotify.com/track/3Z2sglqDj1rDRMF5x0Sz2R,Because The Internet,https://open.spotify.com/album/0zi2TaQkYxfXIBvl2yTjQJ,Childish Gambino,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,2015-07-23,234213,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
About You,https://open.spotify.com/track/2ssYQKMqVUkoQgi02PmDPB,Trigga Reloaded,https://open.spotify.com/album/3pKTKC0AAe3yTcXQLzvpSW,Trey Songz,https://open.spotify.com/artist/2iojnBLj0qIMiKPvVhLnsH,2015-07-23,196899,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Back Up (feat. Big Sean),https://open.spotify.com/track/5zBqPjh3vfttJScml99szD,Back Up (feat. Big Sean),https://open.spotify.com/album/2iddYIK2mKu5DSpIGZCuAC,"DeJ Loaf, Big Sean","https://open.spotify.com/artist/7kFfY4UjNdNyaeUgLIEbIF, https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh",2015-07-23,241200,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Be Real,https://open.spotify.com/track/2aYzt5nE3tBUMahasMUoOl,Be Real,https://open.spotify.com/album/0tWUzJow4pNAyHWbubBiHw,"Kid Ink, DeJ Loaf","https://open.spotify.com/artist/6KZDXtSj0SzGOV705nNeh3, https://open.spotify.com/artist/7kFfY4UjNdNyaeUgLIEbIF",2015-07-23,206760,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Best I Ever Had,https://open.spotify.com/track/3fyMH1t6UPeR5croea9PrR,So Far Gone,https://open.spotify.com/album/61NNWRxokNUQx0aYysBL76,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,2015-07-23,257760,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Blasé (feat. Future & Rae Sremmurd),https://open.spotify.com/track/3nW6HqoWdzpdz2oAzkHEoV,Blasé (feat. Future & Rae Sremmurd),https://open.spotify.com/album/5ldRgI299TdXpk14v9uUJS,"Ty Dolla $ign, Future, Rae Sremmurd","https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq, https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i, https://open.spotify.com/artist/7iZtZyCzp3LItcw1wtPI3D",2015-07-23,286144,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Can't Feel My Face,https://open.spotify.com/track/6FXNfYIY6iEeCKuIeSYWgg,Can’t Feel My Face,https://open.spotify.com/album/2SNSXzdTfoGk3XTpD5DAi9,The Weeknd,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,2015-07-23,215612,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
CHA CHA,https://open.spotify.com/track/44Xgp13T5ab99beJ0edP6b,#1EpicEP,https://open.spotify.com/album/2ulZfOND4JRQiNxK0wki4z,DRAM,https://open.spotify.com/artist/5M0lbkGluOPXLeFjApw8r8,2015-07-23,250107,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Coffee (feat. Wale),https://open.spotify.com/track/3K2YM0zZwJMjQrzMqpkOSQ,Coffee (feat. Wale),https://open.spotify.com/album/0bW3122VOUglAPVVSiJ3Xx,"Miguel, Wale","https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK, https://open.spotify.com/artist/67nwj3Y5sZQLl72VNUHEYE",2015-07-23,313852,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Comfortable,https://open.spotify.com/track/4a3Bfx9Q48VjXddJgJmfzw,Comfortable,https://open.spotify.com/album/3ut5J1m07kSje7X0ld1eYB,K CAMP,https://open.spotify.com/artist/5bgfj5zUoWpyeVatGDjn6H,2015-07-23,212812,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
Energy,https://open.spotify.com/track/79XrkTOfV1AqySNjVlygpW,If You're Reading This It's Too Late,https://open.spotify.com/album/0ptlfJfwGTy0Yvrk14JK1I,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,2015-07-23,181933,2021-12-21,Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,Commuter Flow (That Fire For Your Aux Cord)
