track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(You Gotta) Fight For Your Right (To Party!),https://open.spotify.com/track/1JdRlbZaZPXEoktI03IWQC,Solid Gold Hits,https://open.spotify.com/album/0AJhDqW2o17B1c7FuihKaS,Beastie Boys,https://open.spotify.com/artist/03r4iKL2g2442PT9n2UKsx,2023-07-10,210946,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Chloe Dancer/Crown Of Thorns,https://open.spotify.com/track/7rBMZvgeWnOTHWUh3Pvw51,Mother Love Bone,https://open.spotify.com/album/5ohJawP6UajQ6ZIjWxnvM6,Mother Love Bone,https://open.spotify.com/artist/3XR64HmFo4OvexUUNW7TP0,2023-07-10,502040,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Chop Suey!,https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN,Toxicity,https://open.spotify.com/album/6jWde94ln40epKIQCd8XUh,System Of A Down,https://open.spotify.com/artist/5eAWCfyUhZtHHtBdNk56l1,2022-04-07,210240,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Clean My Wounds,https://open.spotify.com/track/6g48vpikqU2atsrDXdGzKo,Deliverance,https://open.spotify.com/album/6zdNTQ1uS2ZzFZkExMqcAh,Corrosion Of Conformity,https://open.spotify.com/artist/1BBIIH0h76KN8gYeXFcPjR,2022-04-07,212693,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Closing Time,https://open.spotify.com/track/087OBLtoeS3Q6j0k6tMNAI,Feeling Strangely Fine,https://open.spotify.com/album/10EiZk1JUeEcIVXHdYkrGp,Semisonic,https://open.spotify.com/artist/1TqQi97nqeiuOJrIFv5Sw0,2022-04-07,273533,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Clumsy,https://open.spotify.com/track/5IOUNrN8E37eLGdLNRr9aC,Clumsy,https://open.spotify.com/album/4qR92pgYZPRNV6GA9gC7OC,Our Lady Peace,https://open.spotify.com/artist/1lqW59DUEKqvcHc8mVWBtH,2023-07-10,267960,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Cowboys from Hell,https://open.spotify.com/track/2SgbR6ttzoNlCRGQOKjrop,Cowboys from Hell,https://open.spotify.com/album/5szY4sBOSD6IFjFN1RtWTe,Pantera,https://open.spotify.com/artist/14pVkFUHDL207LzLHtSA18,2023-07-10,243533,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Creep,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r,Pablo Honey,https://open.spotify.com/album/3gBVdu4a1MMJVMy6vwPEb8,Radiohead,https://open.spotify.com/artist/4Z8W4fKeB5YxbusRsdQVPb,2022-04-07,238640,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Criminal,https://open.spotify.com/track/6PNvv1dmDbOWrAYwEcuKBX,Tidal,https://open.spotify.com/album/5gVBXH8MT6zfdRkjp7qT18,Fiona Apple,https://open.spotify.com/artist/3g2kUQ6tHLLbmkV7T4GPtL,2023-07-10,341533,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Cut You In,https://open.spotify.com/track/0ecuZefr04QYl0cGpT53Nz,Boggy Depot,https://open.spotify.com/album/6AK1eIMwW1LxFNlqwiDED5,Jerry Cantrell,https://open.spotify.com/artist/5HUFo8AH9ZILmlyKFfEMNP,2022-04-07,203000,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Dark Secret,https://open.spotify.com/track/2fdqlVnaZpdCY1xOl3W7YE,"Music From the Motion Picture ""The Craft""",https://open.spotify.com/album/7szC37xATPf0varQbiyY84,Matthew Sweet,https://open.spotify.com/artist/2idymNTKUdnTxforkb12Mw,2023-07-10,243333,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Daughter - Remastered,https://open.spotify.com/track/53eJFr4Mfbw5PXJ01K6cFw,Vs.,https://open.spotify.com/album/3BSOiAas8BpJOii3kCPyjV,Pearl Jam,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,2023-07-10,234333,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Do the Evolution,https://open.spotify.com/track/0dIipTYASaFwX1QxVrVFV7,Yield,https://open.spotify.com/album/5zsDtoSrXK4usJ4MB1tCh2,Pearl Jam,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,2023-07-10,231253,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Don't Look Back In Anger,https://open.spotify.com/track/7ppPZa3TRUSGKaks9wH7VT,(What's The Story) Morning Glory?,https://open.spotify.com/album/2u30gztZTylY4RG7IvfXs8,Oasis,https://open.spotify.com/artist/2DaxqgrOhkeH0fpeiQq2f4,2022-04-07,287826,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Don't Speak,https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS,Tragic Kingdom,https://open.spotify.com/album/3VekjWskUut57hx6W9wqL8,No Doubt,https://open.spotify.com/artist/0cQbJU1aAzvbEmTuljWLlF,2023-07-10,263560,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Don't Stay Home,https://open.spotify.com/track/4dstbDKQJgRpxEe5daxCMC,311,https://open.spotify.com/album/6VIeIM5tetuv7FrYxISffU,311,https://open.spotify.com/artist/41Q0HrwWBtuUkJc7C1Rp6K,2023-07-10,163400,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Down,https://open.spotify.com/track/0HDaKOlVAfUWXdFR2RhBtN,311,https://open.spotify.com/album/6VIeIM5tetuv7FrYxISffU,311,https://open.spotify.com/artist/41Q0HrwWBtuUkJc7C1Rp6K,2022-04-07,172160,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Drive,https://open.spotify.com/track/7nnWIPM5hwE3DaUBkvOIpy,Make Yourself,https://open.spotify.com/album/2i6nd4FV6y7K9fln6eelmR,Incubus,https://open.spotify.com/artist/3YcBF2ttyueytpXtEzn1Za,2022-04-07,232453,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Elderly Woman Behind the Counter in a Small Town - Remastered,https://open.spotify.com/track/5lHgBqh9VwAAzQma55gHRY,Vs.,https://open.spotify.com/album/3BSOiAas8BpJOii3kCPyjV,Pearl Jam,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,2023-07-10,196186,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Enter Sandman (Remastered),https://open.spotify.com/track/3VqHuw0wFlIHcIPWkhIbdQ,Metallica (Remastered),https://open.spotify.com/album/55fq75UfkYbGMq4CncCtOH,Metallica,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB,2023-07-10,331560,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Eulogy,https://open.spotify.com/track/0RVFjx2HwbHcl5SCSADpFP,Ænima,https://open.spotify.com/album/6yWMN087PgSimbcVmHLEwG,TOOL,https://open.spotify.com/artist/2yEwvVSSSUkcLeSTNyHKh8,2023-07-10,505146,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Even Flow,https://open.spotify.com/track/6QewNVIDKdSl8Y3ycuHIei,Ten,https://open.spotify.com/album/5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56,2022-04-07,292580,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Everlong,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk,The Colour And The Shape,https://open.spotify.com/album/30ly6F6Xl0TKmyBCU50Khv,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,2022-04-07,250546,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Everything Falls Apart,https://open.spotify.com/track/4l1W5SkH8EJJ9RQEq6UFMW,Happy Nowhere,https://open.spotify.com/album/1BsYAt63QqAQ5QDrmYHyDf,Dog's Eye View,https://open.spotify.com/artist/0ymKv4fh2eBhPT9HLTu8yH,2022-04-07,234133,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Everything You Want,https://open.spotify.com/track/4cKGldbhGJniI8BrB3K6tb,Everything You Want,https://open.spotify.com/album/2gJ6axVHAsQmmO6nslQRN1,Vertical Horizon,https://open.spotify.com/artist/6Hizgjo92FnMp8wGaRUNTn,2022-04-07,257066,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Fall Down,https://open.spotify.com/track/0xer3oYz7xQO8t0Qx6sSMK,P.S. (a Toad retrospective),https://open.spotify.com/album/4MCGhE7t3MzFXlyq9pQYVM,Toad The Wet Sprocket,https://open.spotify.com/artist/4j7EVY3kuDwLPfD2jfC7LC,2022-04-07,202400,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Falling Away from Me,https://open.spotify.com/track/2F6FfZ4w8z3eJpSxPotVO5,Issues,https://open.spotify.com/album/5U0pevIOTrPoDsN8YsBCBh,Korn,https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD,2022-04-07,270920,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Fast As You Can,https://open.spotify.com/track/1UmmSKPdCtBuJsmbZG9G3u,When The Pawn...,https://open.spotify.com/album/3o5EnVZNJXtfPV8tCoagjI,Fiona Apple,https://open.spotify.com/artist/3g2kUQ6tHLLbmkV7T4GPtL,2023-07-10,278266,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Father Of Mine,https://open.spotify.com/track/2hx4ptqsE8dboLH3NCLmaN,So Much For The Afterglow,https://open.spotify.com/album/7xk1Tl6UZ8OALZkFEagPsM,Everclear,https://open.spotify.com/artist/694QW15WkebjcrWgQHzRYF,2023-07-10,231400,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Flood,https://open.spotify.com/track/4wSqP7Vo7HcoakudSMzxAO,Jars Of Clay,https://open.spotify.com/album/3NmhY1GyYPSR9VGycvfRrQ,Jars Of Clay,https://open.spotify.com/artist/1lMaDSraU3oiNUsVWJLHdF,2023-07-10,211666,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Fly Away,https://open.spotify.com/track/1OxcIUqVmVYxT6427tbhDW,5,https://open.spotify.com/album/6MCNMOCRsh6nxs7PNzc0zN,Lenny Kravitz,https://open.spotify.com/artist/5gznATMVO85ZcLTkE9ULU7,2023-07-10,221332,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Freak On a Leash,https://open.spotify.com/track/6W21LNLz9Sw7sUSNWMSHRu,Follow The Leader,https://open.spotify.com/album/0gsiszk6JWYwAyGvaTTud4,Korn,https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD,2022-04-07,255733,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Friday I'm in Love,https://open.spotify.com/track/263aNAQCeFSWipk896byo6,Wish,https://open.spotify.com/album/3x1CmNdXWU0DzpTZXFFRZu,The Cure,https://open.spotify.com/artist/7bu3H8JO7d0UbMoVzbo70s,2022-04-07,214400,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Girlfriend,https://open.spotify.com/track/338gPBomyqx33wfeF1AGOd,Girlfriend (Legacy Edition),https://open.spotify.com/album/0SZjTgnyODlELJWopuCt8w,Matthew Sweet,https://open.spotify.com/artist/2idymNTKUdnTxforkb12Mw,2022-04-07,220000,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Glycerine - 2014 Remastered,https://open.spotify.com/track/7wpYSigAhQeZp3cdsMQ3Af,Sixteen Stone (2014 Remastered),https://open.spotify.com/album/5IJm0boSQuEBLiYNZJKV2Y,Bush,https://open.spotify.com/artist/78SHxLdtysAXgywQ4vE0Oa,2023-07-10,266493,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Got the Life,https://open.spotify.com/track/6nJPHXRpKYv2yqtalEjKy5,Follow The Leader,https://open.spotify.com/album/0gsiszk6JWYwAyGvaTTud4,Korn,https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD,2022-04-07,225306,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Guerrilla Radio,https://open.spotify.com/track/1wsRitfRRtWyEapl0q22o8,The Battle Of Los Angeles,https://open.spotify.com/album/2eia0myWFgoHuttJytCxgX,Rage Against The Machine,https://open.spotify.com/artist/2d0hyoQ5ynDBnkvAbJKORj,2022-04-07,206200,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Hallelujah,https://open.spotify.com/track/74X1epeRufHckhuX1KFD04,Grace (Legacy Edition),https://open.spotify.com/album/07Fr36M0hRPJrSJMFWGnvD,Jeff Buckley,https://open.spotify.com/artist/3nnQpaTvKb5jCQabZefACI,2022-04-07,413320,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Hallelujah,https://open.spotify.com/track/3pRaLNL3b8x5uBOcsgvdqM,Grace,https://open.spotify.com/album/7yQtjAjhtNi76KRu05XWFS,Jeff Buckley,https://open.spotify.com/artist/3nnQpaTvKb5jCQabZefACI,2023-07-10,413826,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Hand In My Pocket,https://open.spotify.com/track/4LhsCztJuhHs6ttZ4ovDnw,Lady Bird - Soundtrack from the Motion Picture,https://open.spotify.com/album/6uFGiNNxdkOm03Nd3cEHxG,Alanis Morissette,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,2022-04-07,218173,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Hellraiser,https://open.spotify.com/track/4nvYDy427VvA1TcEkdgZII,No More Tears (Expanded Edition),https://open.spotify.com/album/6eh82ojicL8RSJF7GkYTh7,Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,2023-07-10,292720,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Hemorrhage (In My Hands),https://open.spotify.com/track/1sjrDQXqAa9V07FjKIlAQ4,Something Like Human,https://open.spotify.com/album/1OmZcrLO7y9cL7pq8Ge0LL,Fuel,https://open.spotify.com/artist/0EyuKHE1AeE9lWUF8mzKVp,2022-04-07,236866,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Here In Your Bedroom,https://open.spotify.com/track/0e0qRLVKIW1JNkLZg14bQF,The Best Of Goldfinger,https://open.spotify.com/album/2Fhk8LPPX8d14HwEKjmJ1O,Goldfinger,https://open.spotify.com/artist/7sVQKNtdP2NylxMgbNOJMM,2022-04-07,191586,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Here's to the Night,https://open.spotify.com/track/4tgeQrPu5xkrnwErym2JsJ,Horrorscope,https://open.spotify.com/album/2aO4ZbunEAG1iaw45Aiosv,Eve 6,https://open.spotify.com/artist/4Eqd24yS5YcxI8b6Xfuwr8,2022-04-07,249840,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
Hey Jealousy,https://open.spotify.com/track/4o7ZPI2fmEi3piRe0Hrfpy,New Miserable Experience,https://open.spotify.com/album/484pzryEPqn6KSMLtP2c4f,Gin Blossoms,https://open.spotify.com/artist/6kXp61QMZFPcKMcRPqoiVj,2023-07-10,236626,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
How I Could Just Kill a Man,https://open.spotify.com/track/6l4wMAXzI8RxIysQMYZY0w,Cypress Hill,https://open.spotify.com/album/4tQSV1ZGpwlo3dBiTRuKvM,Cypress Hill,https://open.spotify.com/artist/4P0dddbxPil35MNN9G2MEX,2023-07-10,252240,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",https://open.spotify.com/track/225xvV8r1yKMHErSWivnow,Armageddon - The Album,https://open.spotify.com/album/4f7HKjBnjpMsDBDTHYV890,Aerosmith,https://open.spotify.com/artist/7Ey4PD4MYsKc5I2dolUwbH,2023-07-10,298760,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
I Know,https://open.spotify.com/track/0uhYgQQ6WX9rCONnum7Fmw,When The Pawn...,https://open.spotify.com/album/3o5EnVZNJXtfPV8tCoagjI,Fiona Apple,https://open.spotify.com/artist/3g2kUQ6tHLLbmkV7T4GPtL,2023-07-10,295133,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
I Stay Away,https://open.spotify.com/track/6HnZsLUDrG3HTSbh8sq2u3,Jar Of Flies,https://open.spotify.com/album/4FCoFSNIFhK36holxHWCnc,Alice In Chains,https://open.spotify.com/artist/64tNsm6TnZe2zpcMVMOoHL,2023-07-10,254400,2022-06-10,1990s alt rock | 90s alternative rock | 90s hits | grunge | b-sides | deep cuts | rock classics | 90s throwbacks | punk | indie | early 90s | late 90s | alice in chains | foo fighters | korn | pearl jam | rage against the machine | tool | dave matthews band | incubus | system of a down | wheatus,90s ALTERNATIVE ROCK
