track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
2 Dumb Kids,https://open.spotify.com/track/75bs250qy6CzGEDxExe3sP,2 Dumb Kids,https://open.spotify.com/album/2rvUElOjzUMKDVkAFVGR3v,Levent Geiger,https://open.spotify.com/artist/7JSBgXyCDzX24iZCHJofIG,2023-03-15,159230,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
It Never Rains in Southern California,https://open.spotify.com/track/6tunhVGD8C05MZNjSVIsjw,It Never Rains In Southern California,https://open.spotify.com/album/0gdQF4mVBPjv5hhjtoe3hM,Albert Hammond,https://open.spotify.com/artist/34E3csCxpXunPGEkOVVX2g,2022-06-03,233506,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
It's Tricky,https://open.spotify.com/track/6jBCehpNMkwFVF3dz4nLIW,Raising Hell,https://open.spotify.com/album/7AFsTiojVaB2I58oZ1tMRg,Run–D.M.C.,https://open.spotify.com/artist/3CQIn7N5CuRDP8wEI7FiDA,2022-06-03,183760,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
JUMPIN,https://open.spotify.com/track/61FwUf89hKEIsjUDtIPRoH,JUMPIN,https://open.spotify.com/album/2Gf3rUMIPtYL29TQx4Xnob,"Pitbull, Lil Jon","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg, https://open.spotify.com/artist/7sfl4Xt5KmfyDs2T3SVSMK",2023-04-25,144000,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
KING KONG,https://open.spotify.com/track/4ZcAPS5AXNBI6aH8OMjCDF,KING KONG,https://open.spotify.com/album/6CtujV9zK1giRw4KuCG1UD,TREASURE,https://open.spotify.com/artist/3KonOYiLsU53m4yT7gNotP,2024-06-03,196221,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
King of Anything,https://open.spotify.com/track/3VA8T3rNy5V24AXxNK5u9E,Kaleidoscope Heart,https://open.spotify.com/album/627ukPRwYxyBREHxBq0vGJ,Sara Bareilles,https://open.spotify.com/artist/2Sqr0DXoaYABbjBo9HaMkM,2022-06-03,207493,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
La Bachata,https://open.spotify.com/track/5ww2BF9slyYgNOk37BlC4u,La Bachata,https://open.spotify.com/album/1TpGeAzOJgAGdPkcWl95r2,Manuel Turizo,https://open.spotify.com/artist/0tmwSHipWxN12fsoLcFU3B,2022-06-03,162637,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
La Botella,https://open.spotify.com/track/3dtGHZyEGmKSmQoAPcbvyb,Desde Abajo,https://open.spotify.com/album/7dhQWDiTlbp3Np8sdLMY3R,Mach & Daddy,https://open.spotify.com/artist/5Q1vijNjTVhQBoVrZVXms8,2024-03-29,177293,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
La Copa,https://open.spotify.com/track/2gdBsRfuWGwJwe3X5XwZuI,La Copa,https://open.spotify.com/album/2PC6PCA91NxKDtuV63i0rF,Ozuna,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,2022-09-19,154628,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
La Equivocada,https://open.spotify.com/track/4hM1rUoUrthsX8D4BH74MO,La Equivocada,https://open.spotify.com/album/4SFf9s5HXSycEG0zLgK11l,CNCO,https://open.spotify.com/artist/0eecdvMrqBftK0M1VKhaF4,2022-06-03,198294,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
La Fórmula,https://open.spotify.com/track/5Fh9fyHRnSwKLo4asG6fEX,La Fórmula,https://open.spotify.com/album/5BMotNmzFRoGABaWM6YFI2,"Maluma, Marc Anthony","https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau, https://open.spotify.com/artist/4wLXwxDeWQ8mtUIRPxGiD6",2023-02-07,267016,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Late Night Talking,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK,Harry's House,https://open.spotify.com/album/5r36AJ6VOJtp00oxSkBZ5h,Harry Styles,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,2022-09-13,177954,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
lavender (feat. Pink Sweat$),https://open.spotify.com/track/4WkmcS7sW41aVsFdJ2PfT7,lavender (feat. Pink Sweat$),https://open.spotify.com/album/6yVgRdy62kDlrxeV3nBQOv,"JVKE, Pink Sweat$","https://open.spotify.com/artist/164Uj4eKjl6zTBKfJLFKKK, https://open.spotify.com/artist/1W7FNibLa0O0b572tB2w7t",2024-02-09,157241,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Light It Up,https://open.spotify.com/track/27G2FTLanmvyUmXzT0pecS,Light It Up,https://open.spotify.com/album/17Ey42YChKT9G4vH9WX52c,"Moss Kena, SUPER-Hi","https://open.spotify.com/artist/2u6jNcpusijFS6ZzuWRwMv, https://open.spotify.com/artist/2lJ6K4PTrrweXhRiqh1CZE",2023-02-13,214244,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Liquid Fire,https://open.spotify.com/track/5v912Y5tyG5RANMlspXKsP,Liquid Fire,https://open.spotify.com/album/5YzyUIDceQcWvCE6e9MVHS,"Ulf Nilsson, KID BILLIE VI","https://open.spotify.com/artist/2rkHn1CZIm8WSEXjVm86EV, https://open.spotify.com/artist/77KGwSCanZ80BnFyskZZZo",2023-01-03,143478,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Little Bit of Love,https://open.spotify.com/track/2sX7lJXsOYGP1Us6CqM9t1,Little Bit of Love,https://open.spotify.com/album/0NZUGfUMwjt3bPlVHxnIN2,Tom Grennan,https://open.spotify.com/artist/5SHxzwjek1Pipl1Yk11UHv,2022-06-03,226268,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Livin' la Vida Loca,https://open.spotify.com/track/0Ph6L4l8dYUuXFmb71Ajnd,Ricky Martin,https://open.spotify.com/album/1k1Cr3nlJDa8pvwZUJ5xfj,Ricky Martin,https://open.spotify.com/artist/7slfeZO9LsJbWgpkIoXBUJ,2022-06-03,243160,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Long Yellow Dress,https://open.spotify.com/track/5LKidZHW0GGEhFjwBHgq1E,Long Yellow Dress,https://open.spotify.com/album/5cDUm4xijWkKovh69cUL3H,Train,https://open.spotify.com/artist/3FUY2gzHeIiaesXtOAdB7A,2024-04-26,189770,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
look i like,https://open.spotify.com/track/4N8PYbgwWgzUbfdxoNXpra,look i like,https://open.spotify.com/album/3p6KDw92pUoX3zOtDiBRPY,Alana Springsteen,https://open.spotify.com/artist/4TPT9nwjRvEV49q7f8p4fy,2023-08-07,156786,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Looking Out for You,https://open.spotify.com/track/3jfZ9M23l0L7RxzYMTgBTv,Looking Out for You,https://open.spotify.com/album/7slouenWhZDdDZibkS4nR3,Joy Again,https://open.spotify.com/artist/4jCIAMb0zEArF3GYEYzoDk,2022-06-03,179499,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Los del Vacile,https://open.spotify.com/track/6zRfU66M8zO2pzXAo30cS9,Los del Vacile,https://open.spotify.com/album/56E7fOtgpDD6FoMm5qtN3Z,ChocQuibTown,https://open.spotify.com/artist/6tkyhGe9hGI3Lcfo4gVh6Z,2022-11-07,213285,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Love Like This,https://open.spotify.com/track/3P9pRL7V9yM9DhY6NGZjzA,Love Like This,https://open.spotify.com/album/5IFyTHAafGhBc6YmARuzt7,ZAYN,https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81,2023-07-21,173303,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Love Me In A Circle,https://open.spotify.com/track/153zeU0QKFzCSpM4Pa4P0C,Love Me,https://open.spotify.com/album/5MiVr7MxCJkScYykETbo6M,We Three,https://open.spotify.com/artist/5oYuKMBiaAc0W8Gt7FVIjb,2023-07-21,193988,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Love Me Like This,https://open.spotify.com/track/3o3bRIOKDwGOdqL9HBUNrO,expérgo,https://open.spotify.com/album/6PjYm8BNtMDDsflyAQUcDx,NMIXX,https://open.spotify.com/artist/28ot3wh4oNmoFOdVajibBl,2023-03-20,188718,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Love Me Now (feat. Zoe Wees),https://open.spotify.com/track/1c1sdxrYLIiuJOlE7PPttb,Love Me Now (feat. Zoe Wees),https://open.spotify.com/album/0GzKBZSFdg6H5ZlYJ6RgCo,"Kygo, Zoe Wees","https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4, https://open.spotify.com/artist/03d2mJXSMtuPI0nIvLnhoS",2022-06-03,195880,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Love On Top,https://open.spotify.com/track/1z6WtY7X4HQJvzxC4UgkSf,4,https://open.spotify.com/album/1gIC63gC3B7o7FfpPACZQJ,Beyoncé,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m,2022-06-03,267413,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Lovely Day,https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh,Menagerie,https://open.spotify.com/album/3QjPTUI6UcPr5m9RujkO3c,Bill Withers,https://open.spotify.com/artist/1ThoqLcyIYvZn7iWbj8fsj,2022-06-03,254560,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Lucky,https://open.spotify.com/track/2TTYIwTM2iLC1YOyHuhRMt,Oops!... I Did It Again,https://open.spotify.com/album/5PmgtkodFl2Om3hMXONDll,Britney Spears,https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4,2022-06-03,206226,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Makeba,https://open.spotify.com/track/4TNFLwe6DhtR3Wn1JKMqMJ,Zanaka (Deluxe),https://open.spotify.com/album/2rb6C1wUwk7hFOVmfgt19k,Jain,https://open.spotify.com/artist/2HHmvvSQ44ePDH7IKVzgK0,2023-06-09,248986,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Malibu,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ,Younger Now,https://open.spotify.com/album/5xG9gJcs9ut3qDWezHUlsX,Miley Cyrus,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,2022-06-03,231906,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Man! I Feel Like A Woman!,https://open.spotify.com/track/0qo9Q7ovei8Yqul3zbHX4h,"Monarch (Original Soundtrack) [Season 1, Episode 2]",https://open.spotify.com/album/5S9TYuKvpOaAq24NQJq1Yz,Monarch Cast,https://open.spotify.com/artist/7Dw7t1oeEFmhuqDntWaxyX,2022-09-19,234186,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Maria Maria (feat. The Product G&B),https://open.spotify.com/track/3XKIUb7HzIF1Vu9usunMzc,Supernatural (Remastered),https://open.spotify.com/album/10aiDpdFGyfCFEcqpx6XTq,"Santana, The Product G&B","https://open.spotify.com/artist/6GI52t8N5F02MxU0g5U69P, https://open.spotify.com/artist/782IpIScTpnDhYb9hyxOu1",2023-04-12,261973,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Marvel,https://open.spotify.com/track/2Ab4ye9JlhPyZNoY3sdPUe,Marvel,https://open.spotify.com/album/15qoZOwHNrLOePJdeVB4Jv,Spanish Love Songs,https://open.spotify.com/artist/5DaZV3qmFT3aS57df8KPkV,2023-08-07,215138,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
MASOCHIST,https://open.spotify.com/track/1fDGlJAUBDeCgWYqhna9jN,MASOCHIST,https://open.spotify.com/album/2NM15uX3nFGvD6nnJUCuPK,Thomas Day,https://open.spotify.com/artist/5TwUXL3I6RaLckHy8le2Hq,2023-04-25,164800,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Me Encantaría,https://open.spotify.com/track/1APLK79zZo67ny370NLO4F,Me Encantaría,https://open.spotify.com/album/6fnWWfMSRAztQvuJTAfmlw,"Abraham Mateo, Belinda","https://open.spotify.com/artist/2bxxlINUlcMQQb39K7IopR, https://open.spotify.com/artist/5LeiVcEnsZcwc133TUhJNW",2022-10-24,177328,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Meet Your Mama,https://open.spotify.com/track/5YS7OWTpQVhv38cdC1WvFH,Meet Your Mama,https://open.spotify.com/album/4aam4kwHC8owvaXnbb5NFY,James Barker Band,https://open.spotify.com/artist/54lUDwCk35ihJuK3yJCqHA,2023-01-30,178947,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Memory Lane,https://open.spotify.com/track/5kB6WithhB8Iv08EMNmAbt,Memory Lane,https://open.spotify.com/album/4Ih4ml34xMRc32OwssN9yw,Old Dominion,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i,2023-02-28,172480,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Miami,https://open.spotify.com/track/2wRlMMLTfPao0vHpAJPtlY,La Última Misión,https://open.spotify.com/album/08QB1puuJGgRx8N7Yn1twL,"Wisin & Yandel, Jennifer Lopez","https://open.spotify.com/artist/1wZtkThiXbVNtj6hee6dz9, https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR",2022-12-06,174708,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Mine,https://open.spotify.com/track/1FYbKJI9kRofsRgOVYciic,Mine,https://open.spotify.com/album/759xTRwjc0HF1m64zkRm0L,Powfu,https://open.spotify.com/artist/6bmlMHgSheBauioMgKv2tn,2022-11-07,194259,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Mirrors,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV,The 20/20 Experience (Deluxe Version),https://open.spotify.com/album/0O82niJ0NpcptYRxogeEZu,Justin Timberlake,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7,2022-06-03,484146,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Momma Always Told Me (feat. Stanaj & Yung Bae) - Matoma Remix,https://open.spotify.com/track/6QD2VjrjttjljqUZPf9R89,Momma Always Told Me (feat. Stanaj & Yung Bae) [Matoma Remixes],https://open.spotify.com/album/6YdrjkUXEFaQwmsPn5fxCD,"Mike Posner, Matoma, Stanaj, Yung Bae","https://open.spotify.com/artist/2KsP6tYLJlTBvSUxnwlVWa, https://open.spotify.com/artist/4YXycRbyyAE0wozTk7QMEq, https://open.spotify.com/artist/3zrUX1hQrUB9aXcOiyQLmN, https://open.spotify.com/artist/30FDJPN3RtwJZ20g5YGCRX",2022-06-03,202222,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
MOVE (T5),https://open.spotify.com/track/7EtNbIeSYjE4PeitHqEHhs,MOVE (T5),https://open.spotify.com/album/3KDNE3XSLZWqHo1OVq55Ge,TREASURE,https://open.spotify.com/artist/3KonOYiLsU53m4yT7gNotP,2023-06-30,208314,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Move Me,https://open.spotify.com/track/0vrGg6n72wLwgv32jeewgi,"Give Me Your Shoulders, Pt. 1",https://open.spotify.com/album/07Ac7q2KMqblFcVfyWPmig,half•alive,https://open.spotify.com/artist/7sOR7gk6XUlGnxj3p9F54k,2022-06-03,216533,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Mr. Blue Sky,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,Out of the Blue,https://open.spotify.com/album/3usnShwygMXVZB4IV5dwnU,Electric Light Orchestra,https://open.spotify.com/artist/7jefIIksOi1EazgRTfW2Pk,2022-06-03,303373,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Music For a Sushi Restaurant,https://open.spotify.com/track/5LYMamLv12UPbemOaTPyeV,Harry's House,https://open.spotify.com/album/5r36AJ6VOJtp00oxSkBZ5h,Harry Styles,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,2022-06-03,193813,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
My Stupid Heart,https://open.spotify.com/track/3UZDl7g2r84o1b5marUjfK,My Stupid Heart,https://open.spotify.com/album/5csTYfCTB01hnZ3tT1yI39,Walk off the Earth,https://open.spotify.com/artist/6jEiUoyyJNPHzSR0Nib6HX,2023-01-30,160866,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Never Gonna Not Dance Again,https://open.spotify.com/track/6sZo5nJIsFWXefRCCexpx0,Never Gonna Not Dance Again,https://open.spotify.com/album/6MCHSjoEVriUjWE6LERAaR,P!nk,https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR,2022-11-07,225789,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Nightshift,https://open.spotify.com/track/5f25QtKgXtaNcbZOCmVFUL,Nightshift,https://open.spotify.com/album/5H9p3AIho3KHIrvr8EbKIc,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,2022-10-14,296906,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
No Fear,https://open.spotify.com/track/2H881m3JRA8lpuuwaQL6zy,No Fear,https://open.spotify.com/album/35uDNZkjmhAEnV3sz9A7jI,DeJ Loaf,https://open.spotify.com/artist/7kFfY4UjNdNyaeUgLIEbIF,2024-02-16,169853,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Not Giving You Up,https://open.spotify.com/track/1jzJQlaWgu7ZYqRldXXFRD,Not Giving You Up,https://open.spotify.com/album/08LqESIqk21nFUdAJczMUK,Big Time Rush,https://open.spotify.com/artist/0GWCNkPi54upO9WLlwjAHd,2022-06-03,180879,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
