track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
2 Dumb Kids,https://open.spotify.com/track/75bs250qy6CzGEDxExe3sP,2 Dumb Kids,https://open.spotify.com/album/2rvUElOjzUMKDVkAFVGR3v,Levent Geiger,https://open.spotify.com/artist/7JSBgXyCDzX24iZCHJofIG,2023-03-15,159230,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Don't Leave Yet,https://open.spotify.com/track/2YGLz59p5T0CMXeceMltiD,Don't Leave Yet,https://open.spotify.com/album/3waB8KtFMT0fggbkjbK7Kj,Eric Nam,https://open.spotify.com/artist/2FLqlgckDKdmpBrvLAT5BM,2023-08-11,165933,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Don't Play That Song,https://open.spotify.com/track/2oedUBDUmEwbmNnC2HJJn8,Don't Play That Song,https://open.spotify.com/album/3bLAXYwCPRW9xSk91gCgOY,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,2022-11-01,214773,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Don't Stop Believin',https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,Escape (Bonus Track Version),https://open.spotify.com/album/43wpzak9OmQfrjyksuGwp0,Journey,https://open.spotify.com/artist/0rvjqX7ttXeg3mTy8Xscbt,2022-06-03,250986,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Don't Stop Believin' (2024 Remaster),https://open.spotify.com/track/5ehcf6UL1TkwozB386cRAp,Greatest Hits (2024 Remaster),https://open.spotify.com/album/1Gtf2hZQlOGVER16uemmzR,Journey,https://open.spotify.com/artist/0rvjqX7ttXeg3mTy8Xscbt,2024-06-26,250835,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Doses & Mimosas,https://open.spotify.com/track/44CZRkOxv7UItaAUmh8PgN,Year of the Caprese,https://open.spotify.com/album/070DVvXuLD3fM3KYs47tas,Cherub,https://open.spotify.com/artist/00dwwnz3V4kRfu3UFYpJLz,2022-06-03,323253,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Down Here Waiting,https://open.spotify.com/track/5yqS1eBrDMx7bbcGilON0N,Down Here Waiting,https://open.spotify.com/album/7JqkfkMLQj4HWrrqhh2CUz,Blue October,https://open.spotify.com/artist/1TJbmc7jTpw78GKCiMpvDh,2023-07-07,215495,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Downtown Baby,https://open.spotify.com/track/3NIMPlnySYOfVF5Vxr4Ae1,Downtown Baby,https://open.spotify.com/album/2dbQaQFGQjxmQxicnp0701,Caitlyn Smith,https://open.spotify.com/artist/3uikSah4dwqwuk0EidFI4R,2022-06-03,167533,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Dreamlover,https://open.spotify.com/track/6HcQZfMrw3KwGyzrKw1Pjy,Music Box,https://open.spotify.com/album/2NKxb7pk04CuZab5udkGUl,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,2022-06-03,232960,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Drops of Jupiter (Tell Me),https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA,Drops Of Jupiter,https://open.spotify.com/album/6j6Zgm7vzAZegr48UppFVT,Train,https://open.spotify.com/artist/3FUY2gzHeIiaesXtOAdB7A,2022-06-03,259933,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
EDGING,https://open.spotify.com/track/2wVWGFVkL5I3JGsoWBx2AZ,EDGING,https://open.spotify.com/album/0EspGdWdoWAxa5mBdQ5z55,blink-182,https://open.spotify.com/artist/6FBDaR13swtiWwGhX1WQsP,2022-10-14,151533,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
eighteen,https://open.spotify.com/track/37ZOqyxz7B7bmIa2sq5odC,eighteen,https://open.spotify.com/album/5X37ePjevJgwrKDzk9S3mY,Henry Moodie,https://open.spotify.com/artist/7hr9W3IjXcm3UlLY7guLk5,2023-04-10,189179,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
El Negrito,https://open.spotify.com/track/3OymSyNaXj5AQI6veTh9f2,De Menor a Mayor,https://open.spotify.com/album/2e2SQ7KNvfX4B5MinwH4Cs,"Gente De Zona, Carlos Vives","https://open.spotify.com/artist/2cy1zPcrFcXAJTP0APWewL, https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr",2022-06-03,176320,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
El Teke Teke,https://open.spotify.com/track/13N3Nd6nQMe5yDgo9wzUuV,El Teke Teke,https://open.spotify.com/album/2E4AdaVSSNpAcyV8jb9oao,"Carlos Vives, Black Eyed Peas, Play-N-Skillz","https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr, https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS, https://open.spotify.com/artist/7MP4jhYmFEgb0AtiOkw55s",2022-06-03,177636,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
End of Beginning,https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD,DECIDE,https://open.spotify.com/album/4JDXBZdRPId4devseaAOKH,Djo,https://open.spotify.com/artist/5p9HO3XC5P3BLxJs5Mtrhm,2024-03-01,159245,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Every Time I Go,https://open.spotify.com/track/4FTpa1KemfwP8YMoJrZ7oB,Every Time I Go,https://open.spotify.com/album/3UW3xgjapRpeUnl4rjOQ1X,August Royals,https://open.spotify.com/artist/75lrknh4n2savTcDGbMchq,2023-08-11,185481,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Everybody Needs Someone (feat. Vance Joy),https://open.spotify.com/track/2TZKvEQyTtcXLBfAk7kt8n,Everybody Needs Someone (feat. Vance Joy),https://open.spotify.com/album/5eWIV7Xa9H7aeciqMgMKNZ,"Noah Cyrus, Vance Joy","https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW, https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT",2023-04-10,178819,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Excuses,https://open.spotify.com/track/6Gl9htJmNmnugLygZo15QF,Excuses,https://open.spotify.com/album/7MDCdHrW6J1k5eK6mqXggt,Audrey Mika,https://open.spotify.com/artist/3JDG63cSaK3xgDnB2H55Xp,2022-06-03,145700,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Eyes On You,https://open.spotify.com/track/6qItx3M2IZbXBKRnptbnHM,Eyes On You,https://open.spotify.com/album/2vwW8EzZGZaAFfZ2HYL1hE,Nicky Youre,https://open.spotify.com/artist/7qmpXeNz2ojlMl2EEfkeLs,2022-11-18,177371,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
False Idol,https://open.spotify.com/track/2ZtCpgZrWRZOZv9hpym5YU,False Idol,https://open.spotify.com/album/1imUbzypSmVJn0nTJSEI6V,MARIS,https://open.spotify.com/artist/4s4sHVaj6CRcClZ7SFSKzE,2023-02-07,147840,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Fantasies,https://open.spotify.com/track/2lDB33ssmdEQYmUh8xKmYc,Freak Scene,https://open.spotify.com/album/6348kjHJNNwPqxaVeZKTAH,Pacifica,https://open.spotify.com/artist/4YcQuAswXPWdO2WAxTRXse,2024-02-23,165004,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Fantasy,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13,Daydream,https://open.spotify.com/album/1ibYM4abQtSVQFQWvDSo4J,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,2022-06-03,243493,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Favorite Daze,https://open.spotify.com/track/4OOJFZFvuJaaFqizllDcC1,Favorite Daze,https://open.spotify.com/album/1XE1p6clkBjZ3fix2rfXnc,Neon Trees,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,2023-06-29,206613,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Feel Like Makin' Love (feat. Roberta Flack),https://open.spotify.com/track/1cFZIDLjGngrmH6lnyprOA,Feel Like Makin' Love (feat. Roberta Flack),https://open.spotify.com/album/7dCOSRS3SsbW3Uysq5yuHl,"Supershy, Roberta Flack","https://open.spotify.com/artist/2hk94pAZS1iYSqoICeTyh1, https://open.spotify.com/artist/0W498bDDNlJIrYMKXdpLHA",2023-07-07,215000,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Feeling Lucky,https://open.spotify.com/track/53x0Yk1qOyurd2MefyF3Ny,Feeling Lucky,https://open.spotify.com/album/4bc9PfPyv60qCh5S5g5eMb,"BIBI, Jackson Wang","https://open.spotify.com/artist/6UbmqUEgjLA6jAcXwbM1Z9, https://open.spotify.com/artist/1kfWoWgCugPkyxQP8lkRlY",2024-04-26,151040,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Feels Like Summer,https://open.spotify.com/track/0ZERGmkfuDSrLaIzEGFdiH,Feels Like Summer,https://open.spotify.com/album/6URIHB3zQ2ba7msR4gqf0k,Samuel Jack,https://open.spotify.com/artist/78rEst9B8h5utylmzIoUgb,2022-06-03,187094,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
First Kiss,https://open.spotify.com/track/75iRM5xxTcvrq1bjhFdFCQ,First Kiss,https://open.spotify.com/album/1gK0VlsYmtXAtrcG3qVxhW,Ulf Nilsson,https://open.spotify.com/artist/2rkHn1CZIm8WSEXjVm86EV,2022-09-19,202676,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Float On,https://open.spotify.com/track/2lwwrWVKdf3LR9lbbhnr6R,Good News For People Who Love Bad News,https://open.spotify.com/album/0TGTGuc2vXv6ZECoAf52N0,Modest Mouse,https://open.spotify.com/artist/1yAwtBaoHLEDWAnWR87hBT,2022-06-03,208466,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Flowers,https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn,Flowers,https://open.spotify.com/album/7I0tjwFtxUwBC1vgyeMAax,Miley Cyrus,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,2023-01-30,200454,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
"Footloose - From ""Footloose"" Soundtrack",https://open.spotify.com/track/2vz1CsL5WBsbpBcwgboTAw,Footloose (15th Anniversary Collectors' Edition),https://open.spotify.com/album/4FZ9s0pelFSliPWhVEWRcC,Kenny Loggins,https://open.spotify.com/artist/3Y3xIwWyq5wnNHPp5gPjOW,2022-06-30,226826,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Forever,https://open.spotify.com/track/3NZJlJemX3mzjf56MqC5ML,Forever,https://open.spotify.com/album/248cu9M1nYCijfXswwZ8uW,Chris Brown,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,2022-06-03,278573,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Forever in Your Arms,https://open.spotify.com/track/4fytEaLJpb67c6iq1xUG8e,Forever in Your Arms,https://open.spotify.com/album/7hiVweoZuW8LMh8sfH9fHV,"AVIGA, BRØWNS","https://open.spotify.com/artist/1JZsObLDi3gwXhcjxpvrr5, https://open.spotify.com/artist/3R7Y3zN4MT8MQMbyZLDjYx",2022-10-14,165120,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Forget About Us,https://open.spotify.com/track/3wmnP7CY38ajyGfZUZ6vce,Forget About Us,https://open.spotify.com/album/6POYLvI2aROBdhnJCKw2DD,Perrie,https://open.spotify.com/artist/0o18Cfq9RAxRqi5W4JOEPe,2024-04-12,186232,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Free,https://open.spotify.com/track/2wZhh84WylENwS23foVHkF,Free,https://open.spotify.com/album/5pvr0eVCCJainwXBc6XwnA,Carol Ades,https://open.spotify.com/artist/3WuoKYR1zeLGxR29c53Vdr,2023-06-29,226157,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Friday,https://open.spotify.com/track/03bOA3BAjZiqJOGyFmWYFz,Friday,https://open.spotify.com/album/7syOKNR2x90o9MzqJI91hQ,"The Chainsmokers, Fridayy","https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp, https://open.spotify.com/artist/7sP4SQ0WY6jfps1I19Ot7i",2024-04-26,208680,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Full Time Job,https://open.spotify.com/track/4gtkHMuEMhysN6ZitUSRBf,Full Time Job,https://open.spotify.com/album/1SQYguMhUSyRkk6BM2rxJn,We Three,https://open.spotify.com/artist/5oYuKMBiaAc0W8Gt7FVIjb,2022-06-03,147391,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Get Get Get Down,https://open.spotify.com/track/1Z6F3N7RbvhzTH1qd9df8m,Get Get Get Down,https://open.spotify.com/album/4SKS4Jk1Z9snk2SKoZeUqT,"Pitbull, Tim McGraw, Vikina","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg, https://open.spotify.com/artist/6roFdX1y5BYSbp60OTJWMd, https://open.spotify.com/artist/0acSKGMIRsorWH3cQd5JrE",2024-02-16,152894,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Get On My Love,https://open.spotify.com/track/60REZmVNnLB2846rcsEoJJ,Get On My Love,https://open.spotify.com/album/2O2RFVGO34vGbxo391JhdC,Picture This,https://open.spotify.com/artist/7jLSEPYCYQ5ssWU3BICqrW,2023-01-09,173267,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
"Get Outta My Dreams, Get into My Car",https://open.spotify.com/track/0pBhA8yQ5FUKyQG13x2Qmh,Tear Down These Walls,https://open.spotify.com/album/1tIJAV6PAVmH4E1rRZ5lJj,Billy Ocean,https://open.spotify.com/artist/5IDs1CK15HegSAhGEbSYXo,2022-06-03,334186,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Ghostbusters,https://open.spotify.com/track/3m0y8qLoznUYi73SUBP8GI,Ghostbusters (Original Motion Picture Soundtrack) [2016],https://open.spotify.com/album/0epcJ1L57tp3SF30aKyeWa,Ray Parker Jr.,https://open.spotify.com/artist/0NyzfcGDZZ6GM25EBG9BYK,2022-10-14,245253,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Girlfriend,https://open.spotify.com/track/45hOioMDJktr86iKDHC8gr,The Best Damn Thing (Expanded Edition),https://open.spotify.com/album/6lqE05fiHWJVYYdMVJNj38,Avril Lavigne,https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j,2023-10-18,216600,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Girls Just Want to Have Fun,https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe,She's So Unusual,https://open.spotify.com/album/1FvdZ1oizXwF9bxogujoF0,Cyndi Lauper,https://open.spotify.com/artist/2BTZIqw0ntH9MvilQ3ewNY,2023-08-02,238266,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
"Glory (feat. Mez, VanJess, ICECOLDBISHOP, Ginette Claudette & Gwen Bunn)",https://open.spotify.com/track/5zYEMdgHeGvbdPgd3tOHcu,"Glory (feat. Mez, VanJess, ICECOLDBISHOP, Ginette Claudette & Gwen Bunn)",https://open.spotify.com/album/1ncBdR2WZhlTJbSC41vvBy,"Keep Cool, Mez, VanJess, ICECOLDBISHOP, Ginette Claudette, Gwen Bunn","https://open.spotify.com/artist/6YihZKGlCq75jYZbfRFrtt, https://open.spotify.com/artist/30C5wgn4celhRP3Tytv7R6, https://open.spotify.com/artist/0Ek89uaJyo6NfWK22awFvI, https://open.spotify.com/artist/04zbRSHjzlQYvV31SW7qZ4, https://open.spotify.com/artist/44FcajG2fONeWG1KEy0DBt, https://open.spotify.com/artist/6dPh96zLnVMZVHnr66WRjg",2022-06-03,229080,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Glory Days,https://open.spotify.com/track/2Y90nL1ohB4sgYELDs7uNx,Born In The U.S.A.,https://open.spotify.com/album/0PMasrHdpaoIRuHuhHp72O,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,2022-06-03,254733,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Good People,https://open.spotify.com/track/5laxwV7CX3DUiDIkJ8FAGv,Young and Stupid,https://open.spotify.com/album/5xl2oTEoecXlwCVQ6waF89,Pillbox Patti,https://open.spotify.com/artist/1tAy2qZQdjG9ulfI9btLoO,2022-06-03,223253,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Gotta Get Up,https://open.spotify.com/track/6fvIzrJ6boUDFF19fH4S2s,Nilsson Schmilsson,https://open.spotify.com/album/3EfpOFKjotrMQTFTnxrXaB,Harry Nilsson,https://open.spotify.com/artist/3RTzAwFprBqiskp550eSJX,2022-06-03,144893,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Grand,https://open.spotify.com/track/4WZ3liyYz5ZzDcL4ibAuOi,Grand,https://open.spotify.com/album/6u32goyaQHOcbbmdooLRJ4,Kane Brown,https://open.spotify.com/artist/3oSJ7TBVCWMDMiYjXNiCKE,2022-07-22,178973,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
Growin' Up and Gettin' Old,https://open.spotify.com/track/6DdPacpAdYkxV8MCzsjaXu,Growin' Up and Gettin' Old,https://open.spotify.com/album/2tyF3XymQtvSySp5osmr6d,Luke Combs,https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS,2023-01-30,233666,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
GUY.exe,https://open.spotify.com/track/3JTjLyrnevl9ASw3ayGO2P,Future Friends,https://open.spotify.com/album/0Nq4Sve58GRDINSpbFMyz6,Superfruit,https://open.spotify.com/artist/50VoYemccTaftNfFqWtlXd,2022-06-23,222680,2022-06-10,happy | vibes | feel good | music | mood boost | happy hits | clean pop | positive vibes | dopamine | serotonin | high vibes | happy summer | positive affirmation | upbeat | drive | windows down | good vibes | indie | pop | rock | alternative | feelin' good | healing | rise | smile,Feel Good 🤩 Happy Hits
