track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
All She Does Is Kill Shit,https://open.spotify.com/track/10s8ZmfBPfcGoz2J5hZD0q,I've Always Been Good at True Love,https://open.spotify.com/album/4ACmjHubwYyzBDkDMn5zfG,The I.L.Y's,https://open.spotify.com/artist/0dUllYYPbOLgiWDYZ27dKm,2021-02-16,253619,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Bang Bang Bang Bang,https://open.spotify.com/track/2qLSXZuIHMsKydCEFDchc3,Ribbed Music For The Numb Generation,https://open.spotify.com/album/6DK0TneKMKj64I93VCG1bW,Sohodolls,https://open.spotify.com/artist/1KNXft7nnRQj82sENi7WGN,2021-05-03,181640,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Bennington (2007),https://open.spotify.com/track/2PG26cmJdlT9xNAhdiHaaJ,A Collection of Rarities and Previously Unreleased Material,https://open.spotify.com/album/3f7Aco3znOBzGY9DfEk9wi,John Maus,https://open.spotify.com/artist/4R073T3AVJKqAsbzLmLW9u,2021-07-17,193013,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Black Lipstick,https://open.spotify.com/track/3kzOYFM5ZTj45uLhpSoINZ,Black Lipstick,https://open.spotify.com/album/3X9Qrzedksf0hv9DYtuzYd,Chicano Batman,https://open.spotify.com/artist/0LklyUMMUhpIjMgYHlV0hN,2021-03-29,229373,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Blood Under My Belt,https://open.spotify.com/track/5Nhsz5O0DIS5Mh5E3tlBbp,Abysmal Thoughts,https://open.spotify.com/album/2dfRhvbhgRTB5wBjI1mihw,The Drums,https://open.spotify.com/artist/0p5axeJsbtTCXBrRVoKjwu,2021-08-22,228146,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Boys Don't Cry,https://open.spotify.com/track/2RKDbMwtJgKc76H9oPo7Cl,Greatest Hits,https://open.spotify.com/album/34ozkv3AkFksZD8srOmOrX,The Cure,https://open.spotify.com/artist/7bu3H8JO7d0UbMoVzbo70s,2021-04-21,157053,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
California Here We Go,https://open.spotify.com/track/0GARqhVTsP5GA6q1G3xWph,California Here We Go,https://open.spotify.com/album/7kNOKBIpn1PGOWPEoRcgMl,The Garden,https://open.spotify.com/artist/4UVlSeEFDPmlkYKaRMRoOz,2021-04-30,126369,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Call This # Now,https://open.spotify.com/track/4ZAWpkCs5E22vL9qlSnoMg,Call This # Now,https://open.spotify.com/album/22RW5icbtbraNVE4OgyYTA,The Garden,https://open.spotify.com/artist/4UVlSeEFDPmlkYKaRMRoOz,2021-03-31,144509,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Can't Cool Me Down,https://open.spotify.com/track/4WdVHE3fPUyu5McHAhM3RV,Making a Door Less Open,https://open.spotify.com/album/0p6P42zHY2W8Zd7BKBcKQg,Car Seat Headrest,https://open.spotify.com/artist/5PbpKlxQE0Ktl5lcNABoFf,2021-03-30,309333,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Casual Acquaintances,https://open.spotify.com/track/3biCP8Epe7TgjzR62RfJ1X,Casual Acquaintances,https://open.spotify.com/album/3mAUwWAQKkBlsMThgz3TMz,The Growlers,https://open.spotify.com/artist/2RhgnQNC74QoBlaUvT4MEe,2021-03-31,163749,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
City Looks Pretty,https://open.spotify.com/track/19nUjmaqEhWvOtKk72NXGC,Tell Me How You Really Feel,https://open.spotify.com/album/3l7JWewI3ZByxaT5BCgRx2,Courtney Barnett,https://open.spotify.com/artist/4OOlG5eBXSkSAAEeKjJb5Y,2021-05-16,281586,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Clay,https://open.spotify.com/track/05timrNREm3y0Swwkl9TX0,U Want The Scoop?,https://open.spotify.com/album/4X8orytXoZlQs9AiMOZIxW,The Garden,https://open.spotify.com/artist/4UVlSeEFDPmlkYKaRMRoOz,2021-10-27,165240,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Come In,https://open.spotify.com/track/4KGw9LGz77SU02u4Xd9O1K,Come In,https://open.spotify.com/album/7i8NW72gbhfvCPIKx4RWLN,Weatherday,https://open.spotify.com/artist/6pmR08TKSTs8rll6W99VnK,2021-04-14,96482,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Comet Face,https://open.spotify.com/track/76Q12Zxto8hLOq7fc9WFIY,Man Alive!,https://open.spotify.com/album/45aznJm3etg3c6dMRmYARJ,King Krule,https://open.spotify.com/artist/4wyNyxs74Ux8UIDopNjIai,2021-10-06,193906,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Cunk,https://open.spotify.com/track/5aXswopAQIHw0k3yTojyhO,HiLo,https://open.spotify.com/album/4RsjXMHyCUigESP74GkNHB,Jack Stauber,https://open.spotify.com/artist/1vVHevk2PD45epYnDi9CCc,2021-02-26,156229,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Daylight/Moonlight,https://open.spotify.com/track/7BOtaBZfN5pVNF5DC6VZ9D,We Bring Anything to the Table... Except Tables We Can't Bring Tables to the Table,https://open.spotify.com/album/5Ri8HDC3kbIQBdSFmPYc0Y,The Red Pears,https://open.spotify.com/artist/3FRYBFCNEBWMjk6kvwjHQT,2021-03-29,249990,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Dead Weight,https://open.spotify.com/track/5yhQS5ce3WebABcdngULA8,HiLo,https://open.spotify.com/album/4RsjXMHyCUigESP74GkNHB,Jack Stauber,https://open.spotify.com/artist/1vVHevk2PD45epYnDi9CCc,2021-03-02,186105,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Debaser,https://open.spotify.com/track/5cy5IStIn7OSHDEIgXeDyq,Doolittle,https://open.spotify.com/album/0DQyTVcDhK9wm0f6RaErWO,Pixies,https://open.spotify.com/artist/6zvul52xwTWzilBZl6BUbT,2021-06-30,171746,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Deep Water,https://open.spotify.com/track/7knV3ojCkjRUZi3x29p1Cx,Strawberry Switchblade,https://open.spotify.com/album/6ypn6HP6UuJCBSGRRCQLd6,Strawberry Switchblade,https://open.spotify.com/artist/4z5NjzIMyaQC4dPxxzxF6e,2021-06-04,237333,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Dice,https://open.spotify.com/track/3RidWqXTNFrC4p7Thoymv3,Laying in the Sand,https://open.spotify.com/album/5CZN8hRYNiQ2i8FUaWUIgz,Puzzle,https://open.spotify.com/artist/3JDZy6EWo6V8yABANunf6V,2021-08-16,209606,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Disco,https://open.spotify.com/track/644hazYIWNQq4URUn7CPnQ,Heaven Surrounds You,https://open.spotify.com/album/1bCQnu3tpmINpX3tvXQjb1,Surf Curse,https://open.spotify.com/artist/1gl0S9pS0Zw0qfa14rDD3D,2021-03-29,152760,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Disorder - 2007 Remaster,https://open.spotify.com/track/38wCbVfMreML5ZhF5iQuKA,Unknown Pleasures,https://open.spotify.com/album/0cbpcdI4UySacPh5RCpDfo,Joy Division,https://open.spotify.com/artist/432R46LaYsJZV2Gmc4jUV5,2021-04-09,209039,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Distance,https://open.spotify.com/track/4jU6Vuq0e1KSc1vOAKL3k2,Distance,https://open.spotify.com/album/2snog7U5uihIur22blJwwg,Rendez Vous,https://open.spotify.com/artist/4a118edzJsiImCyPCZk6mY,2021-08-22,209083,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Doorman,https://open.spotify.com/track/6bTAz3pg5ywBeZHCQoleJB,Nothing Great About Britain,https://open.spotify.com/album/5fx2Hde8xw2jWPtUKXA73X,"slowthai, Mura Masa","https://open.spotify.com/artist/3r1XkJ7vCs8kHBSzGvPLdP, https://open.spotify.com/artist/5Q81rlcTFh3k6DQJXPdsot",2021-04-29,184201,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Dracula,https://open.spotify.com/track/2AzUqFWxjLJjxLiAX71Qn1,Dracula,https://open.spotify.com/album/3wGbFxZhwCBe7YJTl7m9Xy,Bakar,https://open.spotify.com/artist/3K2Srho6NCF3o9MswGR76H,2021-03-24,137520,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Dsco,https://open.spotify.com/track/1OKkG3vxEuBBwLw1gCqdNW,Velocity: Design: Comfort.,https://open.spotify.com/album/0eUUQ4rly8Q8PyJPWLgde2,Sweet Trip,https://open.spotify.com/artist/5NtMqQLCzdVvL7F8vFp3zM,2021-02-26,191133,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
Egg,https://open.spotify.com/track/4Vie7AYSqfGHEP2uBh0ua5,haha,https://open.spotify.com/album/2tH1S9Q2RUcLrOizMy9I1K,The Garden,https://open.spotify.com/artist/4UVlSeEFDPmlkYKaRMRoOz,2021-04-05,184662,2024-02-28,it&#x27;s not a complex if you believe in it&#x27;s reality,pretty girls with machine guns
