track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Arcades,https://open.spotify.com/track/5GVMAnMTX3miLXxC3pTXJq,Ornithophobia,https://open.spotify.com/album/1EjlWZcIGhdDorPVm4Wfso,Troyka,https://open.spotify.com/artist/0BxmFQFbzdxyrUlumvE7zz,2015-03-17,273293,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
As We Fight (Willie Penrose),https://open.spotify.com/track/7DsLycjXnBfrtcpkH68rmx,The Imagined Savior Is Far Easier To Paint,https://open.spotify.com/album/35MKlkn2g1Qe3HMDrrIxP0,Ambrose Akinmusire,https://open.spotify.com/artist/4ai53dgSBGhQwcFtGyY1bF,2015-03-17,383866,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Behind Bars,https://open.spotify.com/track/5C4pYZJmN3WyaROj7PQ0eB,Life to Everything,https://open.spotify.com/album/2K1dsXDX5Lv0PdhJrQiGnU,Phronesis,https://open.spotify.com/artist/3FtuExHiGsLvTnreIt7i2x,2015-03-17,540533,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Blue Over Gold,https://open.spotify.com/track/3DsUR1WHpScpFKhbiqxunI,Sun Pictures,https://open.spotify.com/album/7AgRiQaKslAlaTRM0512b8,Linda May Han Oh,https://open.spotify.com/artist/3ItwOheFhoNjZRCpnY5O9I,2015-03-17,530906,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
D-Flat Movement,https://open.spotify.com/track/0OmQSiMj9R8CAb2oqcMaFc,Social Music,https://open.spotify.com/album/4Jhr4IDfUoNxHoodEePluk,Jon Batiste,https://open.spotify.com/artist/0eRbECAGCLLiTyVXPBRexU,2015-03-17,178000,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Dusk Baby,https://open.spotify.com/track/3LjNhqsx1W63Lu7nOu4xUF,Life Forum,https://open.spotify.com/album/73WbnDUyonkTUTPsmZYzjf,Gerald Clayton,https://open.spotify.com/artist/5mYw31MXiGnqTMliAcl7m8,2015-03-17,339093,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Entertain Me,https://open.spotify.com/track/5JVLklFBxXYa6HKYKx3Beo,Mockroot,https://open.spotify.com/album/59AeaIeAx6S2igYJFjltRE,Tigran Hamasyan,https://open.spotify.com/artist/0D3h8NZqNp7BN97JwtV6eW,2015-03-17,199853,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Everybody Loves The Sunshine,https://open.spotify.com/track/4F17fOFNxTHhNk6fXq46w6,Rising Son,https://open.spotify.com/album/7GDnn7XSLCIjZkBkw0SMZd,"Takuya Kuroda, José James","https://open.spotify.com/artist/4DbVGBurfbrdLW2ZwfwdmP, https://open.spotify.com/artist/4l2MwXYwUDQKHcUXwCZjEz",2015-03-17,565502,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Forever Spring,https://open.spotify.com/track/5VzX7mZUlGFPPuEcKm8mlV,Heroes + Misfits,https://open.spotify.com/album/35SK2rNqBdbIykejfFs9rA,Kris Bowers,https://open.spotify.com/artist/2wWBoQpcybsDVpouFubTqZ,2015-03-17,112386,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Forget-er,https://open.spotify.com/track/4Q4qprg8aPhyxCSef7u7Ei,Heroes + Misfits,https://open.spotify.com/album/35SK2rNqBdbIykejfFs9rA,"Kris Bowers, Julia Easterlin","https://open.spotify.com/artist/2wWBoQpcybsDVpouFubTqZ, https://open.spotify.com/artist/4f4k9MkmDmRToDktQomwrX",2015-03-17,288226,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Future Reflection,https://open.spotify.com/track/6R8almqiOinwc0V4iPo2GL,Life Forum,https://open.spotify.com/album/73WbnDUyonkTUTPsmZYzjf,Gerald Clayton,https://open.spotify.com/artist/5mYw31MXiGnqTMliAcl7m8,2015-03-17,292066,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Green And Gold,https://open.spotify.com/track/3Lz7F78L8bmAftMGkwoGCh,Rising Son,https://open.spotify.com/album/7GDnn7XSLCIjZkBkw0SMZd,Takuya Kuroda,https://open.spotify.com/artist/4DbVGBurfbrdLW2ZwfwdmP,2015-03-17,298237,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Half Steppin’,https://open.spotify.com/track/4hNejbtl93aLRxnftdUgIj,Half Steppin',https://open.spotify.com/album/4RfnfI836oNMgAYns5RG2H,Ben Williams,https://open.spotify.com/artist/2NVNbP5qYO9vHhOPGGuPJV,2015-03-17,441106,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
If Music Was That Easy,https://open.spotify.com/track/6yAPBF2E4QfcitKoKRiovS,Transit,https://open.spotify.com/album/5hUjimESHfgftKXaM5nk7E,Skalpel,https://open.spotify.com/artist/4NMgXxIMZeiJ5PqxdA0t6q,2015-04-29,202469,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
Isadora,https://open.spotify.com/track/7G9VsVr1m6YzaJgHyRgz4y,Yesterday You Said Tomorrow,https://open.spotify.com/album/1yEatbNaAycy7doYijdili,Christian Scott aTunde Adjuah,https://open.spotify.com/artist/2q37Nw8NND2z1T1KU5XVfn,2015-03-17,373880,2021-12-21,Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.,Fresh Jazz | The New Vanguard
