track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
1998 - Victor Ruiz Remix,https://open.spotify.com/track/3fnWgtjqolErwSW3XS0vy5,1998 (Victor Ruiz Remix),https://open.spotify.com/album/1WYFR2jvaXaZ1DvlodiGuK,"Binary Finary, Victor Ruiz","https://open.spotify.com/artist/5suoHSdDiYsjikHNVdYYKe, https://open.spotify.com/artist/0xgdNNa5mIbnJKp8AG8S4z",2023-10-16,252301,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Acid Sgnal,https://open.spotify.com/track/3fsd0qqt7VaieHf6xSHe9t,Acid Sgnal,https://open.spotify.com/album/7FDFBdsvF7HYvj0wGjCgVX,Frankyeffe,https://open.spotify.com/artist/1YeRLPqVEJIpa6jstdiD0O,2022-05-17,370278,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Agent Smith Was Right - Original Mix,https://open.spotify.com/track/0mLhA4qgnn9WkuI3DkWZGY,Agent Smith Was Right,https://open.spotify.com/album/2NFzsRUchYzMAR1zJeQoTe,Metodi Hristov,https://open.spotify.com/artist/7MFugZiuQp41w92SA0zsG1,2022-02-03,250666,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Ancient Dream,https://open.spotify.com/track/5utYhzfINlpLxPxyFfXeeE,Ancient Dream,https://open.spotify.com/album/2OI2N7cuA4BwWfpkXivMkI,Zimmz,https://open.spotify.com/artist/1fjyfUlALNaLiP57l5UmGn,2022-04-18,491154,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Angels,https://open.spotify.com/track/4Qk3RBb4EwmMGuJVQr2Bau,Angels,https://open.spotify.com/album/1rtuJqFhrhuqgCLMRQNbO9,Nicolas Taboada,https://open.spotify.com/artist/6dcbo1dJld5wdwLeno5MBE,2023-09-29,378754,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Are You All Ready - Spektre Extended Remix,https://open.spotify.com/track/1eCZodeqrjY8vWngATrAmP,Are You All Ready (Spektre Remix),https://open.spotify.com/album/1B8MCRyfqk7Dmsa5R37bu6,"Tony De Vit, Spektre","https://open.spotify.com/artist/17acmoMCDxCeLPYv4T5sV1, https://open.spotify.com/artist/2jop7P9uKGHVtQAv59lDxT",2021-09-17,414164,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Ascension,https://open.spotify.com/track/0WmnjJnxK27DvPztxWgVPS,"Respekt Rebels, Vol. 5",https://open.spotify.com/album/3TENZK2vFLimFVPjwWqn2x,Sam Kitt,https://open.spotify.com/artist/4nZj2Iwb9yJSocd8OlpKBo,2023-09-15,262785,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Astel,https://open.spotify.com/track/2Cl5g4MBcwDjjJwGWfGi4e,Astel,https://open.spotify.com/album/7IPVqgQjOvY3MQ3IYTfm7I,Mattia Saviolo,https://open.spotify.com/artist/0CHQALTC4ovqi6EU4xvUeq,2022-11-25,429850,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Badlands,https://open.spotify.com/track/6EqEtYGJnkP3BBySHscyLj,Badlands,https://open.spotify.com/album/691b38mQKtfisEdhiV3kvD,Spektre,https://open.spotify.com/artist/2jop7P9uKGHVtQAv59lDxT,2023-03-31,240403,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
Bang To The Beat,https://open.spotify.com/track/1SBPXr8glBJwn1jv3VxebT,Bang To The Beat,https://open.spotify.com/album/2FCnus1JOAwf9i9nXSDadQ,Jay Lumen,https://open.spotify.com/artist/6rxmj7vNEofe96g84qMWoV,2024-06-02,238000,2023-02-19,&#x27;Spektre&#x27;s Selection&#x27; is a weekly updated playlist of the freshest techno straight from their crate! Get following! #respekt,Spektre's Selection
