track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
A Black Bird Sat on My Window and Cried,https://open.spotify.com/track/51kjApNxwEpctdm8d9GOLG,Blackbird,https://open.spotify.com/album/5NF1os4zI0Ul7NTCDm8I14,Almanacs,https://open.spotify.com/artist/4SmpLc2aX1YGPXfkVmWKNa,2022-01-28,343000,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
A man with two watches,https://open.spotify.com/track/4nYjHsCzPjRd3TWBEOABRu,Sollbruchstelle 1-3,https://open.spotify.com/album/2Y0rzl9PGZQ8JYPDCkBFmo,Jas Shaw,https://open.spotify.com/artist/1iYfEUKXzyy3bE2elxuipV,2021-12-24,311548,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
A Minor Astronomical Event,https://open.spotify.com/track/45wiC9xhqI9HZMoKetKV9C,Last And First Men,https://open.spotify.com/album/79x1fDyq0qs8OS75QfEoYC,"Yair Elazar Glotman, Jóhann Jóhannsson, Hildur Guðnadóttir, Robert Aiki Aubrey Lowe, Colin Stetson","https://open.spotify.com/artist/5WauIMQCkt1pLvm15mi22B, https://open.spotify.com/artist/3IpQziA6YwD53PQ5xbwgLF, https://open.spotify.com/artist/2lD1D6eEh7xQdBtnl2Ik7Y, https://open.spotify.com/artist/1RWnH2AYF6gpgtDNOlLZLg, https://open.spotify.com/artist/4G6HhUUQ1LgyYnA2WJppf8",2021-12-24,219515,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
A Sea Of Love,https://open.spotify.com/track/7feFMZxaNV6km5QZAXYyv0,For Those Of You Who Have Never (And Also Those Who Have),https://open.spotify.com/album/57o6rhS5v8qPeRPzrNRWF9,Huerco S.,https://open.spotify.com/artist/0Wy3xgOTkgtDlT9wJsOQjy,2021-12-24,437906,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
A1. J-Math,https://open.spotify.com/track/1uygE50aZZ0EfVMpGKFG0U,Geoglyph,https://open.spotify.com/album/5YeOMPfVnSMYSCbCZY8Zrl,Lord Of The Isles,https://open.spotify.com/artist/2PoiNhvPSC4fivyrDJOoru,2021-12-24,364460,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Aether Vibrations,https://open.spotify.com/track/1JgeUGhBGB4jzpFZAFpEnx,Entanglement,https://open.spotify.com/album/2ulqyHaLOAzuCKrd5WyAyV,Pulse Mandala,https://open.spotify.com/artist/2aD4tPvrEtBG5CUwddFGLX,2022-03-04,273750,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Al,https://open.spotify.com/track/4jWBs7vQE9oHeyN0nqpzXp,Al,https://open.spotify.com/album/2ECGM68MtrFq7VMxSw6adW,Isaac Soto,https://open.spotify.com/artist/2mHbrHlppDiGj9pBxti8fc,2022-03-18,297692,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Alternations,https://open.spotify.com/track/4B1FuZiMfaB83xgfK2fvxd,Scene Memory 2,https://open.spotify.com/album/4nLf2L3Eny7wzB0q2G30Mn,Leo Abrahams,https://open.spotify.com/artist/6g4q7DPLaVqWGnfMpAb2Yd,2021-12-24,186774,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Amygdala,https://open.spotify.com/track/4Di1dq49uG26tIHEsAxaQy,Amygdala,https://open.spotify.com/album/1MuIg8soW5Fhfg9i1BT6wZ,JakoJako,https://open.spotify.com/artist/2ROWhaqtdj8ztIxWekIW4E,2022-03-04,319047,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
And Between,https://open.spotify.com/track/1z9V7qaWltV6igIIULbi1a,Detached Horizon,https://open.spotify.com/album/14hDdut9Gi30C2kUacBXXJ,Blue Carbon,https://open.spotify.com/artist/3rToj8JEJIZMjaFhn9wR8j,2022-03-11,404494,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Antecámara,https://open.spotify.com/track/42RLy3PPI7zlf18MP095BC,Solstice,https://open.spotify.com/album/5In0aQDAEJHdrI4oxgzdtX,SVLBRD,https://open.spotify.com/artist/40SVMdCuPtqI6suYOG3Qk0,2021-12-24,412000,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Approximate Bermeja,https://open.spotify.com/track/6NLAH3uaOwEwNEBZIcaEnk,Sounds From Phantom Islands,https://open.spotify.com/album/4Oa4FMxiEfKLDK1dzhmraI,Andrew Pekler,https://open.spotify.com/artist/4nDIRB3WZRZ40uSmZG0q6J,2021-12-24,189000,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Ardent Flux,https://open.spotify.com/track/4cGFQX45YRFCmucn1kjcJ9,Ardent Flux,https://open.spotify.com/album/3s6BYcW5qQJMtzveKJ5bKv,Merdh Laleh,https://open.spotify.com/artist/7h60jeduvZr5v14ywmplbL,2021-12-24,399141,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
As the Earth Kissed the Moon,https://open.spotify.com/track/0Rts1r0i4CNfpEtknvBf7p,Planetary Unfolding (2022 Remaster),https://open.spotify.com/album/0NhaQ7YKZkvoWj6RfG6SuY,Michael Stearns,https://open.spotify.com/artist/5KbIofwaAvbvvkzG2zbmGD,2022-04-01,610586,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
As You See It,https://open.spotify.com/track/3sbEPDb47adTLNX807a0Ab,Relics,https://open.spotify.com/album/33dUJmYAamvlchu0glcjFA,Beachcomber,https://open.spotify.com/artist/66LSNuVFRANAj8dfuM3lzi,2022-02-11,405907,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Automat,https://open.spotify.com/track/3SG6FtF7AErbRaI4g9PBFV,Hypertext,https://open.spotify.com/album/6nJGDBiVAFu0fIrO1kc2hH,"Recent Arts, Tobias Freund, Valentina Berthelon","https://open.spotify.com/artist/6YTikqXTOc9mvsgv2wOiYc, https://open.spotify.com/artist/2IMuk5pFLxBMzcEAZcfleX, https://open.spotify.com/artist/2r6y7E3nFNHvxmIoIlenzW",2022-03-04,370440,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Automat,https://open.spotify.com/track/5s0QV9wD1BdWaroVgLDiKo,Hypertext,https://open.spotify.com/album/5BVwbpPSALHaFKEDL7LEdi,"Recent Arts, Tobias Freund, Valentina Berthelon","https://open.spotify.com/artist/6YTikqXTOc9mvsgv2wOiYc, https://open.spotify.com/artist/2IMuk5pFLxBMzcEAZcfleX, https://open.spotify.com/artist/2r6y7E3nFNHvxmIoIlenzW",2022-10-04,370440,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Baby Steps,https://open.spotify.com/track/4854p5c2onuInjU13Kwj4o,"Selected Public Works, Vol. 5",https://open.spotify.com/album/5ub6Z4l5a4qIOkLPrDlrMn,Lightbath,https://open.spotify.com/artist/4AIr46FQ8PXGH880gA3g9I,2021-12-24,86601,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
Becoming Ferromagnetic,https://open.spotify.com/track/4H2BkZLuxpYgMgtvFbV0ZB,Becoming Ferromagnetic,https://open.spotify.com/album/54VwG9mPpNyqR3MHrXaYEJ,Kaitlyn Aurelia Smith,https://open.spotify.com/artist/6P86FLVAK4sxu8OhyQJBvH,2021-12-24,328275,2022-01-06,Pushing the envelope; musicians at the forefront of modular synthesis.  ,Modular Synths
