track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
1949,https://open.spotify.com/track/0aWDp3psKAdohWqo0H2psk,1949,https://open.spotify.com/album/0AhaMd9g6mqHrmqlQGoR8g,"Honey & Badger, OOTORO","https://open.spotify.com/artist/5R5qNSYFn04J9jF8UnmYbK, https://open.spotify.com/artist/3kWLEfykUXgiuhbR2NwnLI",2023-03-31,133333,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
2AM,https://open.spotify.com/track/1mTibrsVeunMhiq1ADqzhY,2AM,https://open.spotify.com/album/22gPZACM941jJGpd6vU4ZX,"Window Kid, Local","https://open.spotify.com/artist/0Gt5eU7AuKfotkBLgjyg9p, https://open.spotify.com/artist/5pNualCkz8Fih2WjCYwEZ2",2024-05-24,188498,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
303,https://open.spotify.com/track/1WtgcbkJWkOKNBBOSIHURs,303,https://open.spotify.com/album/29kh9dk0Uqd1gWhONMuulc,Frents,https://open.spotify.com/artist/4vc5Jd6VrKpKcsimzyMYFK,2022-10-21,222281,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
4AM,https://open.spotify.com/track/47N4xRBjtdqmwmoL3cZXar,BRAVE,https://open.spotify.com/album/5cIB4XHB34ZpVmaSzzhiOB,JOYRYDE,https://open.spotify.com/artist/24neLwyYRyj4ItaGnFeIT0,2022-07-29,269123,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
4U,https://open.spotify.com/track/00GvqqIkMdHaxChyhZf9Nx,4U,https://open.spotify.com/album/5p6wULtzOrjrTlMUtrDnVr,"Matroda, Martin Ikin, Sian-Lee","https://open.spotify.com/artist/45lcbTsX07JWzmTIjcdyBz, https://open.spotify.com/artist/7DhdJhd6DrxeJlUajwttd1, https://open.spotify.com/artist/0JiqigemaoIuLScw1UNRr0",2024-09-27,180703,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
911,https://open.spotify.com/track/7wkjbEz5ZKO2BD2UQ9xng5,911,https://open.spotify.com/album/0sPhVYEG3PMR9pQliDALZp,"Makla, Spin Off","https://open.spotify.com/artist/1ngUu0NNbd7uGigLW2je0M, https://open.spotify.com/artist/04z6nGdieOEA89MgeY6ngD",2024-03-17,175312,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
Abra,https://open.spotify.com/track/4DB4uMofaOI0tejIe26XGI,Abra,https://open.spotify.com/album/73QJDc0XOLeUvA0ZbpoaHH,AGLF,https://open.spotify.com/artist/6xGwO3Ev8tb2hk8J5N9OdG,2022-07-19,155634,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
Acting Like ILY,https://open.spotify.com/track/45is1yT2W6tO8azc9ssZwX,Acting Like ILY / Any Jungle,https://open.spotify.com/album/6kC6I2FG23uyj9xfNBgNYE,Zero,https://open.spotify.com/artist/6ocDQwCTkVro3cmejcF1DH,2023-12-29,245625,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
Active,https://open.spotify.com/track/2gfn7kbXStWZLzzGJVrVVX,DNA,https://open.spotify.com/album/34PRqIXi8aFVD7UI0BrA22,"Turno, Annix, Flowdan","https://open.spotify.com/artist/1TVDml0EOLsjUxBCFzqWes, https://open.spotify.com/artist/0llNeW8Q52i2sxV7DsFASR, https://open.spotify.com/artist/07CimrZi5vs9iEao47TNQ4",2022-07-19,274482,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
After Hours,https://open.spotify.com/track/1RsPpQPKq3REgPS2reByKR,After Hours,https://open.spotify.com/album/0xHSBEVtHFggmTWPKLXYtl,SUBSHIFT,https://open.spotify.com/artist/6oj23vhIuGx4bOqVmQ9oOo,2022-09-18,192975,2022-07-19,Cover image - https:&#x2F;&#x2F;bit.ly&#x2F;3uiJD6B ,Mac's Mixtape
