track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Faithful Hound,https://open.spotify.com/track/1s916ZyeDRigiExobXHVxx,Airplane,https://open.spotify.com/album/2GSNrRtVVg0IoueayPFwXN,Chocofriendz,https://open.spotify.com/artist/7gn4g9tkezeOyFdN4pPS7y,2024-04-27,244539,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Fault,https://open.spotify.com/track/7rDjCoqge2niofZQGnMqfZ,Fault,https://open.spotify.com/album/45g6CFEm6LPqH7HqEBgcTo,Sideswept Bangs,https://open.spotify.com/artist/7FiTJRufj2n31L9GQLpzXT,2024-05-24,169706,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
FFY,https://open.spotify.com/track/1sg2bI7dSVZr9TRqFkWp6j,FFY,https://open.spotify.com/album/1iOLj4TFXeuh1WWRGaDar1,alexx,https://open.spotify.com/artist/0AmAHEoSgWULygymmiY5AI,2025-01-31,140155,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
fist on the wheel,https://open.spotify.com/track/1FDgYnEx0wr95YuCJytmmL,PAYDAY,https://open.spotify.com/album/7DBDDEEBeZimthRql76K90,coyote2,https://open.spotify.com/artist/4Z7lH9tao4LFolgvY9GrIX,2024-05-27,120465,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
flabbergasted,https://open.spotify.com/track/17UdncO4Cwa4eJAyY8AiYL,flabbergasted,https://open.spotify.com/album/3vnyhozbUXQcWwkw3CUn49,fauxx,https://open.spotify.com/artist/4smmSBpafc7gjOz5qIB8mU,2025-01-31,152275,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
four chord traumadump,https://open.spotify.com/track/7qbcORQ1igl8ZOoQdc5vaO,exit to paradise,https://open.spotify.com/album/7IWHce5KhIjxxl155ynocn,autumnrain,https://open.spotify.com/artist/5qnLVjsFChRxW90zCVod36,2024-08-04,159500,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
galaxy,https://open.spotify.com/track/0eCHafxWdcpnivREAbWlbc,galaxy,https://open.spotify.com/album/7BBL1R0SvKo026lLHx2Ssl,phimtown,https://open.spotify.com/artist/6vdmfIild6uUDUbmw3y53X,2024-03-02,136421,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
gen3mlp,https://open.spotify.com/track/2pq1qNcFLdWKas7DLNsOMF,opal,https://open.spotify.com/album/34Zr3RTwjMsQcTAedwWwpg,"lulamoon, robin's ghost","https://open.spotify.com/artist/0DAelTYQOImud40A6DFnYR, https://open.spotify.com/artist/7wluTUzWSlXbe33U5TC94G",2024-07-12,196928,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
goodbyeee,https://open.spotify.com/track/2w4Ur3dJ5JxkaUploGOhvc,all these faces,https://open.spotify.com/album/4mbDXws5cJGdqkVDLcOM66,GABUISLOST,https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH,2025-01-31,165879,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Goodnight,https://open.spotify.com/track/3iwaBue4azgT6Swq0oma7O,Fight Malice With Love,https://open.spotify.com/album/2LcUg1gHYiH7YgYtbivFmh,Valerie Hell,https://open.spotify.com/artist/6Fagp3NI73E9OzpUcpKyM5,2024-12-30,211231,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
HEART-Q,https://open.spotify.com/track/4KeJPooEdtKgS0whhhybaz,HEART-Q,https://open.spotify.com/album/6opCGektpEMDIsIBF376dS,"あめ, Water","https://open.spotify.com/artist/1JcKmvzJmoRPfK6eFSNumD, https://open.spotify.com/artist/1NXNw7RoWcUm5GAEdIyvNt",2025-01-31,195204,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Heavy Hand,https://open.spotify.com/track/2rlzRQxI2pD2ieS4Ul3bQI,Heavy Hand,https://open.spotify.com/album/7p0Shb6YUaJ1mHgJUWlhMl,Everender,https://open.spotify.com/artist/3YTAFkZ1pX1wi9L9ppSLh6,2025-02-28,158142,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
her hex!!,https://open.spotify.com/track/49ASSpU5jD0CyVwupDxl92,"""you are also a piece of shit.""",https://open.spotify.com/album/7vxJDpRukcw0mxh5FZFrH1,"kit., robin's ghost","https://open.spotify.com/artist/11qY2cNlYUB6Zpmhzxycli, https://open.spotify.com/artist/7wluTUzWSlXbe33U5TC94G",2025-02-28,184124,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Hockey,https://open.spotify.com/track/6b39sywjsmS8Zo7g4PMQeM,Hockey,https://open.spotify.com/album/6rJcckvCabsY3tXwAyDL4w,Clarence Kelly,https://open.spotify.com/artist/63ecaIQEQ1kWQbi6ZKVYiB,2023-04-24,257100,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
homesickness,https://open.spotify.com/track/5fVeWz3DjRyeSZdiR93W5L,homesickness,https://open.spotify.com/album/4aWw91FsRvEUfJCRjqOBp0,deer in headlights,https://open.spotify.com/artist/6zqpo5a4WG5BM5sTMs38k3,2025-02-28,367000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
homethingy,https://open.spotify.com/track/1QEQSzodHnFDOEho4sL4vz,the wolf whets its teeth,https://open.spotify.com/album/2ANF65JzBkD7c0sjabccqx,doghead,https://open.spotify.com/artist/7dqU6xZWbi73GOF5MEIXCz,2024-05-19,209167,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
hot problems,https://open.spotify.com/track/2LQ4iipiBEhmtdvkS8xWpi,two house,https://open.spotify.com/album/0PJUaZbSyWxrthXKKPAvbV,"food house, Gupi, Fraxiom","https://open.spotify.com/artist/41f6TKH0EoBnj3N4xIp26g, https://open.spotify.com/artist/3YOvdmjSEwOqRAJ0ttfwCx, https://open.spotify.com/artist/04Y5zXsFqYRzDr6tMXj6aL",2025-02-28,178677,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
how it feels to fly,https://open.spotify.com/track/7a4kJMczOlvculn80pLRrP,how it feels to fly,https://open.spotify.com/album/7cnO2Hyzr9Kt8z1oUtgtTD,"Sarajevo Noise Beat, What The PUP!, lillybug","https://open.spotify.com/artist/5Cw1pwfT5W9pvGyO30ojCf, https://open.spotify.com/artist/1Uti1MlTR0fRL0u0vI6zl9, https://open.spotify.com/artist/4E2TcTjE4vNGZ8eNtMzQ7U",2024-10-11,269126,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
hvrD,https://open.spotify.com/track/7H16383DtH9QKTiEO6eVin,"dvncE, cvnT, emvtionaL",https://open.spotify.com/album/0WTAt0PX3oehezym5qvDZ9,"Can of Bliss, r u s s e l b u c k","https://open.spotify.com/artist/7aU24qpooQbJgquWphpTdT, https://open.spotify.com/artist/3Si34xQXMZlrics4njesF2",2024-04-16,131000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
I Can't Do This Alone,https://open.spotify.com/track/1zP3aiQ7BdXe0Ker13w5vk,I Can't Do This Alone,https://open.spotify.com/album/2OTBhxaYC58OhmxpHlmw9i,"Trey Husk, SpinScissor","https://open.spotify.com/artist/557mWkaCfEfpnEGuNSlG2d, https://open.spotify.com/artist/0ON8uLVnHbFU033CCU5oMn",2025-02-28,195568,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
i don't know if you hate or love me,https://open.spotify.com/track/6ByEfQDwQG1b1qj0t7X6i4,I WANT TO LOVE AGAIN,https://open.spotify.com/album/4lyJ6Ixm0roEyweWXuf8ct,doefriends,https://open.spotify.com/artist/6SrEcj3eYkxX9Pn3gfpQv0,2024-02-23,171136,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
I Don't Live Here,https://open.spotify.com/track/5n1nrfHypqQJAtHup9LnzQ,I Don't Live Here,https://open.spotify.com/album/79VI71XHRWv8GVai41tcFX,Nonnie,https://open.spotify.com/artist/1th0k9G2V6nSxyYOcU3g59,2024-12-10,158497,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
i don't wanna,https://open.spotify.com/track/6WpDJFIu49wWtpPViObMXv,i don't wanna,https://open.spotify.com/album/3d9cpBCj3cSiBaI1ErfsPv,snuffles,https://open.spotify.com/artist/0Ac3GAeNAnVxWGsSrrNob6,2024-10-18,126931,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
I DONT UNDERSTAND,https://open.spotify.com/track/74KNOo0ILoRMyD7NT5gDgy,I DONT UNDERSTAND,https://open.spotify.com/album/0XZN4GHwWZGy0oIz49oVu0,"lil fasty, Mek-9","https://open.spotify.com/artist/6yaCScRjwHuniWvfDEyBcU, https://open.spotify.com/artist/1hwHio6WU1HAhrevPbEqTQ",2024-12-10,188181,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
i want it all (trophy),https://open.spotify.com/track/5E7EUNnCfiho7rW7gVY1Sd,i want it all (trophy),https://open.spotify.com/album/5FpP19zFYXGVKBTJgbyNmz,saoirse dream,https://open.spotify.com/artist/2xNs2zfnh52ORUTI4Qfvxf,2024-06-05,181676,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
I Want Out (Mother Superior),https://open.spotify.com/track/4OWsO4bWGdrXCpYkKR0OtN,New Monastic Presence,https://open.spotify.com/album/0SgBbSrMU6rfmOazKcz2Ew,Stick Crickets,https://open.spotify.com/artist/50Dzofz5fTvlO9WKv6gCeW,2024-08-04,177438,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
i'm dead,https://open.spotify.com/track/1yWadeiSTcldY6wDG50nKF,im dead,https://open.spotify.com/album/2VY86Jhs9WGhgJyADNAgJO,_st1cks,https://open.spotify.com/artist/21SFSBfUS5zFmOaSXsDmk0,2024-06-05,139109,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Idolize,https://open.spotify.com/track/78Ol3nUXejDT4XnaIwTP8d,Idolize,https://open.spotify.com/album/2PNLETgw15vhbWlaA7RLeu,"fearozzles, fauxx, Tenkitsune, WORLDWIDEWOLF","https://open.spotify.com/artist/4XgmepqLvHMHSFgHbTKWns, https://open.spotify.com/artist/4smmSBpafc7gjOz5qIB8mU, https://open.spotify.com/artist/3npM0ZkW5qRUL5Y7ihHRrU, https://open.spotify.com/artist/0PT2yAXwZHB4q6eMBGM4kV",2024-10-18,243428,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
IDONTKNOW,https://open.spotify.com/track/29Edn2FCyusZAwskKU7CPI,BIG2K,https://open.spotify.com/album/7it5TdR45ltXQ2b5A4vgl6,OkayKirk,https://open.spotify.com/artist/7r9Nf86AyrMUWvbc8krSTx,2024-03-07,126614,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
if i could meet you there,https://open.spotify.com/track/7FkKYC8ignbsy899QY0KWL,rodeo,https://open.spotify.com/album/6EVIcnK3IAfFqIh1TBIwB7,lucypawz,https://open.spotify.com/artist/7zjVCfhIUMI3l4p09rfrt7,2024-09-26,188543,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
imaginary thoughts,https://open.spotify.com/track/1dpj7TdiIxb6XOgkWke8B3,nothing but desire,https://open.spotify.com/album/3xhxoMs1lIYI902YPrhmem,helian hyena,https://open.spotify.com/artist/3auFo63Rk66Uxa8btzgjtQ,2024-05-19,181333,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Imperfect Lifetimes,https://open.spotify.com/track/0t8C1XG2mPr0IDYoYgnfZI,Imperfect Lifetimes EP,https://open.spotify.com/album/0JZLkX7rjdvqWsnpx9hZRg,Friends Without Faces,https://open.spotify.com/artist/2rBIhSqg9o2UCJizO5r3on,2024-07-19,188500,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
In Each Other's Pockets,https://open.spotify.com/track/6KXp16dAqp4xbNkvqGHsRV,Tuxarumba,https://open.spotify.com/album/4VwxhQhq3vUmmCBMl30y0c,Igitur,https://open.spotify.com/artist/1zXQN30Q288eDjteLFI0QC,2022-10-29,164304,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
in hindsight,https://open.spotify.com/track/7ek0SJOe1Abud8p9WGynE2,in hindsight,https://open.spotify.com/album/22HAd6MwLpLBp5hL0t7lcj,daryl dee,https://open.spotify.com/artist/22QtRMzqI4jfkA4rrxybFY,2024-04-04,137532,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
inconsequential,https://open.spotify.com/track/6IPfsgy50gRIuCHA2PkZFp,UPWARD SPIR4L,https://open.spotify.com/album/1EtOu6cstUwTPQk5qTRsaQ,"claymaw, Maple","https://open.spotify.com/artist/2k2lkGzy1eLbw3IEvGJbrx, https://open.spotify.com/artist/7FqhC9JMS6bbcfMVKKPHBc",2024-05-19,167735,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
john doe,https://open.spotify.com/track/3dZnXWPQpH9n46psALfiSt,event horizon,https://open.spotify.com/album/7EEZxaDOCB8S7Nyux8UklI,deer in headlights,https://open.spotify.com/artist/6zqpo5a4WG5BM5sTMs38k3,2024-04-20,197193,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
kutna hora,https://open.spotify.com/track/312w1yQem0YU0WBDn8RR4q,kutna hora,https://open.spotify.com/album/1CgVNjezGLgBw2wg9Le5fK,"food house, Gupi, Fraxiom","https://open.spotify.com/artist/41f6TKH0EoBnj3N4xIp26g, https://open.spotify.com/artist/3YOvdmjSEwOqRAJ0ttfwCx, https://open.spotify.com/artist/04Y5zXsFqYRzDr6tMXj6aL",2024-11-23,182505,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Kylie,https://open.spotify.com/track/5KrH6LPps3QIIHxg2JevrL,The Day I Met Elmur,https://open.spotify.com/album/5bd5aXwN3YAWNEmW0zhtHk,ELMUR,https://open.spotify.com/artist/1wiPtax5queGP5dSz5vviY,2025-02-28,185586,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Laika,https://open.spotify.com/track/0rvkXcufid9KbwCnCyywPq,Go Out In Gold,https://open.spotify.com/album/4bStQojX5J4S0ntkmEMxsN,Everender,https://open.spotify.com/artist/3YTAFkZ1pX1wi9L9ppSLh6,2024-12-09,192000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Last Knight (Final Girl),https://open.spotify.com/track/4KgcyoJSoDq8FuQsewrvNi,Last Knight (Final Girl),https://open.spotify.com/album/53IpGt3nY72iJFneRIdpJB,Sergeant Hare Apollo,https://open.spotify.com/artist/0KsMGLqXgzIqQp9QWg1PRQ,2024-11-12,232599,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Late Night TV,https://open.spotify.com/track/5p4SJDLLPGnIxtU5vhAZKB,Gate 23,https://open.spotify.com/album/1WFn2vTUYu1nfOnV5dhPUE,Keep it Together,https://open.spotify.com/artist/3ofzJ1WKyqzCkAQLC9SIA8,2024-02-23,148500,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
liar and a cheat,https://open.spotify.com/track/4qWIdYxQcqo2ShyyqX8Ibd,liar and a cheat,https://open.spotify.com/album/4b0XPRqoq9A0ldQnfo2TfK,"f0xtr0t, snazzyvaka","https://open.spotify.com/artist/671ydWFXmxU9Y7p8I8NaeN, https://open.spotify.com/artist/3hHniqLXSqhRZeR3xUvlr2",2025-01-09,209807,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
"liar, liar",https://open.spotify.com/track/65fE7bg2WdZZAxHt4A8JEn,set fire to the world,https://open.spotify.com/album/4g4nM95APkdGw3EzqOyLEK,"sharkbarksss, Pent Up Pup","https://open.spotify.com/artist/7wrGMUFl9bK7T4st7GG1wS, https://open.spotify.com/artist/1fz75r8SBh1ILfSL21UFuy",2024-12-10,257551,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
lights in the sky,https://open.spotify.com/track/3bbOqtsDnJHCJRczkWdLG4,bird worship,https://open.spotify.com/album/2B31ioRcO2uekLjYCumLfi,life on the island,https://open.spotify.com/artist/5T6yR5cg53yJOKbOccEcqC,2024-08-02,271647,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
lil boy,https://open.spotify.com/track/3SjZZQa6pY3IuZZSCvL6lF,"ONLY US, NEVER THEM",https://open.spotify.com/album/78el29q9QSnJThg9k5NKfY,Jaylaflame,https://open.spotify.com/artist/5UdUCGK24WtRFRcXyzxN6U,2025-01-31,135000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
lucid dreaming,https://open.spotify.com/track/5T7Wxzl5SqOdt2KUrPdrm5,lucid dreaming,https://open.spotify.com/album/2Q7AbsDOy0tshyjnOmqs3n,TWYLIGHT,https://open.spotify.com/artist/4T0Dnr9Bf9u7Pg8Kd4QtnO,2025-02-28,210850,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
Matarukaja,https://open.spotify.com/track/0qZtPMswEFFaHE0BUijHMN,Wolves And Power Lines And Oranges And Waves And Guitar Fights And Some Songs,https://open.spotify.com/album/3ovjiaiNk6njNIaIKRqBmq,Plasma Cutter,https://open.spotify.com/artist/4GLMMafAflOXujxZdh4SNW,2024-12-22,204000,2024-12-14,"furry, ΘΔ, indie. Cover: <a href=""https://open.spotify.com/artist/1gVZVEcZQvNwe6hEdRlugH?si=xKEjvLs9Qz2sC0ciFa1-9Q"">GABUISLOST</a> || Visit our <a href=""https://indieanthro.com"">website</a> for more ✨",indieAnthro
