track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Favor,https://open.spotify.com/track/6q8yy8DfUMVmdmwozYx6Gu,Favor,https://open.spotify.com/album/0s3Ynz1H05xtlQSaR8nFOo,"DMX, Killer Mike, Mary Mary, RoyzNoyz Orchestra","https://open.spotify.com/artist/1HwM5zlC5qNWhJtM00yXzG, https://open.spotify.com/artist/2N4EYkIlG1kv25g6Wv8LGI, https://open.spotify.com/artist/12Kgt2eahvxNWhD5PnSUde, https://open.spotify.com/artist/7AViaGhODpwOzcsmigbnxA",2024-10-25,165893,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
FE!N (feat. Playboi Carti),https://open.spotify.com/track/42VsgItocQwOQC3XWZ8JNA,UTOPIA,https://open.spotify.com/album/18NOKLkZETa4sWwLMIm0UZ,"Travis Scott, Playboi Carti","https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY, https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD",2025-02-04,191700,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Feeling Good - Austin Millz Remix,https://open.spotify.com/track/5DQFUDNNpdu2l3ZyE8GHON,Feeling Good (Austin Millz Remix),https://open.spotify.com/album/0eTPfsYOTE2BTta03N3CM6,"Nina Simone, Austin Millz","https://open.spotify.com/artist/7G1GBhoKtEPnP86X2PvEYO, https://open.spotify.com/artist/43UmVQp9qZILibJ5vHq21k",2022-10-10,150789,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Fell In Love (2016),https://open.spotify.com/track/0Tj8jGisjOjBE74rJUlcah,Fell In Love (2016),https://open.spotify.com/album/0qNXBllDOLbmINeIE7qwNZ,NAV,https://open.spotify.com/artist/7rkW85dBwwrJtlHRDkJDAC,2024-05-24,177413,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
First Person Shooter (feat. J. Cole),https://open.spotify.com/track/7aqfrAY2p9BUSiupwk3svU,For All The Dogs,https://open.spotify.com/album/4czdORdCWP9umpbhFXK2fW,"Drake, J. Cole","https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4, https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5",2023-12-11,247444,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
FLY,https://open.spotify.com/track/5CJ3DQPUmrtI2lqRjPk4K6,FLY,https://open.spotify.com/album/1AnhQmNUPz24OM6YpG9WZX,"Quavo, Lenny Kravitz","https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5, https://open.spotify.com/artist/5gznATMVO85ZcLTkE9ULU7",2024-08-09,157173,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Fly Sh!t,https://open.spotify.com/track/3HbMXSKuTdKWChpvMIKhg5,Fly Sh!t,https://open.spotify.com/album/38tlAzTpYRs5lL14yBjLxj,Coi Leray,https://open.spotify.com/artist/6AMd49uBDJfhf30Ak2QR5s,2022-09-12,135133,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Forever,https://open.spotify.com/track/3qjKqmA2YeH0a8DRoKj8iy,Forever,https://open.spotify.com/album/4Z4vthIzd6pIKC396R5vSN,"Drake, Kanye West, Lil Wayne, Eminem","https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4, https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x, https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865, https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR",2025-02-19,357920,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Forward From Trini (feat. Skillibeng & Skeng),https://open.spotify.com/track/0llFq02Nqzra7ZRfSjBxan,Pink Friday 2,https://open.spotify.com/album/2bYCNZfxZrTUv1CHXkz2d2,"Nicki Minaj, Skillibeng, Skeng","https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh, https://open.spotify.com/artist/5FkUhnHQ0KC63549LHHtst, https://open.spotify.com/artist/4SGo67MJz6DdsjzaRZ4OD7",2023-12-12,153600,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Freestyle,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9,Too Hard,https://open.spotify.com/album/750APP0eKVlcgOxaZnBnVt,Lil Baby,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,2024-05-23,162053,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
From The D To The A (feat. Lil Yachty),https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,From The D To The A (feat. Lil Yachty),https://open.spotify.com/album/3YuHePPmc5VN4usLuIBT91,"Tee Grizzley, Lil Yachty","https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO, https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw",2025-02-28,158684,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
FTCU,https://open.spotify.com/track/1a73gcEg6h6Re6hHXoVltJ,Pink Friday 2,https://open.spotify.com/album/2bYCNZfxZrTUv1CHXkz2d2,Nicki Minaj,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,2024-01-08,172137,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
"FTCU (feat. Travis Scott, Chris Brown & Sexyy Red) - SLEEZEMIX",https://open.spotify.com/track/2oTFuT1tKLHlTJsnBSJJiN,FTCU (SLEEZEMIX),https://open.spotify.com/album/71bR0ikZ38YGg6RDwhYiU2,"Nicki Minaj, Travis Scott, Chris Brown, Sexyy Red","https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh, https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY, https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z, https://open.spotify.com/artist/3DbwFQlvLxRSi2uX8mf81A",2024-04-19,239667,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
fukumean,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS,a Gift & a Curse,https://open.spotify.com/album/5qmZefgh78fN3jsyPPlvuw,Gunna,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ,2023-12-11,125040,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Gas Pedal,https://open.spotify.com/track/1UMKquW1olreYO1LlLmTqi,Remember Me,https://open.spotify.com/album/5udw4f9l9vwuJVkrbRFy3j,"Sage The Gemini, Iamsu!","https://open.spotify.com/artist/6d47Z08T4snK50HgTEHo5Z, https://open.spotify.com/artist/2ZavqCJe7uqkRpISes0NFi",2025-02-05,208160,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Georgia Ways (with Teddy Swims & Luke Bryan),https://open.spotify.com/track/64YCRnMmAcj4982RtwNaag,Georgia Ways (with Teddy Swims & Luke Bryan),https://open.spotify.com/album/4MvWcgCB3dBfSgW8dctJ2h,"Quavo, Luke Bryan, Teddy Swims","https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5, https://open.spotify.com/artist/0BvkDsjIUla7X0k6CSWh1I, https://open.spotify.com/artist/33qOK5uJ8AR2xuQQAhHump",2024-12-06,168746,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Gimmie A Light,https://open.spotify.com/track/0n4nfjCluBECewuD3Z4Agq,Gimmie A Light,https://open.spotify.com/album/6mlqVMvvdPMNr0Ec6CJAV8,Ice Spice,https://open.spotify.com/artist/3LZZPxNDGDFVSIPqf4JuEf,2024-05-13,126153,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Giving Chanel,https://open.spotify.com/track/1wMxLpODBBQMC6CiIBIV8e,HEATHENISM,https://open.spotify.com/album/10OuYNhsZyIip13lZe6dzG,"Meek Mill, Future","https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc, https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i",2024-03-01,207567,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
GNARLY! (WITH ARMANI WHITE),https://open.spotify.com/track/19wJJ7XPv1IQ6tWZ6LktGu,GNARLY! (WITH ARMANI WHITE),https://open.spotify.com/album/47OW0oO4aSghC0y0ivflp5,"JELEEL!, Armani White","https://open.spotify.com/artist/1FX1BFU0DbHRYgKP83pA0d, https://open.spotify.com/artist/2qAwMsiIjTzlmfAkXKvhVA",2023-03-13,147695,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Go Hard,https://open.spotify.com/track/1IzJxbARcQrOWMZgPw1PNj,Go Hard,https://open.spotify.com/album/0lvoLgzBquqlIQyVnXD2Jo,Lil Baby,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,2023-05-08,217610,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Gorgeous (feat. Jhené Aiko),https://open.spotify.com/track/2TWWbIe4aWGbbPBduYewWB,Gorgeous (feat. Jhené Aiko),https://open.spotify.com/album/4i7qrK4UlqvfNnedt54DT0,"Snoop Dogg, Dr. Dre, Jhené Aiko","https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG, https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7, https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk",2024-11-01,176034,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
GRAMMY PARTY,https://open.spotify.com/track/3P7IwlmZ5HMZb9L2NIlJUR,GRAMMY PARTY,https://open.spotify.com/album/5aQudJscNXXYyKj8VQorfi,DaBaby,https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk,2024-03-01,110881,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Hawk Em,https://open.spotify.com/track/2ZRdQMMKtmPLdYp9aP5cK5,Meet The Woo,https://open.spotify.com/album/6d1vGZsr6Uy3h9IigBpPAf,Pop Smoke,https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj,2024-05-23,118800,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Heart Of The City (Ain't No Love),https://open.spotify.com/track/6gpZSI0xEMTzleBc5ykOVA,The Blueprint (Explicit Version),https://open.spotify.com/album/69CmkikTHkGKdkrUZTtyWl,JAY-Z,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,2024-05-23,223240,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Heaven Takes You Home (feat. Connie Constance),https://open.spotify.com/track/3nEHrvNNtgLv9rneTAYVr4,Paradise Again,https://open.spotify.com/album/2Dbe9L757CSQbhnbW5PVSH,"Swedish House Mafia, Connie Constance","https://open.spotify.com/artist/1h6Cn3P4NGzXbaXidqURXs, https://open.spotify.com/artist/4RB2kk5dmocmMiHFBlmOEt",2022-06-09,214071,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Hello,https://open.spotify.com/track/2k5cMN5C6DEzvumS13eiGQ,Hello,https://open.spotify.com/album/2PY1DxGDRf8s6a8rJMVQFK,Gia Woods,https://open.spotify.com/artist/6T56xtTEllGW17snjAZLNP,2022-06-09,127741,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Hello (feat. A Boogie Wit da Hoodie),https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi,Shoot For The Stars Aim For The Moon (Deluxe),https://open.spotify.com/album/2MDU46hcBn3u94s46BOSdv,"Pop Smoke, A Boogie Wit da Hoodie","https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj, https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I",2024-05-23,190534,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
HOLLON,https://open.spotify.com/track/4NHO97Z1GW3cGRer4fiE7f,Hollon,https://open.spotify.com/album/21lmM75p1hAslaBnuHAaJs,GloRilla,https://open.spotify.com/artist/2qoQgPAilErOKCwE2Y8wOG,2024-09-20,128858,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
HOPE,https://open.spotify.com/track/12cZWGf5ZgLcKubEW9mx5q,HOPE,https://open.spotify.com/album/3VYKlqWS3zOv1jli94RFKW,NF,https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz,2023-03-13,264473,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Hot Shit (feat. Ye & Lil Durk),https://open.spotify.com/track/3uJFmluXzYedoJcvhpC1AW,Hot Shit (feat. Ye & Lil Durk),https://open.spotify.com/album/2qTIltFPwJzsyssGeOwdRO,"Cardi B, Kanye West, Lil Durk","https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB, https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x, https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7",2022-07-04,211649,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
HOTEL LOBBY (Unc & Phew),https://open.spotify.com/track/0QNNd0qMCDbraS1nQPg3aA,HOTEL LOBBY (Unc & Phew),https://open.spotify.com/album/0zWZX428gMb9vSBUMRdDiy,"Quavo, Takeoff","https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5, https://open.spotify.com/artist/3EW0kQ1skZiK1NHg3Spt9J",2024-05-23,142657,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
HOTEL LOBBY (Unc & Phew),https://open.spotify.com/track/4vVjPTApwXZwB2H3mBq3ml,Only Built For Infinity Links,https://open.spotify.com/album/59hIIDzaPSH5O3QSz4zX0t,"Quavo, Takeoff","https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5, https://open.spotify.com/artist/3EW0kQ1skZiK1NHg3Spt9J",2023-12-11,142657,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Houdini,https://open.spotify.com/track/2HYFX63wP3otVIvopRS99Z,Houdini,https://open.spotify.com/album/6Xuu2z00jxRPZei4IJ9neK,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,2024-05-31,227239,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
How TF (with SleazyWorld Go),https://open.spotify.com/track/3iBv2gYJk2SJJbuEGnvlLm,How TF,https://open.spotify.com/album/7uFrgDWyKZZb4KHYORcqQt,"Big Boss Vette, SleazyWorld Go","https://open.spotify.com/artist/6fKiutMtRIcxi4zEau0BuI, https://open.spotify.com/artist/7FOQfJbC3e4GNoheojERnF",2022-09-06,182941,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
How We Do,https://open.spotify.com/track/4PmMVdIFpJTB9WQbmILf4p,The Documentary,https://open.spotify.com/album/4PrPbmm0gKvaD3rerOXFg8,"The Game, 50 Cent","https://open.spotify.com/artist/0NbfKEOTQCcwd6o7wSDOHI, https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh",2024-05-23,235533,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Humble Beast,https://open.spotify.com/track/1yGAmfQpKdSWjOUBfSuZRf,Humble Beast,https://open.spotify.com/album/2L2xc13qkyWmjtrnmsYbsJ,Reuben Vincent,https://open.spotify.com/artist/50sU8LMWPibBo24HD8EmvJ,2023-05-08,111000,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
HUMBLE.,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,DAMN.,https://open.spotify.com/album/4eLPsYPBmXABThSJ821sqY,Kendrick Lamar,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,2024-05-23,177000,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
HUMBLE. - SKRILLEX REMIX,https://open.spotify.com/track/65ES1qwOB577ZnTkizMXJJ,HUMBLE. (SKRILLEX REMIX),https://open.spotify.com/album/1X4aaOIXvs6gWtQZQpln4V,"Skrillex, Kendrick Lamar","https://open.spotify.com/artist/5he5w2lnU9x7JFhnwcekXX, https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg",2022-06-09,156800,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Hustlin',https://open.spotify.com/track/3hQCHzkE5oSA3F1xM8bpcM,Port Of Miami,https://open.spotify.com/album/42T8qfRs7jdpInsSk6nDJk,Rick Ross,https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a,2024-05-23,254093,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
I Don't Fuck With You,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA,Dark Sky Paradise,https://open.spotify.com/album/1j2x7FJXTgUT0X5hZ8TDXE,"Big Sean, E-40","https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh, https://open.spotify.com/artist/3crnzLy8R4lVwaigKEOz7V",2022-06-09,284386,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
I Don't Like,https://open.spotify.com/track/1h6kgem1ai8vUgO1rZOwfB,Finally Rich,https://open.spotify.com/album/2B4y3j02ho6XNF8BEzx3JF,"Chief Keef, Lil Reese","https://open.spotify.com/artist/15iVAtD3s3FsQR4w1v6M0P, https://open.spotify.com/artist/1bPxKZtCdjB1aj1csBJpdS",2025-02-28,293840,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Ima Boss (feat. Rick Ross),https://open.spotify.com/track/7sjwaBQ6M3aVigYfBjm1sL,"MMG Presents: Self Made, Vol. 1",https://open.spotify.com/album/1xE3Obhzdpw4aIqPDMf4I4,"Meek Mill, Rick Ross","https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc, https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a",2025-02-28,250240,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
In and Out,https://open.spotify.com/track/2oWaHVTGvuFk38iBRVRAaO,No Hooks,https://open.spotify.com/album/6cbmULrZWVHJ0G0P4DDWLb,Lud Foe,https://open.spotify.com/artist/0Cu32uCaqDJYQADOev92Et,2025-02-28,239349,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
