track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
CARNIVAL,https://open.spotify.com/track/3w0w2T288dec0mgeZZqoNN,VULTURES 1,https://open.spotify.com/album/30zwjSQEodaUXCn11nmiVF,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti","https://open.spotify.com/artist/4xPQFgDA5M2xa0ZGo5iIsv, https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x, https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq, https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI, https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD",2024-02-19,264324,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Catch a Kill,https://open.spotify.com/track/44jB1lbNsoPTYWoorkJPJH,FALLEN RAVEN,https://open.spotify.com/album/6qGHHcXVXUMaouCUCkK9Mn,Summrs,https://open.spotify.com/artist/5L15t6I0PQS9SBXbiklPEN,2024-05-23,126008,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Chills (LA Hills),https://open.spotify.com/track/2N5cFPLy0TIasTWkfT1hri,DRIVE,https://open.spotify.com/album/1Pl9ZGXwayXPg5qRVpYo74,"Tiësto, A Boogie Wit da Hoodie","https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z, https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I",2023-12-11,183652,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Christopher Walking,https://open.spotify.com/track/2IT0T0EqPaUxasjl2o8J2G,Meet The Woo 2,https://open.spotify.com/album/4MZnolldq7ciKKlbVDzLm5,Pop Smoke,https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj,2024-05-23,190680,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Closure (with Cash Cobain),https://open.spotify.com/track/0duV3Hxd1Y38zG8nkicIE8,Closure,https://open.spotify.com/album/7uUYUpxQ2IXEATVfuXOZul,"41, Kyle Richh, Cash Cobain","https://open.spotify.com/artist/0yknvLWQZxwsMjhUhwWZQ8, https://open.spotify.com/artist/0hF6lbAjRsq4svrQUr5sgU, https://open.spotify.com/artist/2R0CFyeMDiRbfkhkIMbyl1",2024-10-25,178345,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Codeine Cowboy (feat. Lil Yachty),https://open.spotify.com/track/1tF1sPrk9akJ6UOWY2GTkk,We All We Got,https://open.spotify.com/album/34lnCyV2yifNux7dsd1w0O,"Internet Money, Lil Yachty","https://open.spotify.com/artist/6MPCFvOQv5cIGfw3jODMF0, https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw",2024-05-23,101052,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Coming Home,https://open.spotify.com/track/2Tdx3WY6tStwtGzUpJJjnR,Coming Home,https://open.spotify.com/album/7uCJbAjUNki8L9qO5IGHE1,Remady,https://open.spotify.com/artist/3JxNeLgMuJI0DEmDt9dLzc,2023-05-25,155538,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Congratulations,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Stoney (Deluxe),https://open.spotify.com/album/5s0rmjP8XOPhP6HhqOhuyC,"Post Malone, Quavo","https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60, https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5",2022-06-09,220293,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Cooped Up (with Roddy Ricch),https://open.spotify.com/track/7DwcBgdzqhFJltEaV1XF81,Cooped Up,https://open.spotify.com/album/6sjdohc8ouX9jHxIyqi6mi,"Post Malone, Roddy Ricch","https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60, https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB",2022-06-09,185857,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Crazy,https://open.spotify.com/track/2b1MCbfwRZ1teOX1vSm4Xt,Crazy,https://open.spotify.com/album/2a8cs4ziDk29KUAdUhHwQB,Doechii,https://open.spotify.com/artist/4E2rKHVDssGJm2SCDOMMJB,2022-06-09,134116,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
"Crazy Story, Pt. 3",https://open.spotify.com/track/23TwR29GSeJBfXnXhmDlwR,"Grandson, Vol. 1",https://open.spotify.com/album/5BAggP8hO7VWDSTKkNGyCi,King Von,https://open.spotify.com/artist/6QtgPSJPSzcnn7dPZ4VINp,2025-02-28,191399,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Cuttin Up (feat. Saweetie),https://open.spotify.com/track/7D2d8Vaq1aWAmP1oR6maPH,Cuttin Up (feat. Saweetie),https://open.spotify.com/album/5sWMI4cUNbM26NrFPRymWD,"OHGEESY, Saweetie","https://open.spotify.com/artist/3ppQEG71r7jVpI8RudzycF, https://open.spotify.com/artist/6cK3NBO6uP7hh0oyuVELFl",2025-02-28,166956,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Dance Now (with Kenny Mason),https://open.spotify.com/track/6EqF11d0EPJwVynLXu3gvY,Dance Now (with Kenny Mason),https://open.spotify.com/album/5eROy9EU4485zbdxulTQ8U,"JID, Kenny Mason","https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7, https://open.spotify.com/artist/4mwdnO2jZrMmMVrjcHsZBv",2024-05-23,227555,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Dead or Alive,https://open.spotify.com/track/25iB3wmUOdPF4mj9lNjbtH,Dead or Alive,https://open.spotify.com/album/4g8No0TDtB80QveIDeUTjF,Lil Tecca,https://open.spotify.com/artist/4Ga1P7PMIsmqEZqhYZQgDo,2023-12-11,122487,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
DENIAL IS A RIVER,https://open.spotify.com/track/1eTaznNW4Xxtx9za2SMTXB,Alligator Bites Never Heal,https://open.spotify.com/album/60UzB8mOCMpc7xkuJE6Bwc,Doechii,https://open.spotify.com/artist/4E2rKHVDssGJm2SCDOMMJB,2025-01-06,159586,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Designer Thangs,https://open.spotify.com/track/2aAAL5aWoZqtFPCNCcIsrr,BANA,https://open.spotify.com/album/4f1KMJe0BpBHrPCaUbZ7sH,tana,https://open.spotify.com/artist/1xgl9yxqIVq8PEEMai38uV,2024-04-26,216000,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Detox,https://open.spotify.com/track/7fSM2taFBEB1WNZl8AOIoo,Detox,https://open.spotify.com/album/4y77zrDMRkZznufMBScSal,Lil Baby,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,2022-09-06,161636,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Did It First (with Central Cee),https://open.spotify.com/track/5dEcxWlWnxbcumVEddVCUC,Did It First (with Central Cee),https://open.spotify.com/album/7f1uY6RHAj9voSkbPyMlFm,"Ice Spice, Central Cee","https://open.spotify.com/artist/3LZZPxNDGDFVSIPqf4JuEf, https://open.spotify.com/artist/5H4yInM5zmHqpKIoMNAx4r",2024-07-12,118002,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Did It On’em,https://open.spotify.com/track/6Slt6WiWnriaqCb8xXb2ZT,Pink Friday,https://open.spotify.com/album/3LJhoYn4nnHmvPRO3ppbsl,Nicki Minaj,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,2025-02-21,212346,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Dior,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,Meet The Woo,https://open.spotify.com/album/6d1vGZsr6Uy3h9IigBpPAf,Pop Smoke,https://open.spotify.com/artist/0eDvMgVFoNV3TpwtrVCoTj,2024-05-23,216386,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
DNA.,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,DAMN.,https://open.spotify.com/album/4eLPsYPBmXABThSJ821sqY,Kendrick Lamar,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,2024-05-23,185946,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Do It Better (feat. Zoe Wees),https://open.spotify.com/track/1kwHrBWAlucOE57lWugotk,Do It Better (feat. Zoe Wees),https://open.spotify.com/album/5mqNZCRQAKtzzDyohUmBEU,"Felix Jaehn, Zoe Wees","https://open.spotify.com/artist/4bL2B6hmLlMWnUEZnorEtG, https://open.spotify.com/artist/03d2mJXSMtuPI0nIvLnhoS",2022-06-09,170045,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Do It To It,https://open.spotify.com/track/20on25jryn53hWghthWWW3,Do It To It,https://open.spotify.com/album/58cd90Jkrovggh556JPN9L,"ACRAZE, Cherish","https://open.spotify.com/artist/4pnp4w9g30yLfVIAFnZMRd, https://open.spotify.com/artist/1c70yCa8sRgIiQxl3HOEFo",2022-06-09,157890,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Don't Like.1,https://open.spotify.com/track/2rJvc7nSYWBKAuNUMx1Cr2,Kanye West Presents Good Music Cruel Summer,https://open.spotify.com/album/0bcOGgwJpwBjfFBTApoqSn,"Kanye West, Chief Keef, Pusha T, Big Sean, Jadakiss","https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x, https://open.spotify.com/artist/15iVAtD3s3FsQR4w1v6M0P, https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy, https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh, https://open.spotify.com/artist/5pnbUBPifNnlusY8kTBivi",2025-02-06,283653,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Don't Tell 'Em,https://open.spotify.com/track/0Dc7J9VPV4eOInoxUiZrsL,Late Nights: The Album,https://open.spotify.com/album/7DMyQuDPe8xzjC0UDSDa96,"Jeremih, YG","https://open.spotify.com/artist/3KV3p5EY4AvKxOlhGHORLg, https://open.spotify.com/artist/0A0FS04o6zMoto8OKPsDwY",2022-06-09,266840,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Doomsday (with Juice WRLD & Cordae),https://open.spotify.com/track/4UvkQecqZuZfQIJ2DZrZcR,All Is Yellow,https://open.spotify.com/album/4NGIX0BP6xxRaGh64hhJhe,"Lyrical Lemonade, Juice WRLD, Cordae","https://open.spotify.com/artist/3VrGfWE8YdYMK4ySpnE0ly, https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz, https://open.spotify.com/artist/0huGjMyP507tBCARyzSkrv",2024-01-31,150967,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Down In Atlanta,https://open.spotify.com/track/5unjCay0kUjuej5ebn4nS4,Down In Atlanta,https://open.spotify.com/album/3SxiMoJROq0kvfbQtd75xp,"Pharrell Williams, Travis Scott","https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8, https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY",2023-12-11,164041,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Dreams and Nightmares,https://open.spotify.com/track/0WON7GUPcug0IX0tVtMDMV,Dreams and Nightmares,https://open.spotify.com/album/0JeT6s9dkjm4ZjIe6g4QHr,Meek Mill,https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc,2025-02-10,230693,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Drip Too Hard (Lil Baby & Gunna),https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,Drip Harder,https://open.spotify.com/album/2yXnY2NiaZk9QiJJittS81,"Lil Baby, Gunna","https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK, https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ",2024-05-23,145542,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
"Dum, Dumb, and Dumber (with Young Thug & Future)",https://open.spotify.com/track/5GZ0currErGJhl0G0yxgRg,"Dum, Dumb, and Dumber (with Young Thug & Future)",https://open.spotify.com/album/4ycuXCWCg3MjM7GEnNCy3n,"Lil Baby, Young Thug, Future","https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK, https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn, https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i",2025-02-28,227400,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Edge of Seventeen,https://open.spotify.com/track/5IFSvSEeCAvvBEQ85poqKB,Edge of Seventeen,https://open.spotify.com/album/6oeEtPWpOfed7plMHI5qef,Wuki,https://open.spotify.com/artist/6Se1y4vDcu9fVHLqdj1N3q,2023-01-09,164042,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Enemy,https://open.spotify.com/track/5X3T8jHNIJSXviiDmiBdz0,Cinematic Songs (Vol. 6),https://open.spotify.com/album/5a2ea5hbnSiGjluplzuq0v,"Tommee Profitt, Beacon Light, Sam Tinnesz","https://open.spotify.com/artist/73jlPRxT7z5xk29sMqFDjU, https://open.spotify.com/artist/2qAgO1fmg936BPG08NvxPk, https://open.spotify.com/artist/70TsVY28EcEUYSGG5Yw7mp",2022-10-24,190200,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Enemy (with JID) - from the series Arcane League of Legends,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) [from the series Arcane League of Legends],https://open.spotify.com/album/1bTgKomQYSkKYPD9UI9W4b,"Imagine Dragons, JID, Arcane, League of Legends","https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q, https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7, https://open.spotify.com/artist/57nPqD7z62gDdq37US9XJR, https://open.spotify.com/artist/47mIJdHORyRerp4os813jD",2022-06-09,173381,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",https://open.spotify.com/track/16qyARqmuyJ6Dvb9LWa7AO,Carte Blanche (Deluxe),https://open.spotify.com/album/29bm24DTwhCunUSVYbtXFT,"DJ Snake, Sheck Wes, Offset, 21 Savage, Gucci Mane","https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4, https://open.spotify.com/artist/2RDOrhPqAM4jzTRCEb19qX, https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW, https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft, https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo",2022-06-09,248053,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
euphoria,https://open.spotify.com/track/77DRzu7ERs0TX3roZcre7Q,euphoria,https://open.spotify.com/album/32bR4LcEc1PvJEhaKoo4ZN,Kendrick Lamar,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,2024-05-03,383639,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz,KHALED KHALED,https://open.spotify.com/album/5kE2OAuUYGBqqzscqgBXXf,"DJ Khaled, Lil Baby, Lil Durk","https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP, https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK, https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7",2025-02-28,236524,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Everybody (feat. Lil Uzi Vert),https://open.spotify.com/track/5ZJGv7aGdIr9IGpxzSG18T,Pink Friday 2,https://open.spotify.com/album/2bYCNZfxZrTUv1CHXkz2d2,"Nicki Minaj, Lil Uzi Vert","https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh, https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz",2023-12-12,180869,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Evil,https://open.spotify.com/track/21LCotDEwR7R8qOnqPVzi9,The Death of Slim Shady (Coup De Grâce),https://open.spotify.com/album/3kjHLu1pL7tdY88GFwEkl6,Eminem,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,2024-07-12,230358,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",https://open.spotify.com/track/4X5f3vT8MRuXF68pfjNte5,LONG.LIVE.A$AP (Deluxe Version),https://open.spotify.com/album/6rzMufuu8sLkIizM4q9c7J,"A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar","https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca, https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4, https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp, https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg",2025-02-04,233786,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Family Matters,https://open.spotify.com/track/1wFFFzJ5EsKbBWZriAcubN,Family Matters,https://open.spotify.com/album/3qwCuSISrIUpyt6sB5edmQ,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,2024-05-07,456933,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Faneto,https://open.spotify.com/track/77mIZsgQxWaU5SCWh9S7ev,Faneto,https://open.spotify.com/album/5ya3RUJF6X2u37iM3jvsrF,Chief Keef,https://open.spotify.com/artist/15iVAtD3s3FsQR4w1v6M0P,2025-02-13,206654,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
Fast Lane,https://open.spotify.com/track/2c5Isyd07hWsl7AQia2Dig,Hell: The Sequel (Deluxe),https://open.spotify.com/album/5abCMGtyHwpOr9cEbwfP1P,Bad Meets Evil,https://open.spotify.com/artist/77IURH5NC56Jn09QHi76is,2024-05-23,249560,2022-06-10,"Hip Hop workout hits to get your mental right and blood pumping. Soundtrack your workout with heavy-hitting bangers from Kendrick Lamar, Offset, Travis Scott, Drake and more!  High Energy Rap | Hip Hop Workout | Rap Bangers | Rap Workout",Workout Bangers 💪 ULTIMATE GYM HIP-HOP
