track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Anywhere,https://open.spotify.com/track/1zxZ8lz2mJspMvRrEd9sWT,Anywhere,https://open.spotify.com/album/7sQOtKcwp36OEtA14XhoRS,Passenger,https://open.spotify.com/artist/0gadJ2b9A4SKsB1RFkBb66,2017-02-03,216200,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Backwoods Company,https://open.spotify.com/track/0FYGaO0LCfR3qUfeaZi9Ir,The Wild Feathers (Deluxe Version),https://open.spotify.com/album/2CJCzXS33sf7jcDNCNDRUv,The Wild Feathers,https://open.spotify.com/artist/5YENCIQVzziCFdoVWc26Bn,2017-02-03,185106,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Before I Met You,https://open.spotify.com/track/6YVVjHlhwIOFHyDPkxZe5g,Nights in Rodanthe (Original Motion Picture Soundtrack),https://open.spotify.com/album/3wS3606tX9rI8GfE5Ztrig,"Bob Zentz, Jeanne McDougall, Julie Garrish, Kevin Hardy","https://open.spotify.com/artist/0h5ym9DrDc0kZN1ZI0u7fE, https://open.spotify.com/artist/3iF365rKn6OYreZL7CO0nR, https://open.spotify.com/artist/1ALiwF9ksfTzxb5qs4PabA, https://open.spotify.com/artist/55UKZDPYQSPq05fohIP7gP",2017-02-03,132586,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Butterfly Kisses,https://open.spotify.com/track/1mwCSKK0YRDsgnj2VwyZSU,Simply Bob Carlisle,https://open.spotify.com/album/164ZlumFzgmF1ahd7gzyDn,Bob Carlisle,https://open.spotify.com/artist/4PJHDzdFoQcklrWU18QdsU,2017-02-03,340600,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Come Around to My House,https://open.spotify.com/track/2R5AhUKmRL4oimf7HWEdbu,Nights in Rodanthe (Original Motion Picture Soundtrack),https://open.spotify.com/album/3wS3606tX9rI8GfE5Ztrig,"Bob Zentz, Jeanne McDougall, Julie Garrish, Kevin Hardy","https://open.spotify.com/artist/0h5ym9DrDc0kZN1ZI0u7fE, https://open.spotify.com/artist/3iF365rKn6OYreZL7CO0nR, https://open.spotify.com/artist/1ALiwF9ksfTzxb5qs4PabA, https://open.spotify.com/artist/55UKZDPYQSPq05fohIP7gP",2017-02-03,87973,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Cry,https://open.spotify.com/track/1L3HwcCbgJ6lJEX11uibIJ,A Walk To Remember Music From The Motion Picture,https://open.spotify.com/album/0hdH7DpYGnTWmwV2UhYbKa,Mandy Moore,https://open.spotify.com/artist/2LJxr7Pt3JnP60eLxwbDOu,2017-02-03,223066,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Desire,https://open.spotify.com/track/2cSReP67LziR3PeYQ8Ehm2,Demolition,https://open.spotify.com/album/748GLnbrpsibJyQ5HvxV8q,Ryan Adams,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,2017-02-03,220680,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Down The Line,https://open.spotify.com/track/4an3xh5lEsvvMbt1c8k0hi,The Last Song,https://open.spotify.com/album/4LxtqUEjjoA3LvGEnyc7JN,José González,https://open.spotify.com/artist/6xrCU6zdcSTsG2hLrojpmI,2017-02-03,190813,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Each Coming Night,https://open.spotify.com/track/7Asx7oja1mCSek4Vo3CyVZ,The Last Song,https://open.spotify.com/album/4LxtqUEjjoA3LvGEnyc7JN,Iron & Wine,https://open.spotify.com/artist/4M5nCE77Qaxayuhp3fVn4V,2017-02-03,205893,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Go Your Own Way,https://open.spotify.com/track/7pUuYU19d0lep9WxNA9P9s,Safe Haven Original Motion Picture Soundtrack,https://open.spotify.com/album/6p7BYuiDnvViobTe62L3bC,Lissie,https://open.spotify.com/artist/3j4FHbC5zwmYGJ7r0ZgaMt,2017-02-03,212373,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Heart's Content - Strings Mix,https://open.spotify.com/track/0h7zQbN5rJ8lrh24EBjYmj,Safe Haven Original Motion Picture Soundtrack,https://open.spotify.com/album/6p7BYuiDnvViobTe62L3bC,Brandi Carlile,https://open.spotify.com/artist/2sG4zTOLvjKG1PSoOyf5Ej,2017-02-03,214453,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
How long does writing a song take?,https://open.spotify.com/track/3iynFJXBY7nkstKQ6M30oa,JD Eicher/Nicholas Sparks,https://open.spotify.com/album/00YgtA9RiirNQN1WXT8DcU,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,2017-02-03,34500,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
I Dare You To Move,https://open.spotify.com/track/0BNmwgF60iy0SfxgkDJvPW,A Walk To Remember Music From The Motion Picture,https://open.spotify.com/album/0hdH7DpYGnTWmwV2UhYbKa,Switchfoot,https://open.spotify.com/artist/6S58b0fr8TkWrEHOH4tRVu,2017-02-03,246800,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
I Did With You,https://open.spotify.com/track/5QxxDIviHoTJ9qHpaf0wMM,The Best Of Me (Original Motion Picture Soundtrack),https://open.spotify.com/album/7HeQDO9ZFTTGxklzkRRdT2,Lady A,https://open.spotify.com/artist/32WkQRZEVKSzVAAYqukAEA,2017-02-03,196520,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
I Did With You - From “The Best Of Me”,https://open.spotify.com/track/6X5qW6WXKAE5rTY774ZZc7,I Did With You (From “The Best Of Me”),https://open.spotify.com/album/7Ex6qD5R9fdjcK9G06C9ds,Lady A,https://open.spotify.com/artist/32WkQRZEVKSzVAAYqukAEA,2017-02-03,197093,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
I Hope You Find It,https://open.spotify.com/track/0xtatwcsyhPEiDXM1wYcg3,The Last Song,https://open.spotify.com/album/4LxtqUEjjoA3LvGEnyc7JN,Miley Cyrus,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,2017-02-03,235160,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
I'll Be Seeing You,https://open.spotify.com/track/1DaFA54AzvrXdf8FMeaBM7,The Commodore Master Takes,https://open.spotify.com/album/2yly1g7TZkKTT4xeZYPs05,Billie Holiday,https://open.spotify.com/artist/1YzCsTRb22dQkh9lghPIrp,2017-02-03,213333,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
I’ll Be Your Man (Song For A Daughter),https://open.spotify.com/track/2lmLsVcc7AadGTL2P7Lzqg,JEKYLL + HYDE,https://open.spotify.com/album/1xy141zMRluP7YaE94IawT,Zac Brown Band,https://open.spotify.com/artist/6yJCxee7QumYr820xdIsjo,2017-02-03,348893,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
Keep Your Head Up,https://open.spotify.com/track/1em9n2iRJN3g4sc1314V2W,Safe Haven Original Motion Picture Soundtrack,https://open.spotify.com/album/6p7BYuiDnvViobTe62L3bC,Ben Howard,https://open.spotify.com/artist/5schNIzWdI9gJ1QRK8SBnc,2017-02-03,262440,2021-12-21,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",Nicholas Sparks | Songs from the Soundtracks
