track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(Not) a Penny in My Pocket - Demo Version,https://open.spotify.com/track/4svDzNF6PuBs2ojcE8sS1f,Troubadour (Lost Recordings 1965-1991),https://open.spotify.com/album/1DkMIFEEetXsDc4Ao0X1Fc,Jimmy Campbell,https://open.spotify.com/artist/1lvD6UZjY7oyb02YqG1eNC,2024-05-16,154360,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
4 DEGREES,https://open.spotify.com/track/3IDQXyHYuX2rdLnNfVzT3g,HOPELESSNESS,https://open.spotify.com/album/6zrFK6ltxpZZ0HmMgfOwbw,ANOHNI,https://open.spotify.com/artist/6VJZYivuYJGCrPuOAnI7Qo,2024-10-22,231583,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
400 & 57,https://open.spotify.com/track/1KlSberDtUJKrXQsEujQr3,In Solarium,https://open.spotify.com/album/13ZC7qriL0nNYB04lK4CXB,Pia Fraus,https://open.spotify.com/artist/15cjYStG6SRmTS9d5wNVxT,2024-10-25,236640,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A Better Life Since,https://open.spotify.com/track/28EkO7bqzJ86Lqgbmuyv17,Constance,https://open.spotify.com/album/4w29IA02Wl4V54uD8bXbry,Southpacific,https://open.spotify.com/artist/5eeXcEsflXi3q0GiIw1mCL,2024-05-16,109533,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A Furrow Dub,https://open.spotify.com/track/5tauzxQXma1ic7aAnkEtWw,Boogiepop Phantom Original Soundtrack,https://open.spotify.com/album/58m4Xt0j6oYFLeG81GmEd6,sugar plant,https://open.spotify.com/artist/0KrBZKq6kpcv9N0vBesN8o,2024-07-29,362226,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
"A Highway Got Paved Over My Future, I Drive It Getting to School",https://open.spotify.com/track/5wJzxnpc4uIT7cG7fNkNwW,Just Got Back from the Discomfort We're Alright,https://open.spotify.com/album/3jLrWEYpwKnptkzEXAyT66,Brave Little Abacus,https://open.spotify.com/artist/23prE3lyFVVNVGMV5jADsp,2024-05-30,154719,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A Summer Long Since Passed,https://open.spotify.com/track/0OPAfFVbyXiGJTHsXqrC7o,80s Deep Dive,https://open.spotify.com/album/1MFWguVP2tNTVncqcZhZiK,Virginia Astley,https://open.spotify.com/artist/0Cc6v6tsUT1FktqPQYXME3,2024-01-05,277160,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A Tune for Us,https://open.spotify.com/track/0gzXpTuibWmqWAlMyVyr36,A Tune for Us,https://open.spotify.com/album/4sGbeN9xMT4O6mUDOSln27,DjRUM,https://open.spotify.com/artist/4HwlolvniI44ETSg5tajeZ,2025-01-25,353212,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A Way To Survive,https://open.spotify.com/track/5v6mIa5qIQuPspYkEIjW9g,The Slow-Motion World Of Snowpony,https://open.spotify.com/album/16DhidWzZeHn2xdCAGJF0S,Snowpony,https://open.spotify.com/artist/6zeIzXom65EtpRZJgGLHZj,2024-11-25,266626,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A Whole New Shape,https://open.spotify.com/track/0TTyYV1dQAcB5uDH9VJKbQ,Weird Little Birthday,https://open.spotify.com/album/64hZe9D1dLyyq0s3NLBfsB,Happyness,https://open.spotify.com/artist/4nddgNqdf0SFeeqhbDN6rN,2024-06-23,205752,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A/B,https://open.spotify.com/track/6XSxFVLPizXBjvRj1LSLMa,A/B,https://open.spotify.com/album/6KSS1RgmJO0eqNglGiLrhU,Fine,https://open.spotify.com/artist/2356dfnXmbn9pH0xE2sYQ5,2024-04-25,297470,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
A/B - 2023 Remaster,https://open.spotify.com/track/3a62IVw5rTTmcjQrvTT89M,Neurovision (Remastered),https://open.spotify.com/album/1TJQmSZTMlHRTxmUlBt0Ck,Telex,https://open.spotify.com/artist/6PzO2zYVuLxLwhZJfnP1Wj,2024-11-14,220835,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Aaron & Maria,https://open.spotify.com/track/2Uis5SlTxVJGLii6QYlHl1,Know By Heart,https://open.spotify.com/album/1l1uLro07bvHaIFYs4uibG,The American Analog Set,https://open.spotify.com/artist/376EkILFaF7BFBHr9Rzn7A,2024-04-12,190200,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Above Your Head,https://open.spotify.com/track/3gMbaUdsgtdM0TX24Pdy5W,In The Double,https://open.spotify.com/album/6ArXQJGo5C2UbKEM2hbqEb,Memory Of Jane,https://open.spotify.com/artist/4sU782GTDIMkKacoc4EuxM,2024-09-18,163568,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Abstract Of Expression,https://open.spotify.com/track/779isqr6HQU4eGWvL8Lt59,Fidelity,https://open.spotify.com/album/05V4gFM4ZIkotmDJxAGLl9,The Durutti Column,https://open.spotify.com/artist/7fh7bwX9qV60tLxxsp9bTe,2025-01-11,440933,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
After the Farmer's Wife,https://open.spotify.com/track/3IAnFuQUscnMQdCwz0HS81,Hitch Your Wagon to a Star,https://open.spotify.com/album/5UpLbFxtP5aWQhIfKZlvSQ,Benny Benji,https://open.spotify.com/artist/31Fp7TWqvWz0fnyCvOEfZP,2024-03-20,91525,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Against All Odds (Take a Look at Me Now) - 2016 Remaster,https://open.spotify.com/track/63CHa6rmamv9OsehkRD8oz,The Singles (Expanded),https://open.spotify.com/album/7yZHLfxqiGPbSQLrVJljah,Phil Collins,https://open.spotify.com/artist/4lxfqrEsLX6N1N4OCSkILp,2024-03-26,206360,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
AIR BY BUS,https://open.spotify.com/track/1xiVKpE9xkNLCjQS9EttM8,DOOPEE TIME,https://open.spotify.com/album/4ZrrsbXBe0byye7R0Spx1x,DOOPEES,https://open.spotify.com/artist/6S7MhIZberHR1iHRE6obUf,2024-01-31,90400,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Alagoas,https://open.spotify.com/track/0eXS5ijxTdz78D630arGBJ,Djavan,https://open.spotify.com/album/72O5JvUfLI71iSMqaOdNAY,Djavan,https://open.spotify.com/artist/5rrmaoBXZ7Jcs4Qb77j0YA,2024-07-12,230773,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Alesis,https://open.spotify.com/track/4u7vj352S98d9iA7ac1EVG,Two Star & The Dream Police,https://open.spotify.com/album/6DlLdXBGCsSDPOV8R2pCl7,Mk.gee,https://open.spotify.com/artist/7tr9pbgNEKtG0GQTKe08Tz,2024-02-20,198295,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
All I Want for Now,https://open.spotify.com/track/78xtCgOIMJxAsW2HCz5Oh3,Dizzy Strange Summer,https://open.spotify.com/album/2Zkl4c8OsEeJWEKyCeKQCv,Genevieve Artadi,https://open.spotify.com/artist/4FGpdN4lqGwjrFx9f2E1RI,2024-01-24,168000,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
All the Same,https://open.spotify.com/track/22Bbrkre9bk8B0DUe9J4Lc,The Long Arm of Coincidence,https://open.spotify.com/album/4BajPb9IW0qmQh2uM5pXDZ,Jessamine,https://open.spotify.com/artist/25X66pFr8eorCjpasQ2biG,2024-11-25,399266,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Alone Again Or - 2015 Remaster,https://open.spotify.com/track/1XuccRABkfUVB4FjSVhjL1,Forever Changes (2015 Remaster),https://open.spotify.com/album/2amHBpP8C0EUy6yBNy6nN6,Love,https://open.spotify.com/artist/3Q6OOkfssqoMSTtl11J5Uk,2024-01-13,197274,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Alonzo,https://open.spotify.com/track/1xpGsiXL52FHxR6jCr8gzL,This Time,https://open.spotify.com/album/4UsDilRDkv7adgos4EJlF6,Al Jarreau,https://open.spotify.com/artist/3YR92OLKlvkK5oKNekSqXe,2024-12-06,326600,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Amanogawa,https://open.spotify.com/track/2BnVjXTKGlDgBw6QMWuXOw,Image 1983 - 1998,https://open.spotify.com/album/1VOLtARcWRJTQHf0NJJG4v,Susumu Yokota,https://open.spotify.com/artist/3ND5NWoKzlelYDDyWqSQpQ,2025-01-21,192000,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Amponsah,https://open.spotify.com/track/3QXQ4J0akuPQjXS8SRpOrd,Ebo Taylor,https://open.spotify.com/album/3fS88YBSilKVWgbZ4BksxS,Ebo Taylor,https://open.spotify.com/artist/2gR0iQTVBPHDKiNn1Kq8HI,2024-05-16,257293,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Amy,https://open.spotify.com/track/5FOqsNZyuYIw13eZtNeKwN,Some Kind Of Heaven,https://open.spotify.com/album/6SSGkBbWRgwGTOteOz2HXM,knitting,https://open.spotify.com/artist/2eRDm8pl8MFrZv1gsfqUtj,2024-09-28,160066,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Anemometer,https://open.spotify.com/track/19jvdt6NQVFQNwGpS300LJ,Hoshi No Koe,https://open.spotify.com/album/6ZEv1wpEkZcjUO1UL9TLtb,Nobukazu Takemura,https://open.spotify.com/artist/1iXLUp5POcP8TLvg3p2ze9,2024-10-11,764666,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Angel Style,https://open.spotify.com/track/1Wtl3WGuBQNghBQGajv87L,Mirage,https://open.spotify.com/album/7uk0LH3pI5mDgFBiwbyLvO,Hooky,https://open.spotify.com/artist/17eGQ5SRFwIv2c8FsrQf8f,2024-02-27,118208,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Angelina,https://open.spotify.com/track/7Fk3gWCAAJzfre2cdN8GPY,South Philly,https://open.spotify.com/album/2xCZnfK3KsYxXpRag9EqmX,Daryl Hall & John Oates,https://open.spotify.com/artist/77tT1kLj6mCWtFNqiOmP9H,2024-09-07,154000,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Anorak,https://open.spotify.com/track/4PLYD3XqOL4Wp8HtEQySFn,Modern Meta Physic,https://open.spotify.com/album/6pwbRbZ8bOflLkA0lK2dFN,Peel Dream Magazine,https://open.spotify.com/artist/0Un1afF0WG8Eh94e1NqOEd,2024-01-31,151726,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Apple,https://open.spotify.com/track/19RybK6XDbAVpcdxSbZL1o,BRAT,https://open.spotify.com/album/2lIZef4lzdvZkiiCzvPKj7,Charli xcx,https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5,2024-06-14,151739,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Are You Lonesome Like Me?,https://open.spotify.com/track/7eXefSw0omrWAzAj9bPHdg,Livin' Love,https://open.spotify.com/album/0k5SeppJRa4SbJnaISfFqf,The Feminine Complex,https://open.spotify.com/artist/01KjnhCy6NazKcRifV68Mm,2024-04-25,172322,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Are You Really on Drugs?,https://open.spotify.com/track/0vRdw4Dn862ci4NjJutQI6,Mister Pop,https://open.spotify.com/album/1fdN6BFzynfexqrwsHz5g9,The Clean,https://open.spotify.com/artist/6LRmgzRManplPQghd2BMqz,2024-12-27,166653,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Art Lovers,https://open.spotify.com/track/2t1432gcPePXsmsZcEc2mp,World According To,https://open.spotify.com/album/0x33VyrEp3C2ZRFAgt8bWB,W.A.T.,https://open.spotify.com/artist/3aruDbfcpaxFOtuEgrQoWz,2025-02-23,297581,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Asante Kwa Wazazi,https://open.spotify.com/track/6Zaqb7DJnPFrnkSukMmPWM,Sengula Nakupenda,https://open.spotify.com/album/7HYKaE9lKDRvTfaMPePJkF,Marehemu George Mukabi,https://open.spotify.com/artist/5Tv7EcBYZgPCHZrcX4GNBQ,2024-07-26,170919,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Auntie's Lock/Infinitum,https://open.spotify.com/track/08mLKO1adBkvaaJyCsEahC,Los Angeles,https://open.spotify.com/album/0q8xcjDnjM60zXr8UdSDfu,"Flying Lotus, Laura Darlington","https://open.spotify.com/artist/29XOeO6KIWxGthejQqn793, https://open.spotify.com/artist/67OokTsDsLUvJI6oIxCigq",2024-09-07,164626,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
B,https://open.spotify.com/track/7t1FUkqJRdQdNrkjwfhq2H,These Are Not Fall Colors,https://open.spotify.com/album/3Is1zxmfs8xXPL8QnB27kd,Lync,https://open.spotify.com/artist/31fnC8wbw2ZBITgOp6KKoY,2024-10-24,270813,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Baby Lef Marah,https://open.spotify.com/track/0amK3uqJKw5AJ9CgeJArTz,The Sounds of S.E. Rogie,https://open.spotify.com/album/1Ovz1OhylAnhQ2kLf65obf,S.E. Rogie,https://open.spotify.com/artist/1W8vgcN29v8ChWmlpZQ3Ai,2024-06-25,190172,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Bad Energy,https://open.spotify.com/track/4Yey0xw2PmrLzize5wvU1T,A Million Easy Payments,https://open.spotify.com/album/7lC9Sa2mC5mM3VXhWgf2J5,Little Kid,https://open.spotify.com/artist/3GLx1rqsRp2jtViyRo3Qvz,2024-03-12,449989,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Beginning,https://open.spotify.com/track/3ySR4omemna2bEDRSen2nr,The Return of The Durutti Column,https://open.spotify.com/album/6ANCHHVpcvjCqQFUDUvDOW,The Durutti Column,https://open.spotify.com/artist/7fh7bwX9qV60tLxxsp9bTe,2024-05-16,99306,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Bell Buoy,https://open.spotify.com/track/06Ff1LSvn5WUw2EHPMSzcg,Songbook,https://open.spotify.com/album/54LKAKGckAwMNo64tN5LO7,Nobukazu Takemura,https://open.spotify.com/artist/1iXLUp5POcP8TLvg3p2ze9,2024-03-09,256360,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
BERETTA,https://open.spotify.com/track/5oFigb8ql8JTtowM87T979,BERETTA,https://open.spotify.com/album/2sVOyyz06t2dGyWMzCYgS2,"454, Pig the Gemini","https://open.spotify.com/artist/29fUSOyH1ufr9HZbErHpc4, https://open.spotify.com/artist/5jcH3zjAdfg5RZWu8dXjGd",2024-10-17,162546,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Bird Sanctuary,https://open.spotify.com/track/1Ymtftt6QMLElD15yVmTQO,Bird Sanctuary,https://open.spotify.com/album/0eFo49QMBP8QcNuLv1XwPN,22º Halo,https://open.spotify.com/artist/6p355yiyJc67iSNeWLM8WH,2024-05-20,132580,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Bizarre Love Triangle - Remastered,https://open.spotify.com/track/3AJ7w7Un7IIMyRJ6PJ2pOJ,Blue Suburban Skies (1987 Remastered),https://open.spotify.com/album/55mptKYNpfe7yjIdAlXK2H,Even As We Speak,https://open.spotify.com/artist/76TkEBFTqaVNF4KWwaQudW,2024-08-05,122753,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
black wings,https://open.spotify.com/track/2VVIzZiJg5Rhnf4wd657lZ,no world,https://open.spotify.com/album/3L9G1Kr79hownXU72x18xr,Inc.,https://open.spotify.com/artist/5VcFQLT1y2Rje5zoiWKC2w,2024-04-13,245360,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
Blank Time,https://open.spotify.com/track/1aXDrYTE5igJKUygBgrPWN,Paradise,https://open.spotify.com/album/1EBcd6IpMnfXVOpTOG4fO2,Wishy,https://open.spotify.com/artist/1TkiNxDsrc0PgIWBrATCbe,2024-03-22,237480,2024-02-12,what i&#x27;m listening to: jan-feb 2025 (previous playlists archived on my profile),something new
