track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
A Case of You,https://open.spotify.com/track/7shVwhUdVbHpykOfbzvDc1,Blue,https://open.spotify.com/album/1vz94WpXDVYIEGja8cjFNa,Joni Mitchell,https://open.spotify.com/artist/5hW4L92KnC6dX9t7tYM4Ve,2016-03-07,263480,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
A Little Bit Stronger,https://open.spotify.com/track/5FIp4LrsffxiHLhmmpCbCx,Stronger,https://open.spotify.com/album/03WjhytqhNAvfJI5DeNZUO,Sara Evans,https://open.spotify.com/artist/7qvsLYsYP0MHD7jkdv6DAG,2016-03-07,301986,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
Agridulce,https://open.spotify.com/track/3XwohiRBqQiJnIi7IjUlNI,Te Odio los Sábados,https://open.spotify.com/album/7jpKThSWL5YlrIy2GtCxE5,Raquel Sofía,https://open.spotify.com/artist/0J9JLJmiTXJFvvyHS3Qzn4,2016-03-07,211934,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
All of Me,https://open.spotify.com/track/79fXdfpOPGaXO1gfdq2onl,Billie Holiday Love Songs,https://open.spotify.com/album/3MXpFQDq1cTE4WfGZDAsY4,Billie Holiday,https://open.spotify.com/artist/1YzCsTRb22dQkh9lghPIrp,2016-03-07,181826,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
Alo Lee - Women in Music Intro,https://open.spotify.com/track/1LIt6isylvzU8xurH9SzS9,Women's History Month 2016,https://open.spotify.com/album/21SsViFktYlsThiZc0DP1R,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,2016-03-07,5976,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
Alo Lee on TĀLĀ & Banks,https://open.spotify.com/track/4LPf2jCG9Z3valiLbVdtdE,Women's History Month 2016,https://open.spotify.com/album/21SsViFktYlsThiZc0DP1R,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,2016-03-07,38261,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
Amy Grant on Carole King,https://open.spotify.com/track/4mC56d4QxYosEPUEo5mFJT,Women in Music 2016,https://open.spotify.com/album/2T7TgderJjXYr1htHBmGiK,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,2016-03-09,65250,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
Answer,https://open.spotify.com/track/5vnJrtKeyZNMDJx8E4JFXH,Answer,https://open.spotify.com/album/4uLwKrzkKPTEX0A6BYQmT9,Connie Constance,https://open.spotify.com/artist/4RB2kk5dmocmMiHFBlmOEt,2016-03-07,200038,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
Anthracite Fields: IV. Flowers,https://open.spotify.com/track/6zyRNdOZbIX9U2LszJf8mq,Julia Wolfe: Anthracite Fields,https://open.spotify.com/album/3IQeodV04d0ZD2gIf2PGgB,"Julia Wolfe, Choir of Trinity Wall Street, Bang On A Can All-Stars, Julian Wachner","https://open.spotify.com/artist/5uEap55hXon4eBDyIlYtQg, https://open.spotify.com/artist/1KBoKfkaxjSKZsmD9XCg3B, https://open.spotify.com/artist/7oWIf1AfunefF3puPqzTkQ, https://open.spotify.com/artist/6oDNIDquJobyWKLDZ9rYEH",2016-03-07,398493,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
Ashley Monroe on Dolly Parton,https://open.spotify.com/track/3gSP3wVC034l0m3cY8EHHl,Women in Music - 2015 Stories,https://open.spotify.com/album/42xVRS4aI6UCuMfkwkZ9ne,Various Artists,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,2016-03-07,60055,2021-12-21,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",Women in Music | Stories & Songs
