track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Abba,https://open.spotify.com/track/4Ejsyyvh7Mg83aRNP5fM5X,Restore,https://open.spotify.com/album/2Upq0VFnL6M6Q9UlyN8bCx,"Ryan Ofei, Ahjah","https://open.spotify.com/artist/1pQ5oAMGcFhkkuLqGJQUCd, https://open.spotify.com/artist/0xJrfsF6PijLyi2HaSl8hX",2024-08-07,133500,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
Abide,https://open.spotify.com/track/0ROKUuRzVCRKWzFvraIqQO,Abide,https://open.spotify.com/album/3OuuZ5bYvEE3w3SdtSVj3c,Rachel Caldwell,https://open.spotify.com/artist/1vLfMJbXOaVub3I1JIRcpZ,2024-11-14,327916,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
Abigail,https://open.spotify.com/track/2By8q8TYMDC8Gn9Sq6pMcr,Abigail,https://open.spotify.com/album/4DNu0wC77w5RejrFWvUfv9,Wild Harbors,https://open.spotify.com/artist/4cBdaEPEMs4Wp3H3ahLwYQ,2021-02-12,259026,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
About Time,https://open.spotify.com/track/2YuymJLdWWcSTlfDhWEzca,About Time,https://open.spotify.com/album/6T1c0QhGkYDGiuL7SPsdxS,Jordan Richard,https://open.spotify.com/artist/4tsHHKIYe1DejnJF9a1xDZ,2025-01-15,170880,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
Above the Waters (Sobre las aguas),https://open.spotify.com/track/5KumIKD36jrbjWg69V4kXZ,Above the Waters (Sobre las aguas),https://open.spotify.com/album/0zRVxU5bsx9Jtiz42iXDOv,"Jeff Mojica, Marizu","https://open.spotify.com/artist/1LGZGN1qiHt1HtNHJ0nGBg, https://open.spotify.com/artist/4rwolwLHj97rPwbhyNSeU9",2025-02-26,153818,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
afterlife,https://open.spotify.com/track/7AV9yWPagSV79bXvPkM1BW,afterlife,https://open.spotify.com/album/7cIBQiFoURO2IcD2jl5eml,sun haze,https://open.spotify.com/artist/2fm6kygt9BS4un4NcXC5E2,2024-10-25,248000,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
Again and Again,https://open.spotify.com/track/2VtvyiPReTN9c7l7co6a0X,Again and Again,https://open.spotify.com/album/2uH0NJYjekprSAWHx4IvQR,Lion of Judah,https://open.spotify.com/artist/5xMljsTgyAQODxCMD7K2zH,2021-02-12,195842,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
Agua,https://open.spotify.com/track/2Ir8iLxpUI0IyBUelCfCWG,Agua,https://open.spotify.com/album/4wtEnhog1bDKNTpxIxc2mz,Jennifer Hurtado,https://open.spotify.com/artist/4F1wRYU0CoLIhLMjdmoEXx,2024-08-07,286586,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
Ahora y Siempre,https://open.spotify.com/track/6zmsPguz1U9X3lxkYYsVQO,Ahora y Siempre,https://open.spotify.com/album/1TM60j0IBdBzqDjprT9rgp,"Yelitza Cintron, revoestereo","https://open.spotify.com/artist/22XIzHmwPvEbKCT1dnLMt8, https://open.spotify.com/artist/4mz7SgPW11L0nUw2JyRa0J",2025-02-12,243187,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
Ain't That Like Jesus,https://open.spotify.com/track/4RsTn2PQpfuAnSa0nxHD8h,Ain't That Like Jesus - EP,https://open.spotify.com/album/6D34uJuNT6C3ncmRjvcbPS,"Chris Ekiss, David Leonard","https://open.spotify.com/artist/0ogIYYp8HZ4OA6g6L0DSty, https://open.spotify.com/artist/2r9qoFx4EhGP8RYFQ4eMIE",2024-07-05,221989,2021-12-28,The best new music from independent faith-based artists every Wednesday! Cover: CéJae | Artwork: Laina Deene,Fresh Finds Faith
