track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
#1 Freak (feat. Ty Dolla $ign),https://open.spotify.com/track/0tgAhrvNPhSyMZR0wWbv6Z,Feed Tha Streets III,https://open.spotify.com/album/2ZiBfBw770CJC0f4SI1Tji,"Roddy Ricch, Ty Dolla $ign","https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB, https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq",2022-11-18,169005,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dance The Night - From Barbie The Album,https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA,Dance The Night (From Barbie The Album),https://open.spotify.com/album/5cH7FqB7JD5q1tJXJ7FHYu,Dua Lipa,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we,2023-06-07,176579,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dancing With The Devil,https://open.spotify.com/track/5PVSKhsZuIDwPzYzHtt1wW,Dancing With The Devil,https://open.spotify.com/album/4S6cOtQhoyXmnz8rh5M2AE,Sam Austins,https://open.spotify.com/artist/0zmnfFQX8LWVVZyRPHRx1V,2022-11-18,175916,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dark Side Of Summer,https://open.spotify.com/track/78p8H8i51rv0xTdvdJcNCW,Newcomer,https://open.spotify.com/album/1sXxuN4YB7Fisgjmp96l9k,Harper Finn,https://open.spotify.com/artist/3CUxThJ21i78mhH1FfH55u,2022-07-29,172173,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
DAWG (feat. Gucci Mane),https://open.spotify.com/track/6kzvz5nAQ03KtY4rUkhMq0,DAWG (feat. Gucci Mane),https://open.spotify.com/album/7IYyAKH9zFAieLuUKtKBmn,"Mac Critter, Gucci Mane","https://open.spotify.com/artist/7JmGgf8Bb6u8Di8AO1sCne, https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo",2022-11-18,176095,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dead End Road (From Twisters: The Album),https://open.spotify.com/track/39aAZlxQg4JM9g00kec16w,Dead End Road (From Twisters: The Album),https://open.spotify.com/album/4FLzGf4XrpOZyGajzf9oYF,Jelly Roll,https://open.spotify.com/artist/19k8AgwwTSxeaxkOuCQEJs,2024-07-23,152133,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Deadline,https://open.spotify.com/track/3sZvj4hjfi9q1uZUNZF09h,Deadline,https://open.spotify.com/album/5tr18jhOtsenFfXXq6YtTN,Maddy Hicks,https://open.spotify.com/artist/0wKl6457qdsk7WxnqOeeFJ,2023-01-27,171696,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
DEATH,https://open.spotify.com/track/3PzeZR8CqtwXmSn5AVao7J,DEATH,https://open.spotify.com/album/5mMLgQvV17UcyM5yY3MrAv,Melanie Martinez,https://open.spotify.com/artist/63yrD80RY3RNEM2YDpUpO8,2023-04-10,306655,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Deep End (feat. Lil Skies),https://open.spotify.com/track/0Ls2AaWYmU2LRzWAmFdlkc,Deep End (feat. Lil Skies),https://open.spotify.com/album/3E8eOi78N03MllCrjGGcVz,"Bankrol Hayden, Lil Skies","https://open.spotify.com/artist/0Yr4BBpK2dkCp2UsrJ9LZN, https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo",2022-07-15,131538,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
deep in the woods,https://open.spotify.com/track/7ayHmrEXPuiglJ1pYlko8h,deep in the woods,https://open.spotify.com/album/6p1H52i4HyDOrdrBUF0uI4,Hayley Kiyoko,https://open.spotify.com/artist/3LjhVl7GzYsza1biQjTpaN,2022-07-08,189898,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Demand My Respect,https://open.spotify.com/track/5EbLS4q2S21ROWsI1XcMZX,Kutthroat Bill: Vol. 1,https://open.spotify.com/album/3QA68hsAUFPxoys8NGNtjs,Kodak Black,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7,2022-10-28,152797,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Designer,https://open.spotify.com/track/41aABK6UlttIeeGplvwW5t,Designer,https://open.spotify.com/album/1yqFXiexBb1qKUsmI8X64l,Balu Brigada,https://open.spotify.com/artist/6O9vGMmTwzihULICPCsNf2,2023-05-05,190933,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Desperation,https://open.spotify.com/track/1dFwtLMS2qCwQB7jQ8xWbA,Last Night In The Bittersweet,https://open.spotify.com/album/0dp4Cl0ZqJYJJXIeH6dH1x,Paolo Nutini,https://open.spotify.com/artist/7x5rK9BClDQ8wmCkYAGsQp,2022-07-08,215024,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Did Me Wrong,https://open.spotify.com/track/2hkcNrUwTVwKqjfUO1Kx3d,B4 BOA,https://open.spotify.com/album/5QDOKezJwT63L54s17jMgw,A Boogie Wit da Hoodie,https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I,2024-03-05,177893,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
different man,https://open.spotify.com/track/5lXFIiJHCob4ZCglKiO403,different man,https://open.spotify.com/album/1z2NyaXDdB5fbQoWjsfN26,Daniel Leggs,https://open.spotify.com/artist/39csiig8WOh2SMguk2nuL5,2022-08-26,221333,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dissin the Dead,https://open.spotify.com/track/5EeFkn825wcD3q2Tkk2vCu,Dissin the Dead,https://open.spotify.com/album/4ls5UaYdO6EZHiry7sr8Po,Gucci Mane,https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo,2022-07-29,228922,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dissolve,https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR,Thousand Peaces,https://open.spotify.com/album/79mdn7airf7jJw1dhV1PCI,"Absofacto, NITESHIFT","https://open.spotify.com/artist/7gAYvcQFmAruyvwGjxrSUr, https://open.spotify.com/artist/31aY8MVhn7ZKrobYTLssax",2022-11-11,224660,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Do It Right,https://open.spotify.com/track/4ZevD501qZiFK7FY8DFn0V,Do It Right,https://open.spotify.com/album/6v0yp2gWW4rFao7LtIA8RR,Don Toliver,https://open.spotify.com/artist/4Gso3d4CscCijv0lmajZWs,2022-11-18,174474,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Don't Cut Your Hair,https://open.spotify.com/track/4afcRSxkvKPlZDoBRwTuv7,Don't Cut Your Hair,https://open.spotify.com/album/4AesOaNA7EgCBV8pIbBa01,Baby Fisher,https://open.spotify.com/artist/0xyKLUHH6HXyMAgsDQgVsA,2023-03-10,141660,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Don't Give Up On Me - KC Lights Remix,https://open.spotify.com/track/0FMb7To6Aiv4ZIS0NSMa2d,Don't Give Up On Me (KC Lights Remix),https://open.spotify.com/album/18msZzBRM22GEoDcHYZ7eF,"Crooked Colours, KC Lights","https://open.spotify.com/artist/0aA1GTrIMutjIh4GlPPUVN, https://open.spotify.com/artist/0bUZrFj7rstq07E4iAJHgZ",2022-12-16,166492,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Don't Leave Me Lonely (feat. Elley Duhé) [Felix Jaehn Happy Rave Mix],https://open.spotify.com/track/4tvEEOn0swSHPHOifOb8x4,Don't Leave Me Lonely (feat. Elley Duhé) [Felix Jaehn Happy Rave Mix],https://open.spotify.com/album/5M3YqVjk1HX7crUZMQwg9O,"Clean Bandit, Elley Duhé, Felix Jaehn","https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM, https://open.spotify.com/artist/67MNhiAICFY6Pwc2YxCO0K, https://open.spotify.com/artist/4bL2B6hmLlMWnUEZnorEtG",2022-12-16,188571,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Don't Stay Too Long,https://open.spotify.com/track/6lxyJqgQwCO1HtOcy90vFj,When It's Too Good,https://open.spotify.com/album/48NnCIQkK1iJkYxEbHF3f0,BENNETT,https://open.spotify.com/artist/5kI5USw1eQqhK4h3uebeLk,2022-07-08,193233,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
DON'T THEY (REMIX) [feat. Normani],https://open.spotify.com/track/0wsuyAzXCHi2zkGz6xBf9h,DISC TWO,https://open.spotify.com/album/4oLifZ7YzWlekv5sfcqmPp,"Josh Levi, Normani","https://open.spotify.com/artist/6NvsNA4Ea62yJh7ePTS8gz, https://open.spotify.com/artist/2cWZOOzeOm4WmBJRnD5R7I",2022-06-10,197973,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Don’t Be A Hero,https://open.spotify.com/track/1z4Drt5NPoDom7DrtulyZ6,Don’t Be A Hero,https://open.spotify.com/album/5yOQsrhMwlGln8nOCGLXgS,Kateel,https://open.spotify.com/artist/4egOVLqYZVVI4gwzMAcRlT,2022-07-08,182543,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Don’t Call Me,https://open.spotify.com/track/2amtS6j1pIwE9haEjmDTyD,Don’t Call Me,https://open.spotify.com/album/6G5ugL75bG2m85RA6d4g5V,Faouzia,https://open.spotify.com/artist/5NhgsV7qPWHZqYEMKzbYvo,2023-06-20,148083,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Don’t Know How to Act,https://open.spotify.com/track/5T6W3m9DxbtFQa5XQ1YdvY,Don’t Know How to Act,https://open.spotify.com/album/3x7KJhTpePcXWU5TPMusWu,Bizzy Banks,https://open.spotify.com/artist/7s3eCGNZMrwUQraXlocCBv,2022-05-06,120333,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
DooWop,https://open.spotify.com/track/3MLq7vHvOlbKPKvQK9m3Gi,DooWop,https://open.spotify.com/album/0YQC53muBpRAc8TazpEZm5,Kenndog,https://open.spotify.com/artist/2NLseG7xyv3fHY5U8AUntx,2022-04-15,146400,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Doritos & Fritos,https://open.spotify.com/track/2WzWwYoxWIqyjzIaazsqYV,Doritos & Fritos,https://open.spotify.com/album/1LWmE7Dy299uuwFo8wcOPC,"100 gecs, Laura Les, Dylan Brady","https://open.spotify.com/artist/6PfSUFtkMVoDkx4MQkzOi3, https://open.spotify.com/artist/3sklFG9fuDAq3vbIZlkNH6, https://open.spotify.com/artist/2Cm6C9PNHioyjRKBfO7n9N",2022-04-15,196896,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
dragging,https://open.spotify.com/track/5fkcpy3dkfXhMmSyAzCh4h,sleepwalking / dragging,https://open.spotify.com/album/1QpLeV8MhsMbOu0XfiWltP,daine,https://open.spotify.com/artist/4lyCoxLN0aW7nJy5rec0tG,2022-07-15,179666,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dreamscape,https://open.spotify.com/track/0NopaADlfQvinf5r1iGJ0b,Dreamscape,https://open.spotify.com/album/47lYrMlf9SqfTp5uuIOJ7V,"Miramare, Atlantic Chill","https://open.spotify.com/artist/1GobnwKx4ZG8tvfqJxOMXg, https://open.spotify.com/artist/0IgHIEE4S1p89l6xs28SlP",2022-11-11,85261,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Drinkin',https://open.spotify.com/track/2LCd6P35jFyZ9SN37o9D2q,Drinkin',https://open.spotify.com/album/2OjEzu9OvZLeGOJnAOxphI,"Joel Corry, MK, Rita Ora","https://open.spotify.com/artist/6DgP9otnZw5z6daOntINxp, https://open.spotify.com/artist/1yqxFtPHKcGcv6SXZNdyT9, https://open.spotify.com/artist/5CCwRZC6euC8Odo6y9X8jr",2023-08-29,149545,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dua Lipa,https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4,Come Home The Kids Miss You,https://open.spotify.com/album/2eE8BVirX9VF8Di9hD90iw,Jack Harlow,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,2022-05-06,135053,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Dumbest Girl Alive,https://open.spotify.com/track/0qMZXgcLfkl5RI3q50KHMH,"10,000 gecs",https://open.spotify.com/album/2XS5McKf3zdJWpcZ4OkZPZ,100 gecs,https://open.spotify.com/artist/6PfSUFtkMVoDkx4MQkzOi3,2023-04-10,137440,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
dying to see you,https://open.spotify.com/track/4bnE1qsvaRul33kRqN318l,dying to see you,https://open.spotify.com/album/4mvofrvD62Zzam4GmnrczC,bixby,https://open.spotify.com/artist/3vqtY7Lhhuw6sEwU4HmIRv,2022-11-18,141706,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
e,https://open.spotify.com/track/5vqDfXxQbSgY4YTJCka5UJ,"& so,",https://open.spotify.com/album/4SmQFE30fSa6NTaldKFsCe,Cadence Floria,https://open.spotify.com/artist/11Vu80Yb4WYdbkqROFixrS,2022-12-02,206374,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Early In The Morning,https://open.spotify.com/track/1OPyxRkcppcCaxCuoNKf4t,In Too Deep,https://open.spotify.com/album/7ufExXnZlCqVXCNXdJPHjy,Kranium,https://open.spotify.com/artist/1LKo6ZA3RNvKtLa6zDu32S,2022-11-18,217177,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
easy,https://open.spotify.com/track/2HNK5D4ug3vDeqDn7rlWgH,dying to see you,https://open.spotify.com/album/4mvofrvD62Zzam4GmnrczC,bixby,https://open.spotify.com/artist/3vqtY7Lhhuw6sEwU4HmIRv,2022-11-18,130731,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
EGO,https://open.spotify.com/track/7ACDlDGg8a9CsjrQk0OQov,EGO,https://open.spotify.com/album/2atwVyI6m16ix17vZKsCKc,Josh Levi,https://open.spotify.com/artist/6NvsNA4Ea62yJh7ePTS8gz,2023-06-07,149743,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Elephant In The Room,https://open.spotify.com/track/6fvbw0uQPYd9RtBw7WVgb3,Elephant In The Room,https://open.spotify.com/album/6bGGWNEqqh3WFJuHzuqdOA,Rowan Drake,https://open.spotify.com/artist/4NYx2GcZWwIW3glF0dW1fC,2023-01-27,161210,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
endlessly,https://open.spotify.com/track/2ew9Ence75fnuTivFenKc0,dying to see you,https://open.spotify.com/album/4mvofrvD62Zzam4GmnrczC,bixby,https://open.spotify.com/artist/3vqtY7Lhhuw6sEwU4HmIRv,2022-11-18,125793,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Enough (Miami),https://open.spotify.com/track/4XqBLxDaEdlqkHlSlb1Rzq,Enough (Miami),https://open.spotify.com/album/5TlQ2moqWicDMAFASeeCZY,Cardi B,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB,2024-03-19,158727,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Envy,https://open.spotify.com/track/5SusLOd5pOU6akwkkODXf5,Monologues,https://open.spotify.com/album/6DCJRFuE8JFtrOdSKSweaE,Ogi,https://open.spotify.com/artist/60nDKjd690Luygtd3Fm0Cu,2022-05-06,247133,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Essence (feat. Super Computer),https://open.spotify.com/track/54Rx1BkEvkkJuNQZHIPw4n,Essence (feat. Super Computer),https://open.spotify.com/album/38PJKHJDWKR0h9ITcnyeHm,"Oliver Tree, Super Computer","https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe, https://open.spotify.com/artist/0TcrI5Iv3yrdN36EhOhh3N",2023-09-06,168359,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Euphoria,https://open.spotify.com/track/7F4p9HU836tGnUBLwJhHiu,Newcomer,https://open.spotify.com/album/1sXxuN4YB7Fisgjmp96l9k,Harper Finn,https://open.spotify.com/artist/3CUxThJ21i78mhH1FfH55u,2022-07-29,177613,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Every Side Of You,https://open.spotify.com/track/731oIHe1EeEyTEwdtY0lRj,Every Side Of You,https://open.spotify.com/album/6xLceFaewP4juAD4GjBd45,Vance Joy,https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT,2022-06-03,204573,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
everybody hates me,https://open.spotify.com/track/4vSgdsddL3qTemKDkscyjd,everybody hates me,https://open.spotify.com/album/4IkWZIcTHndXokjUNG3B6q,GAYLE,https://open.spotify.com/artist/2VSHKHBTiXWplO8lxcnUC9,2023-03-10,120287,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
everything,https://open.spotify.com/track/6pyM30WDpG70VTfwoQg4m2,blue water road,https://open.spotify.com/album/2WfV3cpI2BUuIxMISh9nqF,Kehlani,https://open.spotify.com/artist/0cGUm45nv7Z6M6qdXYQGTX,2022-04-29,207551,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Everywhere,https://open.spotify.com/track/6yLPztLhBPhPCF9K9GBx5c,Last Night In The Bittersweet,https://open.spotify.com/album/0dp4Cl0ZqJYJJXIeH6dH1x,Paolo Nutini,https://open.spotify.com/artist/7x5rK9BClDQ8wmCkYAGsQp,2022-07-08,351108,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Eyes,https://open.spotify.com/track/6wuASGjSmuoGXdWsBH7X4U,Eyes,https://open.spotify.com/album/3sAuWSoICmCl9cx6uBr4Ft,Bazzi,https://open.spotify.com/artist/4GvEc3ANtPPjt1ZJllr5Zl,2023-05-05,161973,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Eyes Closed,https://open.spotify.com/track/07bsRv0pcpbG4zJeLsUs1p,Eyes Closed,https://open.spotify.com/album/43qfLpwe6sEOEqxVmOHRu0,Ed Sheeran,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,2023-04-10,194848,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Eyes Closed,https://open.spotify.com/track/3p7XQpdt8Dr6oMXSvRZ9bg,- (Deluxe),https://open.spotify.com/album/2WFFcvzM0CgLaSq4MSkyZk,Ed Sheeran,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,2024-03-05,194848,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
FACESHOT (feat. Sett),https://open.spotify.com/track/3sZ79pwLRj5PnV7FEuPP8W,FACESHOT (feat. Sett),https://open.spotify.com/album/4wUNAlkBHm8D4befytGme0,"Li Rye, Sett","https://open.spotify.com/artist/1QudwWfbchyvkMXva3wdqn, https://open.spotify.com/artist/6STK8LKh7Lhr3t75x5iE7d",2023-01-27,198269,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
FAERIE SOIRÉE,https://open.spotify.com/track/3SeNIwGVirXfaTWAOXcU2k,PORTALS,https://open.spotify.com/album/4kI7ZZF6CgDGFTjZNFwXYG,Melanie Martinez,https://open.spotify.com/artist/63yrD80RY3RNEM2YDpUpO8,2024-03-05,163277,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Fairweather Friends,https://open.spotify.com/track/3VMK6tAjOT4INvBdZOtB9J,Fairweather Friends,https://open.spotify.com/album/0Lgte4FZ2oPj12uHFYWCQn,Oliver Tree,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,2023-09-26,94857,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
"Family, Man",https://open.spotify.com/track/1ybiXCaXIx3XwFRadx08cs,two,https://open.spotify.com/album/3yEJgyvpFHo7FhnxZyyFz3,gnash,https://open.spotify.com/artist/3iri9nBFs9e4wN7PLIetAw,2022-11-11,190139,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Far Away (feat. YoungBoy Never Broke Again),https://open.spotify.com/track/14UNFQNRYX09D44GHED6L3,Success Before Destruction,https://open.spotify.com/album/4K5NOI6L0fcQC7OPW6I74R,"Bway Yungy, YoungBoy Never Broke Again","https://open.spotify.com/artist/7BDaqFWndPKDEGdbph2CNe, https://open.spotify.com/artist/7wlFDEWiM5OoIAt8RSli8b",2022-12-16,176901,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Favor For A Favor,https://open.spotify.com/track/2WI7Nk5K1xQxD1UjxTKNJ0,Feed Tha Streets III,https://open.spotify.com/album/2ZiBfBw770CJC0f4SI1Tji,Roddy Ricch,https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB,2022-11-18,180000,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Feel It,https://open.spotify.com/track/4I6PEk4Mg4P1sHt3kjxD1W,Feel It,https://open.spotify.com/album/3VgZSMJAnTTut2qI4gkAeF,Crooked Colours,https://open.spotify.com/artist/0aA1GTrIMutjIh4GlPPUVN,2022-05-13,231851,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Feel It (SUPER-Hi Remix),https://open.spotify.com/track/0J5P0gEk7xYBGxJZ580bvT,Feel It (SUPER-Hi Remix),https://open.spotify.com/album/2LxLPWu01Zs2QgzUrtj8Of,"Crooked Colours, SUPER-Hi","https://open.spotify.com/artist/0aA1GTrIMutjIh4GlPPUVN, https://open.spotify.com/artist/2lJ6K4PTrrweXhRiqh1CZE",2022-11-04,244343,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Feel It - Mark Maxwell Remix,https://open.spotify.com/track/2RHan5mYxohE6ss9S8P2ou,Feel It (Mark Maxwell Remix),https://open.spotify.com/album/5J4xdyjkRJN2gj4Mk9ERzK,"Crooked Colours, Mark Maxwell","https://open.spotify.com/artist/0aA1GTrIMutjIh4GlPPUVN, https://open.spotify.com/artist/1yOjThq2IWrVGP3a2i0Ug7",2022-07-08,186663,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
Feelings,https://open.spotify.com/track/1IoUc7el8qPFVFOC5jSfl7,Feelings,https://open.spotify.com/album/2I0VwAeClbtch0ErYJbsDL,Raiche,https://open.spotify.com/artist/4yaRDENYr8yAAlEUf23DRI,2022-08-26,211519,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
feelslikeimfallinginlove - Single Version,https://open.spotify.com/track/1YsU8rW2u8z4F0pwOBQ4Ea,feelslikeimfallinginlove,https://open.spotify.com/album/6RjTapeTvms8jSeIRGc5Ve,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,2024-06-24,237803,2022-06-10,"Atlantic Records Presents the hottest tracks in hip-hop, pop, rock, R&amp;B, indie and more! Updated every Friday.",Atlantic Records: Presents
