track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Haunted (Taylor's Version),https://open.spotify.com/track/4tMzIAFTFdqGBQLdfbPces,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,245413,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Hey Stephen (Taylor’s Version),https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,254254,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
High Infidelity,https://open.spotify.com/track/5kiZGSxgqPdv6rbqL9THdd,Midnights (3am Edition),https://open.spotify.com/album/3lS1y25WAhcqJDATJK70Mq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,231475,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Hits Different,https://open.spotify.com/track/3xYJScVfxByb61dYHTwiby,Midnights (The Til Dawn Edition),https://open.spotify.com/album/1fnJ7k0bllNfL1kVdNVW1A,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,234466,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Holy Ground (Taylor's Version),https://open.spotify.com/track/661CJWXysgwKXI1dreYNBU,Red (Taylor's Version),https://open.spotify.com/album/6x9s2ObPdpATZgrwxsk9c0,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,202960,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Holy Ground (Taylor's Version),https://open.spotify.com/track/7J4b3LVCIGO4CMBDFLPoP6,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,202960,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
How You Get The Girl,https://open.spotify.com/track/4dYUOfmWna6DFccnz732n8,1989,https://open.spotify.com/album/2QJmrSgbdM35R67eoGQo4j,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,247533,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
How You Get The Girl (Taylor's Version),https://open.spotify.com/track/75W3SngKzTuoQ94uLf3y82,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-10-27,247533,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Almost Do (Taylor's Version),https://open.spotify.com/track/2r9CbjYgFhtAmcFv1cSquB,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,244586,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),https://open.spotify.com/track/4CkgMiMqZ5JzW9iYXSTMTL,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,"Taylor Swift, Chris Stapleton","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/4YLtscXsxbVgi031ovDDdh",2023-06-13,285106,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Can Do It With a Broken Heart,https://open.spotify.com/track/2fPvQfGQEZOKtJ9qXeL4x8,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,218004,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Can See You (Taylor’s Version) (From The Vault),https://open.spotify.com/track/5kHMfzgLZP95O9NBy0ku4v,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-08-07,273186,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Don’t Wanna Live Forever (Fifty Shades Darker),https://open.spotify.com/track/2y5aJvzXhHPA94U5GFAcXe,Fifty Shades Darker (Original Motion Picture Soundtrack),https://open.spotify.com/album/5VML6S956h4YfoYPooqLEi,"ZAYN, Taylor Swift","https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81, https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02",2023-06-13,245653,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Don’t Wanna Live Forever (Fifty Shades Darker),https://open.spotify.com/track/55n9yjI6qqXh5F2mYvUc2y,reputation Stadium Tour Surprise Song Playlist,https://open.spotify.com/album/1MPAXuTVL2Ej5x0JHiSPq8,"ZAYN, Taylor Swift","https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81, https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02",2024-03-04,247160,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Forgot That You Existed,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,170640,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Knew You Were Trouble (Taylor's Version),https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,219760,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Know Places,https://open.spotify.com/track/2zfgVd034GlUvk7LqBHl6u,1989 (Deluxe Edition),https://open.spotify.com/album/34OkZVpuzBa9y40DCy0LPR,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-08-09,195706,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Know Places (Taylor's Version),https://open.spotify.com/track/2f0GI2ZLUtbGqFx8t2Gk6A,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-10-27,195700,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Think He Knows,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,173386,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Wish You Would,https://open.spotify.com/track/3wmN11qXGL0HyPojvEE1D9,1989,https://open.spotify.com/album/2QJmrSgbdM35R67eoGQo4j,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,207440,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I Wish You Would (Taylor's Version),https://open.spotify.com/track/43y1WpBdnEy5TR9aZoSQL9,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-10-27,207650,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
I'm Only Me When I'm With You,https://open.spotify.com/track/0JIdBrXGSJXS72zjF9ss9u,Taylor Swift,https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-03,213053,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
If This Was A Movie (Taylor’s Version),https://open.spotify.com/track/0kAZ3H6G9Zac4PMpmobMkj,If This Was A Movie (Taylor’s Version),https://open.spotify.com/album/6IZm7NfvWyXp952VF36Z5F,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-26,237022,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
illicit affairs,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,190898,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Innocent (Taylor's Version),https://open.spotify.com/track/12nBPF4Rh4XLFJV0YLN7uj,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,301221,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Invisible,https://open.spotify.com/track/5OOd01o2YS1QFwdpVLds3r,Taylor Swift,https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,203226,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Is It Over Now? (Taylor's Version) (From The Vault),https://open.spotify.com/track/1Iq8oo9XkmmvCQiGOfORiz,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,229477,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
it’s time to go - bonus track,https://open.spotify.com/track/1kdWw77ZpYOkhxeuhzU1j6,evermore (deluxe version),https://open.spotify.com/album/6AORtDjduMM3bupSWzbTSG,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,254640,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
ivy,https://open.spotify.com/track/19CSr8rwW05VJL2F91KFNK,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-03,260440,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Jump Then Fall (Taylor’s Version),https://open.spotify.com/track/2m3ObD945KvpE5y9A1eUWm,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,237580,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Karma,https://open.spotify.com/track/7KokYm8cMIXCsGVmUvKtqf,Midnights,https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,204852,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
King Of My Heart,https://open.spotify.com/track/7HuBDWi18s4aJM8UFnNheH,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-08-09,214320,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Labyrinth,https://open.spotify.com/track/0A1JLUlkZkp2EFrosoNQi0,Midnights,https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,247962,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Last Kiss (Taylor's Version),https://open.spotify.com/track/59KOoHFcw5XfICnO57holu,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,369120,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Lavender Haze,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC,Midnights,https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,202395,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
long story short,https://open.spotify.com/track/2o2sgVJIgFXk8GQjWTgI6U,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,215920,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Look What You Made Me Do,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,211853,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Love Story (Taylor’s Version),https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx,Fearless (Taylor's Version),https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,235766,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Lover,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,221306,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
mad woman,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,237258,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
marjorie,https://open.spotify.com/track/12ntTeqEeTg7GAVpe8Mhpl,evermore,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,257773,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Maroon,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm,Midnights,https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,218270,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Mastermind,https://open.spotify.com/track/7FmYn9e7KHMXcxqGSj9LjH,Midnights,https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,191039,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
ME! (feat. Brendon Urie of Panic! At The Disco),https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,"Taylor Swift, Brendon Urie, Panic! At The Disco","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02, https://open.spotify.com/artist/6eYFryfcEu3QSq59D62wZQ, https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK",2024-03-04,193000,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Mean,https://open.spotify.com/track/5yEPktRqvIhko5QFF3aBhQ,Speak Now,https://open.spotify.com/album/5MfAxS5zz8MlfROjGQVXhy,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,237733,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Mean (Taylor's Version),https://open.spotify.com/track/30Y4CV7A6YqtQtTTo7Ue4j,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,238693,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Message In A Bottle (Taylor's Version) (From The Vault),https://open.spotify.com/track/3z6XUommYDWPHeFhmhhT6j,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-24,225960,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Midnight Rain,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4,Midnights,https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,174782,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Mine,https://open.spotify.com/track/0dBW6ZsW8skfvoRfgeerBF,Speak Now,https://open.spotify.com/album/5MfAxS5zz8MlfROjGQVXhy,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,230706,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Mine (Taylor's Version),https://open.spotify.com/track/7G0gBu6nLdhFDPRLc0HdDG,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,231706,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
mirrorball,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,208977,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Miss Americana & The Heartbreak Prince,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,234146,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),https://open.spotify.com/track/7l2tmgUhV7Y2aJHjiszifg,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),https://open.spotify.com/album/2MbdQUj7tAaaBBhUwJE3KG,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-20,277591,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
my tears ricochet,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-05-09,255893,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Never Grow Up (Taylor's Version),https://open.spotify.com/track/2EFZ9emtKWEglWUQGEQ3P9,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,292920,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
New Romantics,https://open.spotify.com/track/6rZVy6FIG7lSJQMFXHo12z,1989 (Deluxe Edition),https://open.spotify.com/album/34OkZVpuzBa9y40DCy0LPR,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-08-10,230466,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
New Romantics (Taylor's Version),https://open.spotify.com/track/2vPMoMDXxu9uX1igWZmXSG,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-10-27,230177,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
New Year’s Day,https://open.spotify.com/track/7F5oktn5YOsR9eR5YsFtqb,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-08-10,235466,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Now That We Don't Talk (Taylor's Version) (From The Vault),https://open.spotify.com/track/5KD6AEm19QnMbfWpfoOHMl,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,146436,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Our Song,https://open.spotify.com/track/15DeqWWQB4dcEWzJg15VrN,Taylor Swift,https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,201106,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Ours,https://open.spotify.com/track/1EQn3Uc5AyUXoiPLeyCrrg,Speak Now (Deluxe Edition),https://open.spotify.com/album/5EpMjweRD573ASl7uNiHym,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,237920,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Ours (Taylor’s Version),https://open.spotify.com/track/3yNJkriPzWjkkDAWHIAVUq,Speak Now (Taylor's Version),https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-09,235803,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Out Of The Woods,https://open.spotify.com/track/5OndtwLGA9O6XHFcGm2H7r,1989,https://open.spotify.com/album/2QJmrSgbdM35R67eoGQo4j,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,235800,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Out Of The Woods (Taylor's Version),https://open.spotify.com/track/045ZeOHPIzhxxsm8bq5kyE,1989 (Taylor's Version),https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-10-27,235800,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Paper Rings,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-26,222400,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
peace,https://open.spotify.com/track/7MbT4I8qGntX4fMdqMQgke,folklore,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2024-03-04,234000,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Picture To Burn,https://open.spotify.com/track/32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,https://open.spotify.com/album/7mzrIsaAjnXihW3InKjlC3,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-07-20,173066,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Question...?,https://open.spotify.com/track/4sC589n5FFW9jHOSUxnkd6,Midnights (3am Edition),https://open.spotify.com/album/4894htPwC6zoiuTqUQwn4I,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,210556,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
Red (Taylor's Version),https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-06-13,223093,2023-06-15,All the songs from the new setlist for Taylor Swift | The Eras Tour.,Taylor Swift | The Eras Tour Official Setlist
