track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Monday Through Sunday,https://open.spotify.com/track/7MBhM0yKSAXKMLQAmNr03k,Whole Lotta Red V2,https://open.spotify.com/album/0LAxkfHP9eqYPULAXaglWY,Lil Majo,https://open.spotify.com/artist/2KE59bPqiPq9Z1Z9B4gtOM,2024-12-15,224072,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
monster >:3,https://open.spotify.com/track/3EYHVKyWmCRO43D353DskH,SPARKLEDOG ANTHEM!,https://open.spotify.com/album/2bQAO8VAUvSZ8QKNdoa5pV,"foxxlust, gaptoothv4mp","https://open.spotify.com/artist/59z0uoCfR6du9cJue8YUco, https://open.spotify.com/artist/7DIlL1MSilsc1jNsEsH2CJ",2024-12-16,170318,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Mood Explosion - Radio Edit,https://open.spotify.com/track/6IsEdukXHHjbDbqibyCz8i,Harmony Destruction,https://open.spotify.com/album/3HefRXrgVp99odTv5bS050,Rayman Rave,https://open.spotify.com/artist/68k7oHbNM3MuYr4YVvZ8AH,2024-12-15,166347,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Moonrocks (Offering for Stolas),https://open.spotify.com/track/2dBV1RnDWmwnWMvSxSN2wJ,Moonrocks (Offering for Stolas),https://open.spotify.com/album/2UMjkN7VWK0MZTnDmAx2O6,Vincent & The Black Rabbit,https://open.spotify.com/artist/1L8i0OGcP78idTEtpFBZ3e,2025-01-11,513229,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
More Than Friends,https://open.spotify.com/track/1yn0apYsGQUPpOVefmcvG0,AJR - EP,https://open.spotify.com/album/35bu7GHptaPfMIFwIRWpTx,AJR,https://open.spotify.com/artist/6s22t5Y3prQHyaHWUN1R1C,2024-12-15,216333,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
More Than Friends,https://open.spotify.com/track/5a5K0iisBrqEduGD7yEYFZ,More Than Friends - Single,https://open.spotify.com/album/16QAFF1xXaP49ZCD1FU9uW,AJR,https://open.spotify.com/artist/6s22t5Y3prQHyaHWUN1R1C,2024-12-15,216333,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Moved On,https://open.spotify.com/track/6LzWAoXpGeLMOrnlXRlVuH,Vol. 3 Dispersed Thinking,https://open.spotify.com/album/57K4XaNkJo4LschM3ufPXd,Learke,https://open.spotify.com/artist/5rEAVvM5n9AgQAmkVSdn8A,2024-12-15,212461,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Mr. Diddle,https://open.spotify.com/track/748wXN0ZiM8X0Gt1CkNcBb,Mr. Diddle,https://open.spotify.com/album/5zO7TMFzvJLEtBPAFIrSOB,Chill Aqua,https://open.spotify.com/artist/4sgWFzT0ptklnjTpTlQUk0,2024-12-15,145055,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
MR. KNOWITALL,https://open.spotify.com/track/01E6JiJ3wLEVLy90TDeYLz,KNOWITALL,https://open.spotify.com/album/3taqQGM1QEr2Mb5zKdfFHI,MouSa,https://open.spotify.com/artist/7HS7UAenyadIf7FTYqSNgn,2024-12-15,157932,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Museum,https://open.spotify.com/track/7qhJlJzwmWRUJ4Go3nmE0b,TA_1,https://open.spotify.com/album/1fv1Cgww2KOucMB9nEdW8w,television archives,https://open.spotify.com/artist/52Nc32sj7qMGMa7pHJjj5W,2024-12-15,143104,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
MUSHROOM ISLAND!,https://open.spotify.com/track/4Ta1cuHsB5RPVppXIUVKXT,MUSHROOM ISLAND!,https://open.spotify.com/album/5rINKUuEpFNsBaJyGBOvuV,Squiblers,https://open.spotify.com/artist/4MkQCthzhtcdweul1bWqxk,2024-12-15,165350,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
My Best Friend,https://open.spotify.com/track/1Jm8NcQznEVoaJKTo55lWu,What Life Really Means,https://open.spotify.com/album/7q0PCPBP03V5hwyspBIGZv,"Blurain, Kittydog","https://open.spotify.com/artist/1qoYHtGe1GYUzFpoRIse8y, https://open.spotify.com/artist/7fTIFQR4VTaYGT0RIftq2v",2024-12-15,272713,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
my emo princess,https://open.spotify.com/track/6QzHDCb9HZEg5JAQwJpLYV,my emo princess,https://open.spotify.com/album/5wjlZfTO56I7XLPjzDBRHY,"Tr1st4n, Synbx","https://open.spotify.com/artist/4AEPnx9Z6fiuFDEfnQHMq7, https://open.spotify.com/artist/0qizF2HQwhZKf8LKfobZdq",2024-12-16,121351,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
My Friend Likes To Mess With My Mind. So I’m Gonna Make This Song Title As Long As Possible Because He Gave Me The Idea. Other Than That He’s A Really Good Guy. He Is An Epic Bloke And This Song Is For Him,https://open.spotify.com/track/7pR0t2dLGGhvZFFn8K2wQB,What Life Really Means,https://open.spotify.com/album/7q0PCPBP03V5hwyspBIGZv,Blurain,https://open.spotify.com/artist/1qoYHtGe1GYUzFpoRIse8y,2024-12-15,119292,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
My Level,https://open.spotify.com/track/1uZEREjjS04mqyTinKkVHd,My Level,https://open.spotify.com/album/5Qx6LG3LoVwTBqUOWQxgMf,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,143567,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
myspace,https://open.spotify.com/track/0UcSrSWSm7fl2Zna6AzS3g,myspace,https://open.spotify.com/album/2idXDyfFSEBecC5aOoPRK8,"sylene xo, hateoryx, syris","https://open.spotify.com/artist/6sBtLNwZDuOWk9ogV0NCbl, https://open.spotify.com/artist/3NfxLp6wFw5TB5MU3x5jvF, https://open.spotify.com/artist/5ZpX0S8FDHkArrCYqaGoYE",2024-12-16,120004,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Ndi Ogwu Ego,https://open.spotify.com/track/499grFAYDLZUZ9miby3A11,Ndi Ogwu Ego,https://open.spotify.com/album/71Y7ihNZzf5H2JpxuPxnjc,Chief Michael Udegbi,https://open.spotify.com/artist/3W0x36BDUIKq6dDB5KnhZc,2024-12-15,2457053,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Neighborhood Scientists,https://open.spotify.com/track/27jaoMXSOrAvYoNSGDO2VN,Unleashed,https://open.spotify.com/album/4fu9h1LOb9MDVSikHhXW2Z,Baskem,https://open.spotify.com/artist/03FChCYZ6EtklEGk5MKcje,2024-12-15,187324,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Never Ending,https://open.spotify.com/track/66AnKenlRBcr8KU4ewUzbL,Songs4her,https://open.spotify.com/album/6Z2NCRKR56C0D5L2iPYD1Z,icryduringsex,https://open.spotify.com/artist/5dpFvg3GgOk9bZgG4FN4Fw,2024-12-15,54613,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Never Ending,https://open.spotify.com/track/5Apxgn2W2E0XKJ7J0WdMsl,Music4U,https://open.spotify.com/album/4QCbvrKt9LgKvksRWzjcDO,icryduringsex,https://open.spotify.com/artist/5dpFvg3GgOk9bZgG4FN4Fw,2024-12-15,193213,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
New Body,https://open.spotify.com/track/6IwWr0uTHTIgnZKroAaZ0w,CDs,https://open.spotify.com/album/604N1kvCmybAqo21URz29C,JulezJZ,https://open.spotify.com/artist/3lof8xsypjavmVwpcFl1hX,2024-12-15,230016,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
NEW U,https://open.spotify.com/track/1yrLoTNnrzDOVwqdO9J8kR,KNOWITALL,https://open.spotify.com/album/3taqQGM1QEr2Mb5zKdfFHI,MouSa,https://open.spotify.com/artist/7HS7UAenyadIf7FTYqSNgn,2024-12-15,207298,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Nice Meeting You,https://open.spotify.com/track/77X66GjCAPkf9LZl6PiIhR,Panko,https://open.spotify.com/album/3UfbWnUdI0kINgsDeqs8lW,Chill Aqua,https://open.spotify.com/artist/4sgWFzT0ptklnjTpTlQUk0,2024-12-15,150000,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Nice One - Radio Edit,https://open.spotify.com/track/6lpwAR6LgpneySdpiFUUDR,Harmony Destruction,https://open.spotify.com/album/3HefRXrgVp99odTv5bS050,Rayman Rave,https://open.spotify.com/artist/68k7oHbNM3MuYr4YVvZ8AH,2024-12-15,188630,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
niepojęta,https://open.spotify.com/track/0F5udkmF9B2tpS82JcGbyo,niepojęta,https://open.spotify.com/album/5BbWYirw3hU3Oa8iIlhCW2,"GØTHBØYBABY, Jper","https://open.spotify.com/artist/2eAGAlFGR0gf55YXTRnQRU, https://open.spotify.com/artist/58vtfhD7kv8Epx2AApIUaC",2024-12-16,114584,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
NIGHT TEMPO,https://open.spotify.com/track/28aCW791xgYpailyPZ6d4k,NIGHT TEMPO,https://open.spotify.com/album/4ymgEGUfbNcJNfzGejF1Gn,Carlos,https://open.spotify.com/artist/5TRxpd0lrXMwsyk01FE2cp,2024-12-15,195998,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Nightclub King - Marq Aurel & Rayman Rave Edit,https://open.spotify.com/track/4OXtzop39s3061qG0zXjFo,Harmony Destruction,https://open.spotify.com/album/3HefRXrgVp99odTv5bS050,"Dee Ray, Tony Brown, Marq Aurel, Rayman Rave","https://open.spotify.com/artist/0qhqBY1hP1UvwcwDA9CO76, https://open.spotify.com/artist/6VGPfR1XTELfxdXColdkyw, https://open.spotify.com/artist/71z8YmNpwF3NwTdDCmxgKE, https://open.spotify.com/artist/68k7oHbNM3MuYr4YVvZ8AH",2024-12-15,268146,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Nightmare Night (Maretal Mix),https://open.spotify.com/track/4DzeY90YjUg4Lnou0FscSq,EP For Twilight,https://open.spotify.com/album/6L8iA30PfGsz2xuNZkajlq,Meelz,https://open.spotify.com/artist/4qrRBmCt3wuj3We5Xhidet,2024-12-15,210810,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
No Feel,https://open.spotify.com/track/1c4aeRN5MXq22aGZVuLdWL,Whole Lotta Red V2,https://open.spotify.com/album/0LAxkfHP9eqYPULAXaglWY,Lil Majo,https://open.spotify.com/artist/2KE59bPqiPq9Z1Z9B4gtOM,2024-12-15,199250,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
No one's around to help,https://open.spotify.com/track/0XK8000WqRCiEvJhJzOjqp,No one's around to help,https://open.spotify.com/album/0ahYF4mrDgMcHUV0Ie4brC,Joe Hedourix,https://open.spotify.com/artist/0crE9aXHwlwRFTjfZiy7lj,2024-12-15,184134,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
No Please!!!,https://open.spotify.com/track/2EYb2MuGj1Y8N5WOyZvZxV,Mr. Diddle,https://open.spotify.com/album/5zO7TMFzvJLEtBPAFIrSOB,Chill Aqua,https://open.spotify.com/artist/4sgWFzT0ptklnjTpTlQUk0,2024-12-15,201255,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
No Relation,https://open.spotify.com/track/1avmoT016wC88b5t2ZibvV,Whole Lotta Red V2,https://open.spotify.com/album/0LAxkfHP9eqYPULAXaglWY,Lil Majo,https://open.spotify.com/artist/2KE59bPqiPq9Z1Z9B4gtOM,2024-12-15,221518,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
no stress,https://open.spotify.com/track/7CpBBoZ7a4jZQxznDK7LIH,Z,https://open.spotify.com/album/2IVhqsZyx8eR8cCOD9wxmv,"nbmusic, Wolficide","https://open.spotify.com/artist/2MJLDXe5MaU4v11KLWXR9J, https://open.spotify.com/artist/02uuMtGWugrKLgtdDurPhk",2024-12-15,161933,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
NOT IMPOSSIBLE,https://open.spotify.com/track/2hI3FUmJuaCKk8y6A18wF8,CALL ME IF YOU GET LOST: LOST TRACKS,https://open.spotify.com/album/18RDbFA8eFqrjM5XZsboxm,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,197414,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Nothing,https://open.spotify.com/track/6n1Q1Fs0x3GdweyU6eAdE1,TA_1,https://open.spotify.com/album/1fv1Cgww2KOucMB9nEdW8w,television archives,https://open.spotify.com/artist/52Nc32sj7qMGMa7pHJjj5W,2024-12-15,202057,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
"NUMBER, NUMBER",https://open.spotify.com/track/5944vNmiNLNDbnHrnYzghZ,"NUMBER, NUMBER",https://open.spotify.com/album/2ZPhCg8tz589UqyxHQCdth,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,177886,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Objection Funk! - Remix,https://open.spotify.com/track/1oUNsyeoh8A3egae70XHyK,Objection Funk! (Remix),https://open.spotify.com/album/4Y4FmD5lCydFJKWO6H1HRx,NerViSon,https://open.spotify.com/artist/2uecyIyJhUvDPVrb5l7Y6z,2024-12-15,164591,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Okay,https://open.spotify.com/track/28R7w33jmrhQsQCai4XscJ,An Album About a Girl I'll Never Meet,https://open.spotify.com/album/5p2XKUbe4TJaTfp1M6vRNA,Alex Layne,https://open.spotify.com/artist/2sbsUntCRScY1JtO15d0JJ,2024-12-15,205333,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
old memories,https://open.spotify.com/track/1k1p43E6tEmQu6aavCVmVO,Beautiful Narcissism,https://open.spotify.com/album/6paVb8OO6AWIyGpueJkADP,"Joshua Lanuarii, kamikaze's endless","https://open.spotify.com/artist/5UrcSa9Z62ghyOdApP1Uyw, https://open.spotify.com/artist/7k3CYBOdj2p7mSf9vxtz7J",2024-12-27,180976,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Old's Cool,https://open.spotify.com/track/5zK1Rwclhuy5NtIJ7DvC1G,Harmony Destruction,https://open.spotify.com/album/3HefRXrgVp99odTv5bS050,"Rayman Rave, J.P Project","https://open.spotify.com/artist/68k7oHbNM3MuYr4YVvZ8AH, https://open.spotify.com/artist/0IArUyMdjtVa3f25kWrz1w",2024-12-15,215693,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
omfg,https://open.spotify.com/track/3sRmjcgXtDRfAz0CZrUlNj,omfg,https://open.spotify.com/album/7uTI7z38VNUss1jkftuxVx,ilyhiryu,https://open.spotify.com/artist/6v0qM3UbgdKlzIMRow87s2,2024-12-16,137325,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
omg i h8 him,https://open.spotify.com/track/3OdfUniatSvWKb72QnYWTk,SPARKLEDOG ANTHEM!,https://open.spotify.com/album/2bQAO8VAUvSZ8QKNdoa5pV,foxxlust,https://open.spotify.com/artist/59z0uoCfR6du9cJue8YUco,2024-12-16,92212,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
On Land,https://open.spotify.com/track/44bu87op6qOPqm4VWI5jLx,On Land,https://open.spotify.com/album/56itYCgnEtdCQqvqlG1yM3,television archives,https://open.spotify.com/artist/52Nc32sj7qMGMa7pHJjj5W,2024-12-15,173818,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
on the floor,https://open.spotify.com/track/12Ot4adOMLRyYdOtTzxXep,on the floor,https://open.spotify.com/album/0uqOB2rM5S6GGXRlZpaxaE,"hateoryx, horrormovies","https://open.spotify.com/artist/0c4u1LEZWEh5UfMQkzOt4r, https://open.spotify.com/artist/3FUMIWMYKoR9VlmLxrzIjA",2024-12-16,129104,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
One 4 Galactus,https://open.spotify.com/track/5lHUNGPXZ9dbInsdLL9cFg,Sound V Track,https://open.spotify.com/album/47Jl2mtHDAu7NZFErZjCKd,Omari Jazz,https://open.spotify.com/artist/2JnmbU4G6t4GPZpIl5PUCT,2024-12-15,119980,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Onye Amuma,https://open.spotify.com/track/5mN0UvGPoaHFJdp421JMaV,Ndi Ogwu Ego,https://open.spotify.com/album/71Y7ihNZzf5H2JpxuPxnjc,Chief Michael Udegbi,https://open.spotify.com/artist/3W0x36BDUIKq6dDB5KnhZc,2024-12-15,1231213,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Onye Nnuku ike,https://open.spotify.com/track/7fovLoHV2qLZSZFmVMolSz,Onye Nnuku ike,https://open.spotify.com/album/3tHV0aZk6tmlJgCMtttJDQ,Chief Michael Udegbi,https://open.spotify.com/artist/3W0x36BDUIKq6dDB5KnhZc,2024-12-15,1749623,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Open Arms,https://open.spotify.com/track/7derOqMZWsr5PcCGvO8784,EPIC: The Troy Saga (Original Concept Album),https://open.spotify.com/album/2j94jmFiOvCwS8Oj6br91A,"Jorge Rivera-Herrans, Steven Dookie, EPIC Ensemble","https://open.spotify.com/artist/2kdmTOXncgNHSuYVMhdd5I, https://open.spotify.com/artist/6rLqxfVk0nnbaIgAbuQRHa, https://open.spotify.com/artist/35Xs1OZ4WgpeqUTkjkX7lf",2024-12-15,199200,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Opportunites,https://open.spotify.com/track/11Hc1IDnXMPGruRoiaYpn1,Barriers,https://open.spotify.com/album/52WnDw5InjWfDBfNoZFVhE,Learke,https://open.spotify.com/artist/5rEAVvM5n9AgQAmkVSdn8A,2024-12-29,246595,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
