track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Fa Sure,https://open.spotify.com/track/2W0avE7EqFW5Ju1iGIbx65,Unleashed,https://open.spotify.com/album/4fu9h1LOb9MDVSikHhXW2Z,Baskem,https://open.spotify.com/artist/03FChCYZ6EtklEGk5MKcje,2024-12-15,276140,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
fake fucks,https://open.spotify.com/track/7ag3Gn32A70YjxrM8bvOz8,Beautiful Narcissism,https://open.spotify.com/album/6paVb8OO6AWIyGpueJkADP,Joshua Lanuarii,https://open.spotify.com/artist/5UrcSa9Z62ghyOdApP1Uyw,2024-12-27,120476,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fall In Love,https://open.spotify.com/track/3roZzlsxxcsDnD6wztITAh,Whole Lotta Red V2,https://open.spotify.com/album/0LAxkfHP9eqYPULAXaglWY,Lil Majo,https://open.spotify.com/artist/2KE59bPqiPq9Z1Z9B4gtOM,2024-12-15,153650,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fallout,https://open.spotify.com/track/32mJwbsRHGQWSHoUp1tFVg,TA_1,https://open.spotify.com/album/1fv1Cgww2KOucMB9nEdW8w,television archives,https://open.spotify.com/artist/52Nc32sj7qMGMa7pHJjj5W,2024-12-15,175200,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
false idols,https://open.spotify.com/track/4gSQnxNVwk197dX3zg9O1n,Beautiful Narcissism,https://open.spotify.com/album/6paVb8OO6AWIyGpueJkADP,Joshua Lanuarii,https://open.spotify.com/artist/5UrcSa9Z62ghyOdApP1Uyw,2024-12-27,125022,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
fashion *biblically accurate trapstars*,https://open.spotify.com/track/3f8036U04O0xkKyqFPVnq9,fashion *biblically accurate trapstars*,https://open.spotify.com/album/2VjsSSowv5SU14FfAzDa2Y,"KidSnorlax, kets4eki","https://open.spotify.com/artist/1dK4UZ6zuHSPzkWpCCQEIL, https://open.spotify.com/artist/4waORdvuFnffJPrj784KeG",2024-12-16,134791,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fbh,https://open.spotify.com/track/5PPaiUg4B4I67yXXuYSv48,Unleashed,https://open.spotify.com/album/4fu9h1LOb9MDVSikHhXW2Z,Baskem,https://open.spotify.com/artist/03FChCYZ6EtklEGk5MKcje,2024-12-15,170840,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Feel so Nice - Radio Edit,https://open.spotify.com/track/1oZmI9dsmachudgDpRiPQz,Harmony Destruction,https://open.spotify.com/album/3HefRXrgVp99odTv5bS050,Rayman Rave,https://open.spotify.com/artist/68k7oHbNM3MuYr4YVvZ8AH,2024-12-15,216058,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
feeling,https://open.spotify.com/track/0Cm4p062NOOjxwOWlXpVHk,Z,https://open.spotify.com/album/2IVhqsZyx8eR8cCOD9wxmv,"nbmusic, Kayden Neal","https://open.spotify.com/artist/2MJLDXe5MaU4v11KLWXR9J, https://open.spotify.com/artist/1TPLDjWUqARpm8jWaiWeV9",2024-12-15,179853,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fine Madeline,https://open.spotify.com/track/2khjSwh01eCWBstZo9rDGn,Jen,https://open.spotify.com/album/07Xmfb4wnWsXnUJLAkyk7t,Plums,https://open.spotify.com/artist/0sPK0NZQ44Z8KhGxCOvEG9,2024-12-15,139749,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
First Off,https://open.spotify.com/track/0q4pXiQCbO7rggPOKMjPRT,Whole Lotta Red V2,https://open.spotify.com/album/0LAxkfHP9eqYPULAXaglWY,Lil Majo,https://open.spotify.com/artist/2KE59bPqiPq9Z1Z9B4gtOM,2024-12-15,181254,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
FISHTAIL,https://open.spotify.com/track/6vxAVpaADw7tig3yfZVZcZ,FISHTAIL,https://open.spotify.com/album/1Kluj9TkKRrK2ZaoXaiJS1,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,205170,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Flip the Record!,https://open.spotify.com/track/3TWOhGLhQI39UZEv972XHn,cacti spines,https://open.spotify.com/album/5ZETI5hLnZRRZGZVv7wIrk,chocolatemilk,https://open.spotify.com/artist/1hkysiRXqdGDnldkRW5vaL,2024-12-15,17179,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Focusing on Yourself,https://open.spotify.com/track/33zWaDH6TEhtokPaL7ICkX,Panko,https://open.spotify.com/album/3UfbWnUdI0kINgsDeqs8lW,Chill Aqua,https://open.spotify.com/artist/4sgWFzT0ptklnjTpTlQUk0,2024-12-15,135739,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
foe,https://open.spotify.com/track/12keUgPuJIc0coknyEm06n,foe,https://open.spotify.com/album/6ruEXdXWjQh3sImo9z3S38,Squiblers,https://open.spotify.com/artist/4MkQCthzhtcdweul1bWqxk,2024-12-15,192177,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fool (Instrumental),https://open.spotify.com/track/6Z4VXazSDJqx47aYooDIGQ,Fool,https://open.spotify.com/album/7oroG9sfXUeRpac4J20N1C,Learke,https://open.spotify.com/artist/5rEAVvM5n9AgQAmkVSdn8A,2024-12-15,181692,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fool in Love,https://open.spotify.com/track/3FTAljlGCp0MEZKoKvsZuz,Fool in Love,https://open.spotify.com/album/4m74BOPMsb3BpcIVKK6hIe,Silly Salamander,https://open.spotify.com/artist/7eHt3lUzYzgMkWz4qE12gP,2024-12-15,193714,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
FOR THE TIME BEING,https://open.spotify.com/track/2gYwkdRuM37wlNyOBrCrGs,CALL ME IF YOU GET LOST: LOST TRACKS,https://open.spotify.com/album/18RDbFA8eFqrjM5XZsboxm,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,118280,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
For You,https://open.spotify.com/track/2NKZgOO0ylS5NnhI4Ss5Sh,An Album About a Girl I'll Never Meet,https://open.spotify.com/album/5p2XKUbe4TJaTfp1M6vRNA,Alex Layne,https://open.spotify.com/artist/2sbsUntCRScY1JtO15d0JJ,2024-12-15,234666,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Forrest Whitaker,https://open.spotify.com/track/4uNB92nEhii8IlIuzM6yPp,Unleashed,https://open.spotify.com/album/4fu9h1LOb9MDVSikHhXW2Z,Baskem,https://open.spotify.com/artist/03FChCYZ6EtklEGk5MKcje,2024-12-15,178729,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fourth Wall,https://open.spotify.com/track/0oKuf7ktjeOrPajfHnO8gc,EP For Twilight,https://open.spotify.com/album/6L8iA30PfGsz2xuNZkajlq,Meelz,https://open.spotify.com/artist/4qrRBmCt3wuj3We5Xhidet,2024-12-15,262510,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Free Soul - Radio Edit,https://open.spotify.com/track/01CV9ueuZa7AHc0g58RtY0,Harmony Destruction,https://open.spotify.com/album/3HefRXrgVp99odTv5bS050,Rayman Rave,https://open.spotify.com/artist/68k7oHbNM3MuYr4YVvZ8AH,2024-12-15,224626,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
FRENCH WALTZ,https://open.spotify.com/track/1VgguM5Cp8ErVPjYCU5Rfv,CALL ME IF YOU GET LOST: LOST TRACKS,https://open.spotify.com/album/18RDbFA8eFqrjM5XZsboxm,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,49224,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fresh Lemonade,https://open.spotify.com/track/35ccR9LxhdnLeKKXzOcyjE,"Good Morning, Wolficide",https://open.spotify.com/album/7zyac1m45W2B2ACRTvIO0N,Wolficide,https://open.spotify.com/artist/02uuMtGWugrKLgtdDurPhk,2024-12-16,162403,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Friend,https://open.spotify.com/track/5WvqWYkkKeID7iFeVpryHo,Local,https://open.spotify.com/album/70ea864173ew2n5Uiqczoa,Jordan Dean,https://open.spotify.com/artist/01cC5vPoDJpEVfC3xea8ub,2024-12-15,186970,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Friend Zone,https://open.spotify.com/track/4cUIyOfaqmlcMMTBSGB7IN,Dinosaur EP,https://open.spotify.com/album/0I8lNUH9c3zM1EaNzPXfx3,Ace Creator,https://open.spotify.com/artist/2BEtzhPN4vFiJPjOJUhG0c,2024-12-15,116596,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
From the dirt,https://open.spotify.com/track/6PJRfkYNmrT47KCEypypLy,From the dirt,https://open.spotify.com/album/3hqAf0TTCjjLF61HCssvGb,"nick6383, luvwillow, w6lker, Gothlovee","https://open.spotify.com/artist/5pKOLCksxMzu3xwD5G5yPd, https://open.spotify.com/artist/3QMquHHgjA58upVZerNHNx, https://open.spotify.com/artist/6xqVTEk0T61sWdLX4aqljz, https://open.spotify.com/artist/42CuZMNWbVUPSDrhP9Du0T",2024-12-16,215267,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
FROSTYTHESNOWBITCH - Joshua Lanuarii Remix,https://open.spotify.com/track/3WJzEtDS5yqvS28LKCQVDs,SKINNY DIPPIN AT THA MOTEL 6,https://open.spotify.com/album/3QHyPYp0SBoEsUUqtsWfKj,"SAIGA12, BlUE SKUll, Joshua Lanuarii","https://open.spotify.com/artist/0F49Yj7KAapV4PV8rZtVbl, https://open.spotify.com/artist/6qwccsxQTHlg5hD7R1kQoY, https://open.spotify.com/artist/5UrcSa9Z62ghyOdApP1Uyw",2024-12-27,220055,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
FUCK IT,https://open.spotify.com/track/3U3t8nUY2wAML0TM6xtRxz,FUCK IT,https://open.spotify.com/album/02VbLrkzOoKyealPQw2vMp,Tyrone The Maker,https://open.spotify.com/artist/1KLXivXwKaRB4teGOyBmPC,2024-12-15,162847,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Fuck You Bunch,https://open.spotify.com/track/1FZdIOBuI7RYZNgWtWTneD,Dinosaur EP,https://open.spotify.com/album/0I8lNUH9c3zM1EaNzPXfx3,Ace Creator,https://open.spotify.com/artist/2BEtzhPN4vFiJPjOJUhG0c,2024-12-15,94932,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
fucked up!,https://open.spotify.com/track/519kioInt8dILB8KKcf6X1,sparkle dog anthem ii,https://open.spotify.com/album/2Eak1ciFVO1uToQE9y50VY,foxxlust,https://open.spotify.com/artist/59z0uoCfR6du9cJue8YUco,2024-12-16,135836,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Full Speed Ahead,https://open.spotify.com/track/27otPRH67DpOsyNtSiM54v,EPIC: The Troy Saga (Original Concept Album),https://open.spotify.com/album/2j94jmFiOvCwS8Oj6br91A,"Jorge Rivera-Herrans, Armando Julián, Steven Dookie, EPIC Ensemble","https://open.spotify.com/artist/2kdmTOXncgNHSuYVMhdd5I, https://open.spotify.com/artist/6bVYQ4OCT9GIoQF5W6mVTj, https://open.spotify.com/artist/6rLqxfVk0nnbaIgAbuQRHa, https://open.spotify.com/artist/35Xs1OZ4WgpeqUTkjkX7lf",2024-12-15,180705,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
furry shit,https://open.spotify.com/track/7rdPCrB1mfduKnp8JnxCBE,furry shit,https://open.spotify.com/album/6wcObx4N6TsMlDVWQZG2rD,foxxlust,https://open.spotify.com/artist/59z0uoCfR6du9cJue8YUco,2024-12-16,60682,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
FYM,https://open.spotify.com/track/2IBlmGfgbV6Z2YbSFxQqcA,FYM,https://open.spotify.com/album/3kiCQHfYUGjGB1zMT25fBL,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,161005,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Gardens,https://open.spotify.com/track/4DeFi3IesFFlw8LZFp0zWP,CDs,https://open.spotify.com/album/604N1kvCmybAqo21URz29C,JulezJZ,https://open.spotify.com/artist/3lof8xsypjavmVwpcFl1hX,2024-12-15,229180,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Get Fresh,https://open.spotify.com/track/55I8hb0B1Cg2kV3YWAt7VT,At Your Own Risk,https://open.spotify.com/album/4kREr1gGyWqNTqgNEUz67a,Ace Creator,https://open.spotify.com/artist/2BEtzhPN4vFiJPjOJUhG0c,2024-12-15,185179,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Get Fresh,https://open.spotify.com/track/7Il1wqrkEj1NSjciwdpBk0,At Your Own Risk,https://open.spotify.com/album/0Q2ynuP0xnO77Id4reXm6d,Ace Creator,https://open.spotify.com/artist/2BEtzhPN4vFiJPjOJUhG0c,2024-12-15,185179,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Get Fresh,https://open.spotify.com/track/5Px4bYpp6FGFXTVPh2Suql,Get Fresh,https://open.spotify.com/album/7AtsyVOdoVnfEswmFLiD1x,"Troon Cate, Burtono","https://open.spotify.com/artist/1cHCH0SVFSckGxxizcYjFW, https://open.spotify.com/artist/59j2SvjpRpoEKP79Up6iUZ",2024-12-15,182047,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
GET FRESH.,https://open.spotify.com/track/6TI7PRWLTb1H8I0NpnLpEG,GET FRESH.,https://open.spotify.com/album/7aqi0pXTYKExtZhKHXiNit,"Ezra, NIECHH","https://open.spotify.com/artist/4r0ooodYiU8h88NprDgHnH, https://open.spotify.com/artist/0fOxFeQFRm6P5F5AvNSSTD",2024-12-15,182111,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Get Used To It,https://open.spotify.com/track/5fUXR4bPnMnhsYadPnqAEZ,Music4U,https://open.spotify.com/album/4QCbvrKt9LgKvksRWzjcDO,icryduringsex,https://open.spotify.com/artist/5dpFvg3GgOk9bZgG4FN4Fw,2024-12-15,162446,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Girl45,https://open.spotify.com/track/1efxqoFfzOBYY1Nu7d2jyV,Girl45,https://open.spotify.com/album/31OJNWgHOukUVgHs9QiGCx,Pipeline Punch,https://open.spotify.com/artist/5tf4EAePh9Adk00WnydfnY,2024-12-15,133271,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Girlfriend,https://open.spotify.com/track/0cUfa4Mb6DapafuRpELGBJ,Girlfriend,https://open.spotify.com/album/36dHeOKnrPgyzWQccJYocz,Squish,https://open.spotify.com/artist/7KuC3LimM4OgSpZa72PF51,2024-12-15,218406,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Girls Like Me,https://open.spotify.com/track/7i6xBWQ8hSygXIXo3Hsb0w,Girls Like Me,https://open.spotify.com/album/6PbHYA0CGys6hRB0APVFJJ,Silly Salamander,https://open.spotify.com/artist/7eHt3lUzYzgMkWz4qE12gP,2024-12-15,156000,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
GLOBETROTTER,https://open.spotify.com/track/5gPhFd2bheZES0GWqLpO7B,CALL ME IF YOU GET LOST: LOST TRACKS,https://open.spotify.com/album/18RDbFA8eFqrjM5XZsboxm,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,196323,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Gloomy Radio,https://open.spotify.com/track/62PSN6CMyMdyqHoUfTMHFu,Tyler EP,https://open.spotify.com/album/3Oy7bDJqtbMKTgetQ3HDop,The Activist,https://open.spotify.com/artist/1e3BzLHwWTlo0Twc47xXJd,2024-12-15,266527,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
GO TAKE A SHEET (INTRO),https://open.spotify.com/track/5PIT2tlYpR9PyOWQlaAF9y,SKINNY DIPPIN AT THA MOTEL 6,https://open.spotify.com/album/3QHyPYp0SBoEsUUqtsWfKj,SAIGA12,https://open.spotify.com/artist/0F49Yj7KAapV4PV8rZtVbl,2024-12-27,44486,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
"GOLF Media Freestyle (Tyler, The Creator x A$aP Rocky)",https://open.spotify.com/track/4XYmTTQYjBeTbivxr0Wf5O,"GOLF Media Freestyle (Tyler, The Creator x A$aP Rocky)",https://open.spotify.com/album/1ivu1KDWOJXr3k4A7bY3JJ,Breaded Beans,https://open.spotify.com/artist/5pQVwAPuspOhZ4SMJDgctF,2024-12-15,130632,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
GOLFBOYSHIT - Remix,https://open.spotify.com/track/6GfDDRaluWXVweNZLvIOu2,GOLFBOYSHIT (Remix),https://open.spotify.com/album/2gn1i9sjWI5RTu1APaKLsa,"Chesey, Cge","https://open.spotify.com/artist/57AReiwY90nhC3Ez7IRs65, https://open.spotify.com/artist/0xbBWkmsRqh9fOr5oy5CNd",2024-12-15,149559,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
Good Mood,https://open.spotify.com/track/5Y4fDCsfjk7loCtEP3Ef37,Harmony Destruction,https://open.spotify.com/album/3HefRXrgVp99odTv5bS050,Rayman Rave,https://open.spotify.com/artist/68k7oHbNM3MuYr4YVvZ8AH,2024-12-15,180897,2024-12-15,"Can anyone hear me? I&#x27;m so scared to forget. I&#x27;m so scared that everything will disappear, so I&#x27;ll keep everything right here, always keep everything near, never let it leave arm&#x27;s length, and maybe I&#x27;ll have the strength, to never forget it all again.",Rook's Collection of Withdrawn Songs
