track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(It Goes Like) Nanana - Edit,https://open.spotify.com/track/23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana [Edit],https://open.spotify.com/album/2LVDNOUUy2g8517ZEtQIcK,Peggy Gou,https://open.spotify.com/artist/2mLA48B366zkELXYx7hcDN,2023-09-02,231545,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
10 Minutos,https://open.spotify.com/track/7EbZqc1rELPFw89Y4uhpYK,10 Minutos,https://open.spotify.com/album/5S9iQ1vKSkrToyFKS9INLM,Miki Núñez,https://open.spotify.com/artist/2hahtdJusGYC77DKod4qfB,2022-02-26,163593,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
1000COSAS,https://open.spotify.com/track/6xqQDwzjswlToEEHgvA3KM,1000COSAS,https://open.spotify.com/album/0tsruTj7W1OO3QyOLdnoBj,"Lola Indigo, Manuel Turizo","https://open.spotify.com/artist/3bvfu2KAve4lPHrhEFDZna, https://open.spotify.com/artist/0tmwSHipWxN12fsoLcFU3B",2024-03-23,239482,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
10:35,https://open.spotify.com/track/6BePGk3eCan4FqaW2X8Qy3,10:35,https://open.spotify.com/album/77wWx9sOCJiy0wcn0P44NO,"Tiësto, Tate McRae","https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z, https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym",2023-02-25,172252,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
150 CANCIONES,https://open.spotify.com/track/7B8Oux2lcjPTfInXAbabbx,150 CANCIONES,https://open.spotify.com/album/1RlhA6T45ecMGE8h6V5idp,"Recycled J, Selecta","https://open.spotify.com/artist/4bWHA8fMNjzfGPQqnh5D6y, https://open.spotify.com/artist/1m9WPOccw8sizsVYUhSVjZ",2024-06-29,127458,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
360,https://open.spotify.com/track/5KGgrDNF3C5vXwgSPaYASE,360,https://open.spotify.com/album/15V2zidbxeAZaYxodPkE3T,Marc Seguí,https://open.spotify.com/artist/5FQ8tBUtIamA2hRtatrYUF,2022-02-19,195043,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
5 estrellas,https://open.spotify.com/track/5yszl4UEZcnrXdTmkawdjw,5 estrellas,https://open.spotify.com/album/1XMOWi216RSztbI7MXOwcV,Marc Seguí,https://open.spotify.com/artist/5FQ8tBUtIamA2hRtatrYUF,2023-06-24,198214,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
A Bar Song (Tipsy),https://open.spotify.com/track/2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),https://open.spotify.com/album/6egBeCLeGITzGSo5VyRjwZ,Shaboozey,https://open.spotify.com/artist/3y2cIKLjiOlp1Np37WiUdH,2024-08-17,171291,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
A Contracorriente,https://open.spotify.com/track/2XBzPGUfiHG9xBGBuuKHwk,A Contracorriente,https://open.spotify.com/album/1A30cr9RFN6VDgsqMdFqg4,"Alvaro Soler, David Bisbal","https://open.spotify.com/artist/2urF8dgLVfDjunO0pcHUEe, https://open.spotify.com/artist/5gOJTI4TusSENizxhcG7jB",2022-01-22,194824,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
abcdefu,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,abcdefu,https://open.spotify.com/album/6tUQPKlpR4x1gjrXTtOImI,GAYLE,https://open.spotify.com/artist/2VSHKHBTiXWplO8lxcnUC9,2022-01-15,168601,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
About Damn Time,https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3,About Damn Time,https://open.spotify.com/album/4JApkbiesQxv5drdEZRlZC,Lizzo,https://open.spotify.com/artist/56oDRnqbIiwx4mymNEv7dS,2022-06-11,191822,2022-01-15,"¡Los 40 principales éxitos de la radio musical! Se actualiza cada semana con la nueva lista de LOS40 ¡Busca más playlists en nuestro perfil y en la <a href=""http://onelink.to/los40app"">app LOS40</a>!",Lista de LOS40 (Oficial) | 🇪🇸
