track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
A Thousand Miles (Live Acoustic),https://open.spotify.com/track/6t9smWoGTgUF2LVSQuJK5P,Hear The Bells,https://open.spotify.com/album/5TacRpGPW76MMtfXge12OA,Vanessa Carlton,https://open.spotify.com/artist/5ILrArfIV0tMURcHJN8Q07,2016-08-02,278346,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
American Oxygen,https://open.spotify.com/track/6r64PMqq9VxnT0Xr3439uH,American Oxygen,https://open.spotify.com/album/0OGWPqm097un4kgcpM3fh0,X Ambassadors,https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB,2016-08-02,305093,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Ants Marching,https://open.spotify.com/track/3HL9dtbUo5mJwXQyaEUESR,Under The Table And Dreaming,https://open.spotify.com/album/3eAA4fvTVttgUlE43vRVMq,Dave Matthews Band,https://open.spotify.com/artist/2TI7qyDE0QfyOlnbtfDo7L,2016-08-02,270760,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Anywhere,https://open.spotify.com/track/1zxZ8lz2mJspMvRrEd9sWT,Anywhere,https://open.spotify.com/album/7sQOtKcwp36OEtA14XhoRS,Passenger,https://open.spotify.com/artist/0gadJ2b9A4SKsB1RFkBb66,2016-08-19,216200,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Apologize (Acoustic Version),https://open.spotify.com/track/6QT53ohGZeLGoYktBPRePD,Apologize + See You Again (Acoustic),https://open.spotify.com/album/1JJftqO5YmyYuXXAvfIf1A,Kacey Musgraves,https://open.spotify.com/artist/70kkdajctXSbqSMJbQO424,2016-08-02,151880,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
As Long As You Love Me - Acoustic Version,https://open.spotify.com/track/49rJsV4jSGjCLoks1fvzhP,Believe Acoustic,https://open.spotify.com/album/1RMfz6rbIyrQYChfcCoiJ4,Justin Bieber,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,2016-08-02,221693,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
At the Beach,https://open.spotify.com/track/4W7kSD4CCC8cpjj9CVWj6E,Mignonette,https://open.spotify.com/album/6HyngmlZ9SPrTBoYdsNiyf,The Avett Brothers,https://open.spotify.com/artist/196lKsA13K3keVXMDFK66q,2016-08-02,249173,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Atlas Hands,https://open.spotify.com/track/6prHv5l1oTa7Vtgv1AWFTW,Last Smoke Before The Snowstorm,https://open.spotify.com/album/2BMReG9Ip2A6ZYXwnOfYXr,Benjamin Francis Leftwich,https://open.spotify.com/artist/7D5oTJSXSHf51auG0106CQ,2016-08-02,173080,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Back to the Earth,https://open.spotify.com/track/0oR4SzaEYWNCIj6uEQQrbA,Back to the Earth,https://open.spotify.com/album/2ZyxXs5j27wgM5UlVvRkqk,Jason Mraz,https://open.spotify.com/artist/4phGZZrJZRo4ElhRtViYdl,2016-08-02,224853,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Banana Pancakes,https://open.spotify.com/track/0BgbobvykXxEvxo2HhCuvM,In Between Dreams,https://open.spotify.com/album/2B9q4KPjOEYu885Keo9dfX,Jack Johnson,https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3,2016-08-02,191906,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Barcelona,https://open.spotify.com/track/1yJZwBqTyGTB7mz8nZyiel,Wanted on Voyage,https://open.spotify.com/album/5tF2lAa2rh2kU2xIiBzWia,George Ezra,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j,2016-08-02,188960,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Barely Breathing,https://open.spotify.com/track/75HZ6Wxnw8xbgz6HU9kKCS,Duncan Sheik,https://open.spotify.com/album/5ZnSDcIB3iZcpmNa0Cahlf,Duncan Sheik,https://open.spotify.com/artist/3AO6RTDA16mg8czQI5Y9K0,2016-08-02,254546,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
Barrel Of A Gun,https://open.spotify.com/track/1M8wbxGt72j4nyD118oMuQ,Lost And Gone Forever,https://open.spotify.com/album/0IbyzNtPkB8p7uKmvyrC63,Guster,https://open.spotify.com/artist/34XlPCFfB4vT7P1ekWq9Jc,2016-08-02,190480,2021-12-21,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",Summertime Vibes
