track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
()vȯ)) ̷̨ʅ(۝ʅ(Ɵʅ():::()̵̳̗̊(Ɵʅ()vȯ)) ̷̨ʅ,https://open.spotify.com/track/55meeb1WffJW16DfMnWVi0,()vȯ)) ̷̨ʅ(۝ʅ(Ɵʅ():::()̵̳̗̊(Ɵʅ()vȯ)) ̷̨ʅ,https://open.spotify.com/album/1ML2pQY7ZpF1q16zaGDv81,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,https://open.spotify.com/artist/1TIbqr0x8HoKzKBNtNN8wf,2022-09-22,271642,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
10101,https://open.spotify.com/track/44xKWbVTwelhifKeKJJba9,The Idiots Are Winning,https://open.spotify.com/album/2AoS2OI3y6wHDeZ5KfSw13,James Holden,https://open.spotify.com/artist/15e0X6NuMsVuHi7AZhcfyI,2022-04-27,365306,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
12H.5 - Remix,https://open.spotify.com/track/4VgXNDwT84ZcVPT0diAf6a,Variations,https://open.spotify.com/album/2nxvM7BXWZqeqkMO3e2zck,Donato Dozzy,https://open.spotify.com/artist/2LmP2eHIAmprDBQfi4jiBC,2020-09-03,428000,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
1471,https://open.spotify.com/track/1BVo3CqGJO3YMNeoK5Ihye,1471,https://open.spotify.com/album/6aazGhy1unBHW4nPE6uHlN,"Babyfather, Tirzah","https://open.spotify.com/artist/3DmDJOQgrwlq8MxXGLeFvA, https://open.spotify.com/artist/6f5lOlSFJw9K79gaNnmWAd",2022-11-07,104000,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
160 DOWN THE A406,https://open.spotify.com/track/5jzFu34HlUwVRM79wZiu4J,160 DOWN THE A406,https://open.spotify.com/album/1ooaFV3YPtnPjUGdAIp6bZ,SHERELLE,https://open.spotify.com/artist/2TFDQkQ7LahhuwL9p7R6MO,2021-08-13,362845,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
2010,https://open.spotify.com/track/5kUgMxXcpAdsnKumXs4J5Z,2010,https://open.spotify.com/album/3BO8pSV1AMv2UkE80FHMR3,Earl Sweatshirt,https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu,2021-11-19,148027,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
30 Tears,https://open.spotify.com/track/73tbEnfo0vb7UAdGQe7d4e,Forever,https://open.spotify.com/album/41ZVcjCy19SruijxVQDHDA,ESP,https://open.spotify.com/artist/0G2H8XIsqcdI5GJrYdRRPa,2022-04-27,193697,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
4sure,https://open.spotify.com/track/7epcr2g9lnOHu0GHpNDxEz,Sd-1,https://open.spotify.com/album/0YUmazidBacqOJTdUD7QnZ,Loukeman,https://open.spotify.com/artist/10JL2s5aUztzFyURrFrxtL,2022-02-08,149808,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
4U,https://open.spotify.com/track/0G2OvqpvifsIHALlLqB5NG,4U,https://open.spotify.com/album/3pzBGaaeMp94XAnoKhqg8x,Pi’erre Bourne,https://open.spotify.com/artist/3x3jSlhyv5CiCZDZlaTq0M,2021-04-06,218000,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
50 Euro to Break Boost,https://open.spotify.com/track/621ALAYuQFMnpBBdKXXAnS,Compro,https://open.spotify.com/album/3yXIkSJWpudtgF0TZuB16U,Skee Mask,https://open.spotify.com/artist/2qwi0hBvI2GrbkurOnw3hZ,2019-01-31,307314,2023-02-14,inspirations &amp; favorites,JG ~ Dusk Til... 💫
