track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Ach so gern,https://open.spotify.com/track/5gjPnBVjmKAe5f1ygJJbFN,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,202546,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Allesfresser,https://open.spotify.com/track/69InBLmrz7Cu0jBJk1dAgw,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,209120,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Allesfresser - Live,https://open.spotify.com/track/39NKrOMDlgtMIcxOOmnuyQ,Praise Abort (Live in Moscow),https://open.spotify.com/album/7IUUjBQq3dPPNgYrchndOd,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2021-04-09,240453,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Blut,https://open.spotify.com/track/5Q3qJECYqYs2ROryex8ZFi,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,242773,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Children of the Sun,https://open.spotify.com/track/0w45Q1ob7kY9Nh9nO3ph1g,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,220573,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Cowboy,https://open.spotify.com/track/0uCsCo9UO68t46yyLxjXmB,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,191013,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Fat,https://open.spotify.com/track/12jrW2ool9GEgFXiiAVIqc,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,252266,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Fish On,https://open.spotify.com/track/3CcUg476efrpBVdhrGUWtd,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,252293,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Frau & Mann,https://open.spotify.com/track/3TUBcFD2zioMC1jt6L8ILn,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,213986,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
G-Spot Michael,https://open.spotify.com/track/0w7FHwjyq0nnxjotU9SdyV,Fish On,https://open.spotify.com/album/0uqwMefoKph2UuaylhIlCT,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,218000,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Golden Shower,https://open.spotify.com/track/3F6gZKxRgEZqaPaRktFPA4,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,264266,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Gummi,https://open.spotify.com/track/3CH5S8r7R4uRMQc9xyOjhf,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,236386,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Home Sweet Home,https://open.spotify.com/track/07fK0JZ4OCbBovMn1Elrrc,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,225146,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Ich weiß es nicht,https://open.spotify.com/track/22NDkUPSCwVbC3qtTV5JdA,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,289786,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Knebel,https://open.spotify.com/track/1C1MRQAQSuYWXJKziMZWoR,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,230200,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Ladyboy,https://open.spotify.com/track/42DyyEfxbPexSiFVz4OnWH,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,200520,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Mathematik - A19,https://open.spotify.com/track/7EGmHyr7Pe8RO7c02L5DXy,Mathematik,https://open.spotify.com/album/29jsaLZpeO5jQLtOVUgwdV,"Lindemann, Haftbefehl","https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv, https://open.spotify.com/artist/6ynopZPMBXcIGBI9M02Un5",2018-12-18,215519,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Platz Eins,https://open.spotify.com/track/4kF5GADt85FeD8Y26RRyLY,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,235413,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Platz Eins - Video Version,https://open.spotify.com/track/61XjsiNAvSJQeXLLkItpof,Platz Eins (Video Version),https://open.spotify.com/album/6vxTFmDLa7SRj7ekuJOCqw,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2020-02-07,233428,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Praise Abort,https://open.spotify.com/track/1IHCEJ8tsYLYy7n65C0CVe,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,281826,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Praise Abort - Drago Baotic Smooth Version,https://open.spotify.com/track/6yHk3oryvZF48e4LDkxI8n,Fish On,https://open.spotify.com/album/0uqwMefoKph2UuaylhIlCT,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,221587,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Praise Abort - Live,https://open.spotify.com/track/3r3vaW0DHspjjsw02wmpJo,Praise Abort (Live in Moscow),https://open.spotify.com/album/7IUUjBQq3dPPNgYrchndOd,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2021-04-09,301173,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Schlaf ein,https://open.spotify.com/track/2QgGcttB41bGU5D4X16vck,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,309146,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Skills in Pills,https://open.spotify.com/track/6hvBZMTNAJTCei1BxEATzK,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,255680,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Steh auf,https://open.spotify.com/track/2cwwUYTPOEfz0pam6tiVZz,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,184080,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Steh auf - Trivium Remix,https://open.spotify.com/track/4LKk1P3icU4FyYnYXPzrSf,Steh auf,https://open.spotify.com/album/231la1R3Z2UWS0rjRTIm9U,"Lindemann, Trivium","https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv, https://open.spotify.com/artist/278ZYwGhdK6QTzE3MFePnP",2019-09-12,187680,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
That's My Heart,https://open.spotify.com/track/5MgWBlKvVESxyYpRFehNhc,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,278800,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Wer weiß das schon,https://open.spotify.com/track/5WcZGKFwQo3yM7qNW0iqix,F & M (Deluxe),https://open.spotify.com/album/7vTIPNCT9nCHw8hhskPYj1,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2019-11-23,237733,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
Yukon,https://open.spotify.com/track/4Dwa4xaoQBHqHH0aY4kGqK,Skills in Pills,https://open.spotify.com/album/0koBPzLDxkhwKrKb3JmJ9n,Lindemann,https://open.spotify.com/artist/65A714FqhSPjoFZeffQbTv,2018-12-03,285146,2024-03-28,"<a href=""https://lindemann.band"">New Album &quot;F &amp; M&quot;</a>",LINDEMANN complete
