track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
"$ 10,000 Lincoln Continental",https://open.spotify.com/track/1z686zatCt0J4bWwdRRQpN,I Put A Spell On You: Best Of,https://open.spotify.com/album/2YK4ndDzRp2zLgf41kXjRW,Screamin' Jay Hawkins,https://open.spotify.com/artist/3VBpsrUi2vV7Uj87ONHu7Z,2023-08-10,162626,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
4:59am,https://open.spotify.com/track/4mKYXnWs3NLCK8VSSqJdv3,Blues 100,https://open.spotify.com/album/3jU0cukuViSuOm3EqTaOQe,Little Milton,https://open.spotify.com/artist/0MPtuQaV2GiRdLjAkPOaan,2022-05-27,283106,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
A Hard Road,https://open.spotify.com/track/0WJGPcD139Pga5SgNV4Pj1,A Hard Road (Deluxe Edition),https://open.spotify.com/album/0DMfmALbvN3V0GAkzpeRw1,John Mayall & The Bluesbreakers,https://open.spotify.com/artist/2ScuQMRWThcifBRIvNDFDC,2022-05-13,189360,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Ain't Superstitious,https://open.spotify.com/track/2z47CyvhUXKg2aE5DVBSeK,Shake Down,https://open.spotify.com/album/5F5h5lLNgbQXYvulMUZ2Vb,Savoy Brown,https://open.spotify.com/artist/17obwOahRWI121iMUZznh2,2022-05-27,210106,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Albert's Shuffle,https://open.spotify.com/track/1eWZY9g8A7GAbBTfxMUy14,Al's Big Deal,https://open.spotify.com/album/4tjoWIPvhO3GW5vty6tHUn,Al Kooper,https://open.spotify.com/artist/49JvZ17o0VaAmXaJv5kZlv,2022-05-13,414000,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
All for Business,https://open.spotify.com/track/6AMdol1lcjmxZIuhU9AUes,Chicago Blues Legend,https://open.spotify.com/album/5ZGbl7pSynpLgc5HV5dxdI,Byther Smith,https://open.spotify.com/artist/6xvCAutMGoKknAWPv0tnxR,2022-05-27,199253,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
All Your Love,https://open.spotify.com/track/3dTKNQxas5m4cuunpHiVpi,1956-1958 Cobra Recordings,https://open.spotify.com/album/2qmdzBnhgSKueas63F83g7,Otis Rush,https://open.spotify.com/artist/1h0hOL3bVcYlg4xcSjU7fP,2022-07-01,158200,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
All Your Love (I Miss Loving),https://open.spotify.com/track/6NEnXMaCfk0dg2BnuObxX7,Double Trouble,https://open.spotify.com/album/3jM3xqyJos5CEXCrdO1hQf,Otis Rush,https://open.spotify.com/artist/1h0hOL3bVcYlg4xcSjU7fP,2022-05-13,157813,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
All Your Love - Stereo,https://open.spotify.com/track/1yKah8BCP3Vgq2tPBOLKL0,Blues Breakers,https://open.spotify.com/album/4bSvzPMgzwvfqHAbcWG88o,"Sam Maghett, John Mayall & The Bluesbreakers, Eric Clapton","https://open.spotify.com/artist/1xSXnf7mFuxNF0CMyQmpX2, https://open.spotify.com/artist/2ScuQMRWThcifBRIvNDFDC, https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD",2022-05-13,212600,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Baby What You Want Me To Do,https://open.spotify.com/track/05oMNN5Rbv6rVqyFFG9uTl,The Very Best of Jimmy Reed,https://open.spotify.com/album/2PMRy0eJABQCG5glccW4pk,Jimmy Reed,https://open.spotify.com/artist/41ZMMuFFLPTVPkUsSI5KlV,2022-05-13,144426,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Be Careful With a Fool,https://open.spotify.com/track/3YGsgJqtIWKjMjZtKLk11Z,Johnny Winter,https://open.spotify.com/album/5RNAJslV8AaTq2gM5JJ9Ch,Johnny Winter,https://open.spotify.com/artist/2ODUxmFxJSyvGiimNhMHbO,2022-05-13,314880,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Blues Before Sunrise,https://open.spotify.com/track/18bSzFqEPn4A9d8AyzxI6g,From the Cradle,https://open.spotify.com/album/0im1aMw5Wf5PUOdRKVLU1w,Eric Clapton,https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD,2022-05-13,177506,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Blues Before Sunrise,https://open.spotify.com/track/648g2wFtqqzK8rW0Y2F0T3,From the Cradle,https://open.spotify.com/album/5P2ZoNb6NJL7P5VexrQOeg,Eric Clapton,https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD,2022-10-04,177506,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Boom Boom,https://open.spotify.com/track/6MBlp2Gs9Q9aGWqDDJiNkt,Boom Boom,https://open.spotify.com/album/5Bsx6KPTdZfbmwIWbxK0wo,John Lee Hooker,https://open.spotify.com/artist/1yNOfXGQNGjAynk77wv85x,2022-05-13,259079,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Boom Boom (feat. Jimmie Vaughah) (2007 - Remaster),https://open.spotify.com/track/707t1ODCETCCgiZNQVEbMb,Boom Boom,https://open.spotify.com/album/0keiVYLEe5RKFslw9X9veN,"John Lee Hooker, Jimmie Vaughan","https://open.spotify.com/artist/1yNOfXGQNGjAynk77wv85x, https://open.spotify.com/artist/4gPGI1vW8TOypARV9Ykzae",2023-08-10,258959,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Born In Chicago,https://open.spotify.com/track/6tUCV9S6JZT7qzW65ptXqc,Blues Brothers 2000,https://open.spotify.com/album/6xj8KDSoPvZCquyIHWo0PJ,The Paul Butterfield Blues Band,https://open.spotify.com/artist/6kz7WuPaUa4QVreP27I33i,2022-05-13,185226,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Born Under A Bad Sign,https://open.spotify.com/track/01UTGeKaSANZCXxkAu6vPY,Born Under A Bad Sign,https://open.spotify.com/album/67I17xxxioQjnisRNmuSPE,Albert King,https://open.spotify.com/artist/5aygfDCEaX5KTZOxSCpT9o,2022-05-13,167040,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Born Under A Bad Sign - Mono Mix,https://open.spotify.com/track/3ocm1Cf1Dk1ODrdBdybh82,Born Under A Bad Sign (Mono),https://open.spotify.com/album/0Ez9S8Dhzr1fa6ZCkcIJiR,Albert King,https://open.spotify.com/artist/5aygfDCEaX5KTZOxSCpT9o,2022-07-01,169997,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Call It Stormy Monday,https://open.spotify.com/track/0v6tG0HoAHiluZAeany7oU,In Session (Remaster w/ eBooklet),https://open.spotify.com/album/62rUsLpP1lxJ1gJUiXJJI4,"Albert King, Stevie Ray Vaughan","https://open.spotify.com/artist/5aygfDCEaX5KTZOxSCpT9o, https://open.spotify.com/artist/5fsDcuclIe8ZiBD5P787K1",2022-05-13,540573,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Coming Home,https://open.spotify.com/track/11PHsJtzsUIL8voMtHN47S,Mr. Wonderful,https://open.spotify.com/album/2yBjm0Jb8d8Oaor7F6ivyN,Fleetwood Mac,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,2022-05-13,158666,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Coming Home,https://open.spotify.com/track/2ovvpvMVd1ZcvP0qttCnDa,Mr. Wonderful (Deluxe),https://open.spotify.com/album/3RT7bmMbIAuDHB9L1HwTzh,Fleetwood Mac,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,2023-03-03,161040,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Double Crossing Time - Mono,https://open.spotify.com/track/07fmUH4VMyKkCRaugAyke7,Blues Breakers,https://open.spotify.com/album/4bSvzPMgzwvfqHAbcWG88o,"Eric Clapton, John Mayall, John Mayall & The Bluesbreakers","https://open.spotify.com/artist/6PAt558ZEZl0DmdXlnjMgD, https://open.spotify.com/artist/5s4z3mRAE7nxE3jjft8J3h, https://open.spotify.com/artist/2ScuQMRWThcifBRIvNDFDC",2022-05-27,180693,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
Double Trouble,https://open.spotify.com/track/3JggrSor1wtd74bvF2fsmz,1956-1958 Cobra Recordings,https://open.spotify.com/album/2qmdzBnhgSKueas63F83g7,Otis Rush,https://open.spotify.com/artist/1h0hOL3bVcYlg4xcSjU7fP,2022-09-30,163933,2022-05-26,Plugged in and cranked up; the hottest Blues records from an amplified era. Cover: B.B. King.,Electric Blues Classics
