track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Hob Asharah,https://open.spotify.com/track/0DSDesDMWWQxi433jsBdQ4,Hob Asharah,https://open.spotify.com/album/5nWfksGOppPDh650Lqgz1W,Mohanad Al Marsoomi,https://open.spotify.com/artist/1slDivlRCooYvl3me2fg2H,2024-10-03,227368,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hobbak,https://open.spotify.com/track/6JIrwmPDomcKGVnDthCcrt,Hobbak,https://open.spotify.com/album/3eLHieRUMkqZLN2UHgWDMi,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2025-01-22,258913,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hobbak Dar,https://open.spotify.com/track/2AIUJ9QAtwzP6wfLP9L1Ye,Hobbak Dar,https://open.spotify.com/album/22d8IxsrkUVBSmBCtbapCQ,Saif Amer,https://open.spotify.com/artist/748f0zL5X2KNapx8K93SUq,2023-05-01,189036,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Hobk Tarak Ather,https://open.spotify.com/track/3087i1xlpg2i1g77CSosnE,Hobk Tarak Ather,https://open.spotify.com/album/7ttYNCLKQnEcTQOuSr4hhF,Husam Al Rassam,https://open.spotify.com/artist/4WSDfufVR7neAAJngREPth,2022-11-01,277942,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Housat Al-Ased,https://open.spotify.com/track/0nBNzq38wLMVAh91bC5Eyl,Housat Al-Ased,https://open.spotify.com/album/2aSjEA9gC5J08NtTlKGRqG,Husam Al Rassam,https://open.spotify.com/artist/4WSDfufVR7neAAJngREPth,2022-05-31,244577,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
"Iraq Cypher (feat. Kira The Blurryface, Armando Rap, Odd Khalid, Disser, KC Hamada, Alrong, Genesis, Nayomi & EL SEEN)",https://open.spotify.com/track/1WMQlJFH3UIuwAKkoatUo5,"Iraq Cypher (feat. Kira The Blurryface, Armando Rap, Odd Khalid, Disser, KC Hamada, Alrong, Genesis, Nayomi & EL SEEN)",https://open.spotify.com/album/0v99Q4aIsmzSf0UzYRGg2z,"Big Hass, Kira The Blurryface, Armando Rap, Odd Khalid, Disser, KC Hamada, Alrong, Genesis, Nayomi, El SEEN","https://open.spotify.com/artist/2ql58UK3Kq5d32topEu6Tv, https://open.spotify.com/artist/4R7pxLuB67BtKVX0BQRIyO, https://open.spotify.com/artist/2mFgrI1DeYCb5BMO4TzPkX, https://open.spotify.com/artist/59Ie9C5y5W6M1gBj0FUvkk, https://open.spotify.com/artist/1ckKDZAAYGqSHi8quAW7PZ, https://open.spotify.com/artist/3blZFhMJ3PjJSnOcoHg8bO, https://open.spotify.com/artist/0A82D7QijLeWDlwIWP2Xrx, https://open.spotify.com/artist/06C9hjoLs86MsWSZysR4hj, https://open.spotify.com/artist/63pexOL4YuXMRprBVl8wXh, https://open.spotify.com/artist/13TSKN9KQtsYPmkA5zJwua",2022-05-13,333149,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Jaybiale,https://open.spotify.com/track/7y5xSuRJxX2J273yPJ3HmU,Jaybiale,https://open.spotify.com/album/3mfasbwnaWRjREVfzXDoih,Maher Ahmad,https://open.spotify.com/artist/5yLHbf0ksRIA5w44VysqvC,2022-05-19,219080,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Jksara,https://open.spotify.com/track/4XAOZnXuPOGJ8MG0OdrMWt,Jksara,https://open.spotify.com/album/3bSe4AzGwBDXR2X9R3lt0g,Saif Amer,https://open.spotify.com/artist/748f0zL5X2KNapx8K93SUq,2022-09-28,216923,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kalam El Hob,https://open.spotify.com/track/6lE3VAWIsaXGw4H67spRsp,Kalam El Hob,https://open.spotify.com/album/6h3n3RjjTLFtcRzpppOUoO,Rahma Riad,https://open.spotify.com/artist/1JrJQz0AlGYbLxBnOEWfLx,2023-06-15,226744,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Karamti,https://open.spotify.com/track/1KvMp5OqzpTQOZYOohzynn,Karamti,https://open.spotify.com/album/7qQx75GAnzjtyoKRbYFHZE,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2022-06-13,223404,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kawkab Thani,https://open.spotify.com/track/1qHkH13KWiLu9mIyhZUir1,Kawkab Thani,https://open.spotify.com/album/7lKuYDGriTwJmzeTggFZMj,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2024-04-19,136551,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kemt Akrahak,https://open.spotify.com/track/6dUcVMzyhHtc53fIEKbzOf,Kemt Akrahak,https://open.spotify.com/album/5E2oPXxKJgutwwKQrwQftZ,Mustafa Al Rabeii,https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j,2022-05-19,238550,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Khal Nafterk,https://open.spotify.com/track/3NUhC39QTOVtlDC2jvO9st,Khal Nafterk,https://open.spotify.com/album/0eq2PMVmydIIKz8C4l0V5G,Habeeb Ali,https://open.spotify.com/artist/7KArBbdJ0GLtkEM3LUv1Fj,2022-06-20,210612,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Khaliji Westcoast,https://open.spotify.com/track/5oVcQLyEEJDiIoNPNi2pUQ,Khaliji Westcoast,https://open.spotify.com/album/5atrvsizsJwUKs4Xn3i95t,BAWS,https://open.spotify.com/artist/3AJxg1LAMYLSbiTvuoGXgK,2022-03-23,154932,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Khalik Wyay,https://open.spotify.com/track/4uqOg8WMvhsTYi5ysFvRv5,Khalik Wyay,https://open.spotify.com/album/3esWwkOVbDNB8LsLnOzjkL,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2024-04-19,166800,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Khalini Ahess,https://open.spotify.com/track/4nChFBb36g6oNflKniY8Iu,Khalini Ahess,https://open.spotify.com/album/37kgk3tZWy2T7ytdWtJtdi,Shatha Hassoun,https://open.spotify.com/artist/1lcW1aIAE06YGct3i35aVg,2021-12-23,216624,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kharetat Rohi,https://open.spotify.com/track/1WsM8j2SPwxZES5qYDUChG,Kharetat Rohi,https://open.spotify.com/album/4QrsKBnixRWc2fPzDL1Ozu,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2024-02-08,198750,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
khayef Akhsarah,https://open.spotify.com/track/2d89YOM8eeLB7D0lR8XQ5y,khayef Akhsarah,https://open.spotify.com/album/6UiAuY0uUdbQkRlgfqDrYs,Yousif Al Sumaidaie,https://open.spotify.com/artist/26oGZUtxxUt9xpCWFfGSXN,2023-05-02,247578,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Khema,https://open.spotify.com/track/6ZzPdpkD792JLNdZWepaqp,Khema,https://open.spotify.com/album/3ypLvgt1jBwMIVcUTdTjmU,Mohamed AlSalim,https://open.spotify.com/artist/5Zkp6UaHTafGRXROGj6W0S,2023-10-06,248348,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Khithlanek,https://open.spotify.com/track/338MhIVwiTj6xGGf7Qr2O0,Khithlanek,https://open.spotify.com/album/3ZjxOTp9GzO57dRa7C8pz6,Ayman Alatar,https://open.spotify.com/artist/30JNu4EdBVY0rVTiLveZ9f,2021-12-23,238181,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Khont We Tandemt,https://open.spotify.com/track/5mPD8KOs9PTGKCrjP87IV5,Khont We Tandemt,https://open.spotify.com/album/27eOhCtHiFlBKmirkupKdd,Habeeb Ali,https://open.spotify.com/artist/7KArBbdJ0GLtkEM3LUv1Fj,2021-12-23,244600,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kilshi Madayim,https://open.spotify.com/track/2d5ZY8RmnfKpjt9p60rrzH,Kilshi Madayim,https://open.spotify.com/album/4CTIHJlVjVlR34FGTySUDh,Habeeb Ali,https://open.spotify.com/artist/7KArBbdJ0GLtkEM3LUv1Fj,2022-02-11,218750,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
kol Alhwajiz,https://open.spotify.com/track/5XZPJVticxjlisRv74oZRB,kol Alhwajiz,https://open.spotify.com/album/70qix9t2mK54PvFCPT5LYz,Zaid Al Habeb,https://open.spotify.com/artist/1fIXYnOvlxESOGPL3l10YK,2022-03-11,211880,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kol Hayaty,https://open.spotify.com/track/4WHn7lvzx5azWQsfw8yB9J,Kol Hayaty,https://open.spotify.com/album/4dqxjgz2aeyDoXUdIGlw8G,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2023-06-18,178723,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kolshe Tegdar,https://open.spotify.com/track/2zvMRgW8YeyhQvGozK1UD7,Kolshe Tegdar,https://open.spotify.com/album/1rqR2s8a3sdxadybtCIYHj,Majid Almohandis,https://open.spotify.com/artist/2YquYFTCdzTnrcxZzzrNbj,2024-04-19,246812,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kolshy Ma Bayha,https://open.spotify.com/track/17bI0GhEjP59OHu4yuYjst,Kolshy Ma Bayha,https://open.spotify.com/album/58XqFD7G0i5cMDbFqnkqmH,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2022-05-31,204545,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ktabt Al Shoq,https://open.spotify.com/track/5PlRJISf2VobROGvoBlzbH,Ktabt Al Shoq,https://open.spotify.com/album/6nXUfQD9Y8M1DZZWWUztMM,Mustafa Al Rabeii,https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j,2025-02-14,435673,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kul Aaqlik,https://open.spotify.com/track/3KLBisaDEYNU8cZqCu8rc1,Kul Aaqlik,https://open.spotify.com/album/0AhXjQFS4bh1mIpVnMlb2c,Naser Almansouri,https://open.spotify.com/artist/0knsv9nmoVyEDtz3N2vBoB,2021-12-23,161794,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Kursi AlMalk,https://open.spotify.com/track/4wAujWCFWU2sP8zXnIALRa,Kursi AlMalk,https://open.spotify.com/album/3iVeuoQc68GSfAMQoeff57,"Mustafa Al-Abdullah, Aya Alqaisi","https://open.spotify.com/artist/3hHA3JWJQfVAYx5lRTxSxu, https://open.spotify.com/artist/012QJkuaDN2iAgnTAGoMXS",2021-12-23,200782,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
La Ta3lik - لا تعليق,https://open.spotify.com/track/2idrLeovShKhSEgxpbXJPZ,La Ta3lik (لا تعليق),https://open.spotify.com/album/21527GyQ0xj6EHB5SqDAv8,Humam Ibrahim,https://open.spotify.com/artist/5G8jeOHN04AHRt5Ln3kbX4,2022-10-11,182663,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
La Yalbukht,https://open.spotify.com/track/3q6f7xBrpHwt8PvmWCMuXZ,La Yalbukht,https://open.spotify.com/album/4hWmhWJk8VZeoIfl8nesys,Ahmed Al Maslawi,https://open.spotify.com/artist/00VUV8R7oHc6FSLFyNmwFa,2022-02-03,203920,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Lef Elkon,https://open.spotify.com/track/5Rzq5P1v9xDfPc5jTOieAM,Lef Elkon,https://open.spotify.com/album/1y0OCBu84DwxC6Ba3toGRA,Ahmed Al Maslawi,https://open.spotify.com/artist/00VUV8R7oHc6FSLFyNmwFa,2022-07-10,200867,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Lo Bdali,https://open.spotify.com/track/5gz4UWI9X5NGHL5ZWQz1SK,Lo Bdali,https://open.spotify.com/album/6ZVzhlLAa79Og3pvyihTXm,Dumooa Tahseen,https://open.spotify.com/artist/0453pwQTyMdU2a66fCFaUQ,2021-12-23,218592,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Lo Malkouni El Aalam,https://open.spotify.com/track/3XYOU8iPMJagw0PFwtmkxs,Lo Malkouni El Aalam,https://open.spotify.com/album/4sIgAuFMuU2HPqkgJ3RLRj,Sattar Saad,https://open.spotify.com/artist/2XwGAWUjz9JYas4QTq0lQN,2023-06-12,188000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Low Tehbny,https://open.spotify.com/track/1Qv14GgwC8DOg3w5IlXz2V,Low Tehbny,https://open.spotify.com/album/26QmCBzT5VngDgCFEmuAb1,"Yasser Abd Alwahab, Yousif Basim","https://open.spotify.com/artist/6257KWddv5693NK51w7iXa, https://open.spotify.com/artist/48gGrQgctA3maCIN6xRNTd",2023-02-06,187578,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Lyom Miladah,https://open.spotify.com/track/5e1VvU8X3MSt5iscjfM68p,Lyom Miladah,https://open.spotify.com/album/51ejcp69a3cb5vFLhgrDMz,Hussain Ghazal,https://open.spotify.com/artist/1dbZLkKMOFCuCouMiGfXXF,2023-03-16,207046,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ma Aandi Maslaha,https://open.spotify.com/track/5g8pT5nMMaIdefRYHaCMUB,Ma Aandi Maslaha,https://open.spotify.com/album/2xBNNc24EQgBgufRsBYXSr,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2021-12-23,223240,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ma Dal Makan,https://open.spotify.com/track/706ybZpgqWUWxf0lpwPkpG,Ma Dal Makan,https://open.spotify.com/album/6BOjZpXEsOOutRTEG0BYWT,Evan Naji,https://open.spotify.com/artist/2zgE2v3Zdc8CCFqATOA08Q,2022-06-23,235624,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ma kaffa Hobak,https://open.spotify.com/track/6d0yHHvEWfPtzvxbFqcZKR,Ma kaffa Hobak,https://open.spotify.com/album/1uty8SUxaddEWCYY1UmYGC,"Mustafa Al Rabeii, Kais Hisham","https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j, https://open.spotify.com/artist/5NoDkAWBJIHHBhq2iBtmcn",2023-02-21,256363,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ma Khaleek Tetshamat,https://open.spotify.com/track/7MBUSkkQlELJVysEKeAvbI,Ma Khaleek Tetshamat,https://open.spotify.com/album/2ftYkVKUmulxBXxWoCcENz,Ali Saber,https://open.spotify.com/artist/6kNbn4f4j3Uhd79CGCmcFK,2022-06-16,203885,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ma Matroukaa,https://open.spotify.com/track/1hx7D9TXiCGZg5LUZWZgL8,Ma Matroukaa,https://open.spotify.com/album/31KGaz4Fhmsr8xLFWCOyL9,Saif Nabeel,https://open.spotify.com/artist/2i8aIAYY0wCKbFYWiihztK,2024-04-10,155294,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ma Qasart,https://open.spotify.com/track/0Qpbsu4fszRrtc1g6NnSnm,Ma Qasart,https://open.spotify.com/album/0wQ3ft7291KtIoQzPQEkqt,Hamza Al Mahmdawi,https://open.spotify.com/artist/4fClSImakiSPnfxOa4NOiW,2023-06-13,199459,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ma Yrham,https://open.spotify.com/track/08tZf9bbR9WDa6G7S04ttp,Ma Yrham,https://open.spotify.com/album/2rOpwc0DnJMWPJjz8mZnlK,Jafar Al Ghazal,https://open.spotify.com/artist/33FJbhlNRNQIBQdlSF91sr,2021-12-23,209064,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Maali Habibi,https://open.spotify.com/track/69f4WjQ8eXRM2ESxlqeIWu,Maali Habibi,https://open.spotify.com/album/0qzmx29rHHEGictWe1qHuD,Dumooa Tahseen,https://open.spotify.com/artist/0453pwQTyMdU2a66fCFaUQ,2023-12-22,168888,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Madim Aleak,https://open.spotify.com/track/7x3OeqioqJIZD5y0yFEeir,Madim Aleak,https://open.spotify.com/album/7tGZPVKKgrV3aJ1fRQUjIj,Mahmoud Al Gayath,https://open.spotify.com/artist/0vlrGHoVOpmG8ufhbgcJe9,2022-01-20,205600,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Maqsoda,https://open.spotify.com/track/4Na3asJ6ziDXspqUtZH22W,Maqsoda,https://open.spotify.com/album/6S2F1BSq39W6AuQ7GA6hyF,Habeeb Ali,https://open.spotify.com/artist/7KArBbdJ0GLtkEM3LUv1Fj,2024-06-24,227647,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mashit Wayak,https://open.spotify.com/track/0Wq13UFsTy0ZGmwmPd7iaw,Mashit Wayak,https://open.spotify.com/album/6ZoXSyv6O4ZMYQt8XVCPIg,Osama Naji,https://open.spotify.com/artist/0Wsn2xJsy1aeAPfNviVDm4,2022-05-13,182160,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mawal Alila,https://open.spotify.com/track/0VS8KoZU9eJlEbrAdmd93a,Mawal Alila,https://open.spotify.com/album/4KwlxCgjLklIgoWVZY0zoz,Hatem Al Iraqi,https://open.spotify.com/artist/0yLMdeDY9aaF6R5V8EO99D,2022-07-04,151918,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mawata,https://open.spotify.com/track/7kwKxJjlATFSqYKKEhVBGD,Mawata,https://open.spotify.com/album/3DPn9TMsDGBiWiXljM4fMk,Mirna Tahan,https://open.spotify.com/artist/0GmjBO10yFgYsG67TcYJgg,2021-12-23,185000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Men Halwaket,https://open.spotify.com/track/5HRJEEbjlsshXBlYHRLE55,Men Halwaket,https://open.spotify.com/album/676Ri8ndBtfFXhHbAn44a2,Louay Nana,https://open.spotify.com/artist/4EYdSEi7yt7bfaiME819gI,2021-12-23,254210,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Meshwar Aldonia,https://open.spotify.com/track/3ktAIpByTbLeOXqfAXYGmS,Meshwar Aldonia,https://open.spotify.com/album/7HkvbF3eCjE2plwbz7t3Iu,Mustafa Al Rabeii,https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j,2023-04-04,200487,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Met Bab,https://open.spotify.com/track/6GoaNwrdWjmSCjN5qIB77U,Qalby Youhdthni,https://open.spotify.com/album/4ielaCNnKFHKcJk1umtPUH,"Mustafa Al Rabeii, Nedaa Shrara","https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j, https://open.spotify.com/artist/73GigUB11JrOl85L4ma1AI",2023-05-18,246400,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Methl Eyounech,https://open.spotify.com/track/51fWcoMwz08PdFATIydFMi,Methl Eyounech,https://open.spotify.com/album/705X273FVbOrvXLU6mBhrU,Mahmood AlGhiath,https://open.spotify.com/artist/7L7OKjCuLFVhDc0tA0RmVi,2023-09-22,245647,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Min Fadwa Li Dehketah,https://open.spotify.com/track/6tWh2BZh7W0wPQJpDNh9hc,Hatim Al Iraqi 2023 Part 1,https://open.spotify.com/album/6EGljudVBye50EfnfTMcHG,Hatem Al Iraqi,https://open.spotify.com/artist/0yLMdeDY9aaF6R5V8EO99D,2023-06-29,210000,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mitghaer W Halyan,https://open.spotify.com/track/6dnkpGCXQc22MpGYrO1tFn,Mitghaer W Halyan,https://open.spotify.com/album/6htpatd9SodufzqQDrLjM3,"Mohamed AlSalim, Mostafa Ibrahim","https://open.spotify.com/artist/5Zkp6UaHTafGRXROGj6W0S, https://open.spotify.com/artist/6rEEUjWP7GWSQHo5sTU2ZU",2022-05-24,250906,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mn Alakher,https://open.spotify.com/track/0iz6oJXP4bApFD0nx6PvZ6,Mn Alakher,https://open.spotify.com/album/0j15pXdLFmY9Vuaxdsoe4Q,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2023-11-23,179520,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mno Enta,https://open.spotify.com/track/2GBYI4P8SvdjcEfUELPzpd,Mno Enta,https://open.spotify.com/album/0ICKOpQg0VdEDQnZSHA07c,Bassam Mahdi,https://open.spotify.com/artist/3n6hTwcg7nmNCmHl1sHeCO,2022-07-07,249253,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mo Haram,https://open.spotify.com/track/5YXgPh7kJbqqmB7q9hWnwJ,Mo Haram,https://open.spotify.com/album/5LGAkpDdSpu82l62dCs8mZ,Mohanad Al Marsoomi,https://open.spotify.com/artist/1slDivlRCooYvl3me2fg2H,2023-06-26,177333,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Mo Wafi - مو وفي,https://open.spotify.com/track/3eetE1j3t8zX4XFPV0lmPD,Mo Wafi (مو وفي),https://open.spotify.com/album/2LJBbAAvWPt4ai0H2Cuf9r,"Ali Jassim, Hamza Al Muhmdawi, Ali Riyadh","https://open.spotify.com/artist/0sQhYPLQcT2qUZ5KV25WSe, https://open.spotify.com/artist/2UgjvFvfz7rQ5Vmu3HeEN5, https://open.spotify.com/artist/35pMeblJsAHj7ZzQrw4aX9",2022-02-09,224850,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Momken Trod,https://open.spotify.com/track/1uzQAA3DHWVLGQ1KfCUxp0,Momken Trod,https://open.spotify.com/album/1DbmECM1LsBaPsEPTzSvZw,Sara Salman,https://open.spotify.com/artist/0WjGa4issvirboeMa7QWcc,2024-04-12,169894,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Moshtaqeen,https://open.spotify.com/track/2Gyn7GF11iuSrSIId5b6M6,Moshtaqeen,https://open.spotify.com/album/3dI6EPPPLbWumMpAgfDyV1,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2024-10-17,255384,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Moushtaqa,https://open.spotify.com/track/4FpyysKYlKXHrG65ZmaK39,Moushtaqa,https://open.spotify.com/album/3GZ6qeNYqCh7mLEUbDxz9f,Aseel Hameem,https://open.spotify.com/artist/10bqdRYq6Ha83UeU77iXAo,2024-04-11,263132,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
My Angel,https://open.spotify.com/track/49cz53NuIM51grKU3vzfw6,My Angel,https://open.spotify.com/album/6vDsUpYNxKGDcMDRUzLZpF,Mahmoud Al Turky,https://open.spotify.com/artist/1GVRoyErxhZGdvmOKGO7W7,2022-07-01,227500,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Nar,https://open.spotify.com/track/1KFRIHZppFpLIQXhyVjniO,Nar,https://open.spotify.com/album/2Ls4sAGfO30G9Tuhsu3HKI,Hamza Al Mahmdawi,https://open.spotify.com/artist/4fClSImakiSPnfxOa4NOiW,2022-06-08,268235,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Nareen,https://open.spotify.com/track/3pBjDopdAqXsLGdnUxkbzC,Nareen,https://open.spotify.com/album/7IHpkI6UerJGlcLK0uII5e,Mohamed AlSalim,https://open.spotify.com/artist/5Zkp6UaHTafGRXROGj6W0S,2022-03-18,212976,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Nazel,https://open.spotify.com/track/6SEzeBRGe7ogNQixZzebDp,Nazel,https://open.spotify.com/album/4Zyp8rzt5VCSyO7cz066QI,"Ali Jassim, Mustafa Al-Abdullah, Moe","https://open.spotify.com/artist/0sQhYPLQcT2qUZ5KV25WSe, https://open.spotify.com/artist/3hHA3JWJQfVAYx5lRTxSxu, https://open.spotify.com/artist/4s03DfC6cLxCYirblvaKlO",2022-05-13,226417,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Nebqa Sawa,https://open.spotify.com/track/5kzBFesuyoOY3XGlNpdqrB,Nebqa Sawa,https://open.spotify.com/album/6zENml6NHJR1O93uc8Ya8J,Habeeb Ali,https://open.spotify.com/artist/7KArBbdJ0GLtkEM3LUv1Fj,2023-07-12,209255,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Nekser El Khater,https://open.spotify.com/track/2vnApSgg3vhyzjbcxcww2h,Nekser El Khater,https://open.spotify.com/album/1Hy6wVNw1CHqgvm0BKKfjc,Hatem Al Iraqi,https://open.spotify.com/artist/0yLMdeDY9aaF6R5V8EO99D,2023-03-09,184500,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Orsena Alyoum,https://open.spotify.com/track/0hQHz5CddvtQ3QQ9AxADjb,Orsena Alyoum,https://open.spotify.com/album/5qMnnGDZzHpyyY2ti8YfWq,Yasser Abd Alwahab,https://open.spotify.com/artist/6257KWddv5693NK51w7iXa,2023-05-05,198484,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
Ouf Youmah,https://open.spotify.com/track/0Oc9MU2mEItreIATvifcbc,Ouf Youmah,https://open.spotify.com/album/6xnkSLR4OMgc3cKyvezA6L,Mustafa Al Rabeii,https://open.spotify.com/artist/0jqaRKpjya9UYjDMK6Bg0j,2021-12-23,124772,2021-12-28,أحدث الاغاني العراقية. غلاف: كاظم الساهر	,عراقي جديد
