track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
ceilings,https://open.spotify.com/track/3hiuZQQ33aDnu4Xmmn8Lr7,five seconds flat,https://open.spotify.com/album/7vh3nkUP7HlDQIeSm7Ht6N,Lizzy McAlpine,https://open.spotify.com/artist/1GmsPCcpKgF9OhlNXjOsbS,2023-11-08,182887,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Changes,https://open.spotify.com/track/11pocbaq7T3ouJd4oa64Xn,Changes,https://open.spotify.com/album/2Q8EuF1l9sDpbVAmRRiW7e,Joy Oladokun,https://open.spotify.com/artist/7rrTqtOUOwva4sgTx9C9F9,2023-02-20,189722,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Chasing A Feeling,https://open.spotify.com/track/1sqVMoQANGKLdMi3qMdFSw,Shaking Hands With Elvis,https://open.spotify.com/album/3q8zi9mKfPybw6geOqHbI3,Allison Ponthier,https://open.spotify.com/artist/37zdNthUsPowEeNJDeCCYx,2022-06-13,170046,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Checkers,https://open.spotify.com/track/7kfsIAWpJNEToyrRIQNDFH,Checkers,https://open.spotify.com/album/28o7FjJg1spDrelWZXPfex,Bonnie Kemplay,https://open.spotify.com/artist/4hPxGC5HIlcK36XGqoYCpZ,2022-11-10,192320,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Chemistry,https://open.spotify.com/track/4IFX7fWlprVt3cOmTnTbsy,Chemistry,https://open.spotify.com/album/6M9sjDz0KFeroiVwpnTvJk,Gigi Perez,https://open.spotify.com/artist/1iCnM8foFssWlPRLfAbIwo,2025-02-28,284137,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
CHIHIRO,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,HIT ME HARD AND SOFT,https://open.spotify.com/album/7aJuG4TFXa2hmE4z1yxc3n,Billie Eilish,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,2024-05-17,303440,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cinnamon Girl,https://open.spotify.com/track/2mdEsXPu8ZmkHRRtAdC09e,Norman Fucking Rockwell!,https://open.spotify.com/album/5XpEKORZ4y6OrCZSKsi46A,Lana Del Rey,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa,2023-11-08,300683,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cleanup Dive,https://open.spotify.com/track/1MlTuNCsKVdJQLUOGnuX3B,Cleanup Dive,https://open.spotify.com/album/3Ka7AjpXM0IbrX06vd9gD0,Grace Gardner,https://open.spotify.com/artist/3yRBlQnEPNnucMU0lAaxCt,2023-10-09,273882,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Close,https://open.spotify.com/track/10go0Q45BH1boBneiRDHiM,Close,https://open.spotify.com/album/49PO4ocytnypbnWzjusOFC,Dizzy,https://open.spotify.com/artist/0g3BS5QoR5r6pOAg1tvwXv,2023-06-12,178706,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Close My Eyes,https://open.spotify.com/track/2h4I9QSVxzP6DwsKMO52st,Pathways,https://open.spotify.com/album/6O3nOESQ83406o4w97Wn1b,Ezra Glatt,https://open.spotify.com/artist/1q5vdeaANN9uxk1na1WXek,2023-01-16,172208,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Close One,https://open.spotify.com/track/1xIT1hBftZGBNLIf35XlgV,Close One,https://open.spotify.com/album/5tpLjmCPdpBn81pZTqiygc,FIZZ,https://open.spotify.com/artist/0zooagBp2tYdvvSLp74S7U,2023-07-24,235887,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Coast (feat. Anderson .Paak) [Acoustic],https://open.spotify.com/track/44VnSIaXlh4NAncVN1QOJ2,Coast (Acoustic),https://open.spotify.com/album/7M4wQVXsGx99nOIajsGkvO,"Hailee Steinfeld, Anderson .Paak","https://open.spotify.com/artist/5p7f24Rk5HkUZsaS3BLG5F, https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa",2022-12-12,166400,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Coastin' (with Alemán),https://open.spotify.com/track/3UCyLYeUJUrt7aE1yzqjqf,Coastin' (with Alemán),https://open.spotify.com/album/1Vxwqwvz1yO72jFTQ7O5aH,"Cuco, Alemán","https://open.spotify.com/artist/2Tglaf8nvDzwSQnpSrjLHP, https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE",2023-08-28,244992,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cocoon,https://open.spotify.com/track/1HiTSSMkRcKzeCEbTlZySu,Cocoon,https://open.spotify.com/album/3BYNvCPN2QOHwyG6HcBRKT,"Holly Humberstone, Medium Build","https://open.spotify.com/artist/0nnYdIpahs41QiZ9MWp5Wx, https://open.spotify.com/artist/3C6wmSgnZuqxVQyBWujBsn",2024-05-03,197945,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Coffee,https://open.spotify.com/track/6GdUMm5xMw9hJckIc0qsGb,The Rise and Fall of a Midwest Princess,https://open.spotify.com/album/0EiI8ylL0FmWWpgHVTsZjZ,Chappell Roan,https://open.spotify.com/artist/7GlBOeep6PqTfFi59PTUUN,2023-09-25,205520,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Coffee Shop,https://open.spotify.com/track/40tZTQ47XEMg7KT61xAEOI,Coffee Shop,https://open.spotify.com/album/1jWqXdJ2EeP9CZvIfa3F9U,flowerovlove,https://open.spotify.com/artist/1JspXUvEv3D9ddMeLNqYWj,2023-07-03,124080,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cold Life,https://open.spotify.com/track/63r9IzWLsWKE2kWI1L328k,Cold Life,https://open.spotify.com/album/6zcBxU9W42AT1iWb9oy1xk,Deve,https://open.spotify.com/artist/3xP2q5RQ3YnQIWofwQyXqo,2022-06-10,157302,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Colours Of You,https://open.spotify.com/track/7hjPM7rlZo3netjXWOZqcT,Colours Of You,https://open.spotify.com/album/6VJe4cAIDoLXMbntuNpbO3,Baby Queen,https://open.spotify.com/artist/4VqlewwKZJoIcA88PYHUDd,2022-06-06,255346,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Columbus & 89th,https://open.spotify.com/track/0sPG1vCeyLzUmWTwbu46X3,Columbus & 89th,https://open.spotify.com/album/35aTodKr8A3bp4k0LJBV51,Sarah Jarosz,https://open.spotify.com/artist/6nFBonVf7Lqaj05R0v5VGJ,2023-10-17,255207,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
come into my arms,https://open.spotify.com/track/1WbqQUB9ldGb8x3b72RH3Z,come into my arms,https://open.spotify.com/album/3dti8UcnsGhwppSO3k4frr,November Ultra,https://open.spotify.com/artist/0naOCLau0NmL1kdFlbZAfr,2022-07-10,132284,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Come With Me,https://open.spotify.com/track/16frIpnyUb9poRwQxQTmaC,Pacifico,https://open.spotify.com/album/5PrhnVNOKoJC2aLLfabxuB,"Surfaces, salem ilese","https://open.spotify.com/artist/4ETSs924pXMzjIeD6E9b4u, https://open.spotify.com/artist/3QJUFtGBGL05vo0kCJZsmT",2022-06-06,209732,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Comfort,https://open.spotify.com/track/633bWqyVVdEFJl9xlVhTY4,Comfort,https://open.spotify.com/album/1KZK8IfymPwrb8rspEMhhX,Katie Tupper,https://open.spotify.com/artist/4uReB9HwMdEgwDXredJoVW,2023-04-02,184920,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Comfortable,https://open.spotify.com/track/0dJeawMW1P1ksyuNFsDiJI,Bad Posture,https://open.spotify.com/album/7fAznyEY9ZOOGn4fR5sCpt,Charlie Houston,https://open.spotify.com/artist/6BkSTbIWZrLZZK0sa2GehR,2022-10-10,211847,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Coming Like A Storm,https://open.spotify.com/track/21ZZoNpWAzqYgiTJdAZ23X,Coming Like A Storm,https://open.spotify.com/album/6EzioNrB5s89cA1CSYao1i,Reuben And The Dark,https://open.spotify.com/artist/6eXJslu7IJJ6Ej8Czbd0iO,2022-06-13,201586,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Commotion,https://open.spotify.com/track/1MOulf4OS6raYKxymOGvAZ,Commotion,https://open.spotify.com/album/3dDVTJvsWqlcMy13WA1n0X,TRACE,https://open.spotify.com/artist/5k7Y2t4cB5dG219QgFCvXW,2023-04-24,188429,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Concrete,https://open.spotify.com/track/7Ms1Qimiqi0lp8lJc9qnLa,Wisecrack,https://open.spotify.com/album/1LFVWxdvryjSp6s5EkxojT,Haley Blais,https://open.spotify.com/artist/0i4M8k5IcQpiEH6nBMdfPT,2023-09-18,189226,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cool About It,https://open.spotify.com/track/5PJH1U5Iie893v48Fl9yaC,the record,https://open.spotify.com/album/0e9GjrztzBw8oMC6n2CDeI,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus","https://open.spotify.com/artist/1hLiboQ98IQWhpKeP9vRFw, https://open.spotify.com/artist/12zbUHbPHL5DGuJtiUfsip, https://open.spotify.com/artist/1r1uxoy19fzMxunt3ONAkG, https://open.spotify.com/artist/07D1Bjaof0NFlU32KXiqUP",2023-04-02,180000,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cranberry,https://open.spotify.com/track/7eE5ShNk4bIooVT9VS6BXU,Cranberry,https://open.spotify.com/album/5SQy6olKLvKRxaCF76c9Ys,Charlie Houston,https://open.spotify.com/artist/6BkSTbIWZrLZZK0sa2GehR,2023-10-17,185604,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cruel Summer,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,Lover,https://open.spotify.com/album/1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-11-08,178426,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cry,https://open.spotify.com/track/0kb42sln40xKrX5wgwU1ak,Cry,https://open.spotify.com/album/0O35a57sTTUEI2sid9EPQa,Mergui,https://open.spotify.com/artist/6grXi1oBW9ayoP4FTt4r2Z,2024-02-16,195848,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
"Cry, Baby, Cry",https://open.spotify.com/track/6LBue8UFdVBxpf3mpbtIB8,"Cry, Baby, Cry",https://open.spotify.com/album/60j9wOkjIlDkSYvk2TShM1,Kings Elliot,https://open.spotify.com/artist/3iUGCPBBseYhEhwqCG7PNy,2022-09-06,213545,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Crying My Eyes Out,https://open.spotify.com/track/1FXS09ZtlsCHvDBWWuqsnp,Crying My Eyes Out,https://open.spotify.com/album/0sldlbNtOFnq3BkSyfTpt2,Frawley,https://open.spotify.com/artist/0Ey8TMIVvT6OSYiblEuyMh,2023-04-24,175843,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cue,https://open.spotify.com/track/3fIMNQaY7AuZRtP18zWhtb,The Girl Has A Dream,https://open.spotify.com/album/0gTBH7DCc5DccWDhB97kR7,Delacey,https://open.spotify.com/artist/1thbOfXak53dM1Xabq3pmb,2023-07-03,214720,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Cuz of U,https://open.spotify.com/track/3Go5fIkVi2ereuujd2PcL7,Cuz of U,https://open.spotify.com/album/4AInM1eMn39WMpbP3dkmAA,Medium Build,https://open.spotify.com/artist/3C6wmSgnZuqxVQyBWujBsn,2023-09-18,227649,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Dance When You Cry,https://open.spotify.com/track/67yOsRrqyxkSttB5y3dC6T,Dance When You Cry,https://open.spotify.com/album/5SYrSxBRPN8VDdzDf2IshW,Fiji Blue,https://open.spotify.com/artist/1e7K8jD3wRuQfnwDAOeGqe,2022-06-06,172204,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Darling,https://open.spotify.com/track/6UpgMTjhFiKV3Sk0emuqDz,JAMIE,https://open.spotify.com/album/4StdgB0YaIYLGhhXBLuoWl,Montell Fish,https://open.spotify.com/artist/5nvWOyAkfNgVLKESq4fOj2,2022-07-25,302000,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Daydream,https://open.spotify.com/track/5IezFoJVX2hbFJ0EnjNgbP,Alone Time,https://open.spotify.com/album/0GP2dmgedYIrknBdKizzsF,Melissa Bel,https://open.spotify.com/artist/4N01ORm7UUESGneU8pQrXd,2022-09-27,197368,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Daylight,https://open.spotify.com/track/1odExI7RdWc4BT515LTAwj,Daylight,https://open.spotify.com/album/6NcI39WPu4kY6Tul11nhSv,David Kushner,https://open.spotify.com/artist/33NVpKoXjItPwUJTMZIOiY,2023-04-17,212953,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
DEAR MISS HOLLOWAY,https://open.spotify.com/track/31wkOICyh6BgHHyPgbBz0D,DEAR MISS HOLLOWAY,https://open.spotify.com/album/4VKhpWhs1QkJ6UXn1hkMjU,"easy life, Kevin Abstract","https://open.spotify.com/artist/7uwY65fDg3FVJ8MkJ5QuZK, https://open.spotify.com/artist/07EcmJpfAday8xGkslfanE",2022-06-06,209906,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Deep Diving,https://open.spotify.com/track/6NslJ8DMabPbslZYKQ8Qer,Deep Diving,https://open.spotify.com/album/65YhubUi5rIDZmFr5FINBx,No Rome,https://open.spotify.com/artist/6auWB5YAlcKaHyrbTH66nd,2023-08-13,160193,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Deeper Well,https://open.spotify.com/track/2lJn77IeZAP9cmv6DPXOrL,Deeper Well,https://open.spotify.com/album/2NXiMKrwmPrqU8epp20pW8,Kacey Musgraves,https://open.spotify.com/artist/70kkdajctXSbqSMJbQO424,2024-02-12,232133,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Defective,https://open.spotify.com/track/4NFOzkQtZbzBQAHkbdShDX,Defective,https://open.spotify.com/album/2k3oko40RMNlTa4T6idv9k,Cottontail,https://open.spotify.com/artist/4TVXVHRuEfI05r7V2iKvss,2022-07-18,183726,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Delicate,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,reputation,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,2023-11-08,232253,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Deny Me,https://open.spotify.com/track/3PYMrsmgHQfLmXeqeEhY0k,Deny Me,https://open.spotify.com/album/4603uGOYACGfWZho5limbs,Grace Gardner,https://open.spotify.com/artist/3yRBlQnEPNnucMU0lAaxCt,2022-10-31,307620,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Detached,https://open.spotify.com/track/5HQppSYyU4whulcnaYZyFP,Detached,https://open.spotify.com/album/7gqvota2LkWgkoqEI51Q3U,Lyn Lapid,https://open.spotify.com/artist/4pfy05cNNTacuOQ6SiSu4v,2022-10-10,146176,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Diane,https://open.spotify.com/track/3mwI332yfoyzDoWYCFKrlD,Marking My Time,https://open.spotify.com/album/6SgAnsBOLl7yAMb8ylfAtX,Elmiene,https://open.spotify.com/artist/2CLclpIC43fLzsYq6LQvlL,2023-10-23,197086,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Did you know that there's a tunnel under Ocean Blvd,https://open.spotify.com/track/5U1OEoEW4xnalSAToamwZL,Did you know that there's a tunnel under Ocean Blvd,https://open.spotify.com/album/2Dd8cbNS15m10ZV4qYWlGr,Lana Del Rey,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa,2022-12-12,285050,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Didn’t Care,https://open.spotify.com/track/4sc3GpJtxOB17Ng9PcdNVq,Didn't Care,https://open.spotify.com/album/1iKIf39XkjsKa5xCKJmcN4,Sylvan Esso,https://open.spotify.com/artist/39vA9YljbnOApXKniLWBZv,2022-08-01,164680,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Difficult,https://open.spotify.com/track/3JiaA3hvuKu4Fjf6AWwVMX,Difficult,https://open.spotify.com/album/5ut6gnxZsNlq5ZjiW06Ht8,Gracie Abrams,https://open.spotify.com/artist/4tuJ0bMpJh08umKkEXKUI5,2022-10-10,257881,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
dirty dishes,https://open.spotify.com/track/4Xl7ibqczUliZV3RNOnBzq,dirty dishes,https://open.spotify.com/album/2ekXh89cnC2jIXE54Ynzvt,KiNG MALA,https://open.spotify.com/artist/5Lz5CnywFeg4Rs4l76OtG2,2023-04-10,207684,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
Disaster Master,https://open.spotify.com/track/6Rc4PmDPhncehmLCif5saJ,Disaster Master,https://open.spotify.com/album/08rcc4ZDi0i86AuhsDYNi7,Nanna,https://open.spotify.com/artist/49QsjyvAahM6W748gTeWZ7,2023-04-10,335402,2022-06-10,"Just chill the F*** out to our mix of relaxing hits. Tune in for tracks from Billie Eilish, Olivia Rodrigo, Taylor Swift and many many more! Chill Pop | Relaxing Pop | Chill Vibes | Lazy Sundays | Chilled Mix",Chill the F*** out - Relaxing Vibes
