track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
50//50 - Edit,https://open.spotify.com/track/40bj08VSaRDyZ2Z94ystNs,50//50,https://open.spotify.com/album/1nQjkZ6oJDZDs60VWtdorn,Vantage,https://open.spotify.com/artist/6owH8F2INpb18PhnISiVh2,2022-01-21,129059,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
About U,https://open.spotify.com/track/67KqlJEFgRtelczxZEnulA,About U,https://open.spotify.com/album/1IJFAqK31lTax81vbnK9Dq,"Oliver Cricket, Mingue","https://open.spotify.com/artist/5kU4kGnYmdsBioNmQ0meDr, https://open.spotify.com/artist/4esHHdhDN4oeg9zYkAFpUs",2023-05-26,134153,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
About U,https://open.spotify.com/track/01ve4Yns1iSXwBwpNAhOYP,About U,https://open.spotify.com/album/2r3VXU9V3fKvRysjsVy766,"Reel Mood, Tima Dee","https://open.spotify.com/artist/1O3qb3qngNizhIxjy9hFxO, https://open.spotify.com/artist/4pQIDKoWXRw04D9e37QzbP",2022-06-24,193920,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
Addicted to You,https://open.spotify.com/track/7g6wU2kGtt2cwzyH5HWYB6,Addicted to You,https://open.spotify.com/album/6Zqc8k6f22Zh3yEEwmKifP,"T. Matthias, NEVRMIND","https://open.spotify.com/artist/2R7k2SovVWGhTcvPx1JbQv, https://open.spotify.com/artist/09apxys93rFK3x28ufjH6w",2021-01-15,172460,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
adore u,https://open.spotify.com/track/3YgtkOxZsTuaZdL8McA1FQ,adore u,https://open.spotify.com/album/7K3BWpksmH4L7BoqUdhZrL,"Fred again.., Obongjayar","https://open.spotify.com/artist/4oLeXFyACqeem2VImYeBFe, https://open.spotify.com/artist/6l7R1jntPahGxwJt7Tky8h",2023-08-18,220653,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
Afraid To Feel,https://open.spotify.com/track/40SBS57su9xLiE1WqkXOVr,Afraid To Feel,https://open.spotify.com/album/528LrHfHcB7PMAvyp8Obhp,LF SYSTEM,https://open.spotify.com/artist/0HxX6imltnNXJyQhu4nsiO,2022-08-19,177524,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
Afterlife,https://open.spotify.com/track/3JuLu3PF1EyVBK2gI82Oxd,Afterlife,https://open.spotify.com/album/4B1YBavH7Qp0X6mAS3L9xO,"Nu Aspect, Jewels, MAGNUS","https://open.spotify.com/artist/4NhRml5ZOfNaYJAHUE0XwT, https://open.spotify.com/artist/4C9H5Lat1NEZasl8MQHvtB, https://open.spotify.com/artist/4pOglqMAavrWFo20ORRx5w",2022-04-14,192122,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
Afterlife - Chilled Mix,https://open.spotify.com/track/3G9MXFijXiqbZGNAuNfOUs,Afterlife (Chilled Mix),https://open.spotify.com/album/0f370SHJL21Z8s4kEx37W8,Coldabank,https://open.spotify.com/artist/3JOvRLynmP4mA6dvlWARoA,2021-04-24,209491,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
All I Need,https://open.spotify.com/track/3ZUbGRsTPyvdlJt91T4akw,All I Need,https://open.spotify.com/album/0zAQv1hc37NQG9ElPjP7Ki,"Avi Snow, MVCA, Zeeba","https://open.spotify.com/artist/5pW2lVGlbVSVWi9086Xjfu, https://open.spotify.com/artist/73C7eV9oN6yGgLSu8vIO4R, https://open.spotify.com/artist/7qPLO2XOUaRrRxkvLZ3AEK",2023-07-28,146049,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
All I Want Is You,https://open.spotify.com/track/1kvCXlTdOSHX4nO631YTsn,All I Want Is You,https://open.spotify.com/album/6MbknM6zcZbV4K5by86DQu,exclap,https://open.spotify.com/artist/5kDLlXP8v2hQi26n7Ik5xS,2021-10-16,176097,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
All In A Dream,https://open.spotify.com/track/03jQHo0HFj5onzoexiaMPI,Light Places,https://open.spotify.com/album/5k3OoQgNSIK8dt0WhRRKku,"LP Giobbi, DJ Tennis, Joseph Ashworth","https://open.spotify.com/artist/3oKnyRhYWzNsTiss5n4Z1J, https://open.spotify.com/artist/6vJvFV1A2CpT8s5B1oUN6t, https://open.spotify.com/artist/7CpmbhzkL9uT1D9nhckTxB",2024-02-23,230015,2020-09-13,"Chill tracks to vibe or dance to for 2025. Updated weekly. | 🌈 <a href=""https://www.instagram.com/selectedofficial"">Instagram</a>",Chill House 2025
