track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(It Goes Like) Nanana - Edit,https://open.spotify.com/track/23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana [Edit],https://open.spotify.com/album/2LVDNOUUy2g8517ZEtQIcK,Peggy Gou,https://open.spotify.com/artist/2mLA48B366zkELXYx7hcDN,2023-06-16,231545,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
(Just Can't) Hate U (feat. Dotter),https://open.spotify.com/track/72LSEmD8m9eVVF9j2cmUaz,(Just Can't) Hate U (feat. Dotter),https://open.spotify.com/album/3DxbGEY9rHz9vpfByBiC0V,"Ryan Riback, Dotter","https://open.spotify.com/artist/33JQK4UoS2aMPYBfdB5Ftt, https://open.spotify.com/artist/5CPsScBTPYY11Lv4Eb7k4t",2021-11-12,173702,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
10 Out Of 10 (feat. Kylie Minogue),https://open.spotify.com/track/11TSwkrxQ7HEOhM8nvzhpj,10 Out Of 10 (feat. Kylie Minogue),https://open.spotify.com/album/58sL2tSx8ZOGPYZQAUNBA0,"Oliver Heldens, Kylie Minogue","https://open.spotify.com/artist/5nki7yRhxgM509M5ADlN1p, https://open.spotify.com/artist/4RVnAU35WRWra6OZ3CbbMA",2023-04-06,170602,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
10:35,https://open.spotify.com/track/6BePGk3eCan4FqaW2X8Qy3,10:35,https://open.spotify.com/album/77wWx9sOCJiy0wcn0P44NO,"Tiësto, Tate McRae","https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z, https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym",2022-12-16,172252,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
16 Again,https://open.spotify.com/track/3qrTracLJmTz2XaJDkSiEN,16 Again,https://open.spotify.com/album/7x7AQEl511oMbhjVkBc2Lq,"Paul Woolford, Lewis Thompson, MNEK","https://open.spotify.com/artist/4CA8PTrbq1l5IgyvBA2JSV, https://open.spotify.com/artist/26OmQHradZrF0CS7DrgWDH, https://open.spotify.com/artist/7uMh23xWiuR7zsNkuNcm2G",2023-03-24,195460,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
180,https://open.spotify.com/track/5jmXMzvMix3Expd9pPAkAD,Ribena,https://open.spotify.com/album/1Qu8uTqN37sZgR7Puh6q8N,KYE,https://open.spotify.com/artist/7aD0vAhYP5JsPQPgrd76bp,2023-05-29,172604,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
24/7 (feat. JC Stewart),https://open.spotify.com/track/6J1mnTM2yGV7FsShNcCXB0,24/7 (feat. JC Stewart),https://open.spotify.com/album/30zhkm14VV1Llw59uYFt3G,"Billen Ted, JC Stewart","https://open.spotify.com/artist/5PoZtBo8xZKqPWlZrIDq82, https://open.spotify.com/artist/2TAqN8fwfaKauvviN4pOsv",2022-01-13,175909,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
2AM (feat. Carla Monroe),https://open.spotify.com/track/2dh6Pnl5egc1FrQS6EsW4n,2AM (feat. Carla Monroe),https://open.spotify.com/album/4CAvGuvYg9frLJFbPPHLmB,"MK, Carla Monroe","https://open.spotify.com/artist/1yqxFtPHKcGcv6SXZNdyT9, https://open.spotify.com/artist/4S9LNSZusH3XflT3g32bqB",2020-11-03,182400,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
40 Days & 40 Nights (feat. Olivia Sebastianelli) - ManyFew Remix,https://open.spotify.com/track/0WqQlPkG5YsKKJEXsO1Ptq,40 Days & 40 Nights (feat. Olivia Sebastianelli) [ManyFew Remix],https://open.spotify.com/album/57XYPPCNDtG2ABJIc9qVxA,"Famba, Olivia Sebastianelli, ManyFew","https://open.spotify.com/artist/5hXPnS34O3Kq3O8dkaE9FM, https://open.spotify.com/artist/0DCRUk25XIiRFiNtiuR8OR, https://open.spotify.com/artist/7oZdp9UWjuC68LeJSYeKZL",2023-07-21,150000,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
6 In the Morning (feat. Nate Dogg),https://open.spotify.com/track/4hGLX2kT2Ayrw0Uh2oQp0J,6 In the Morning (feat. Nate Dogg),https://open.spotify.com/album/1UYXqmZmTj9HA98fJpEwTs,"Flex (UK), Nate Dogg","https://open.spotify.com/artist/2ed1paa4TCZ0C8aLk5xalM, https://open.spotify.com/artist/1Oa0bMld0A3u5OTYfMzp5h",2024-07-19,168000,2020-11-03,"Get your pump on with the best upbeat tracks for your workout, whether at run club, your pilates class, or at the gym! Featuring Dom Dolla, Calvin Harris, Tate McRae, The Kid LAROI &amp; more.","Hot Girl Workout | Pilates, Gym, HIIT, Run Club 🍑"
