track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
I Like You,https://open.spotify.com/track/11S43bdWSQ9ZZOrtcR1jpJ,Dearest,https://open.spotify.com/album/0acWIHNrFzz54y5GyiVua8,N.Flying,https://open.spotify.com/artist/2ZmXexIJAD7PgABrj0qQRb,2023-11-03,206093,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
I ≠ DOLL,https://open.spotify.com/track/1d6xaY4JvvqTWfgCeJAtWa,I ≠ DOLL,https://open.spotify.com/album/4i7Qx3fYBVlXJ7OOvqPXlT,HUH YUNJIN,https://open.spotify.com/artist/13yWtUnz63q5VIs5SwoMhy,2023-11-03,150269,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
I'll Be There,https://open.spotify.com/track/2Qcbspnftnon37jibwyvMU,I'll Be There,https://open.spotify.com/album/6OdmwetSmFXZhBrNJFKvay,Jin,https://open.spotify.com/artist/5vV3bFXnN6D6N3Nj4xRvaV,2024-11-06,181677,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
icanttellUeverything,https://open.spotify.com/track/3QlASzSiXSb9rSwdsfucjm,I can't tell you everything,https://open.spotify.com/album/19cnTIC9Q9V5YykBCRxvOL,CHEEZE,https://open.spotify.com/artist/6NdzNrBP8Jbhzp6h7yojht,2024-03-08,150000,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
INEEDYOURLOVE,https://open.spotify.com/track/0PKts6fqZDse9N3Kvke1AW,INEEDYOURLOVE,https://open.spotify.com/album/0OTLAu7ndluaZvEDsUzcmh,Loco,https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm,2023-11-03,222684,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Is this love? (with YOUN TOVEN),https://open.spotify.com/track/6AzNmQzi4gFwlbcfCUemJ2,Is this love?,https://open.spotify.com/album/1FUgKWwkD6La6MGm0Ndh5K,"JUNIEL, YOUN TOVEN","https://open.spotify.com/artist/0F8gvxccUYPndXVsyLmCi6, https://open.spotify.com/artist/6AXmdfKN5XhluSBP5wCrEr",2024-03-27,183296,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
It's Love,https://open.spotify.com/track/2pqlJF13zbO268SNONERS4,It's Love,https://open.spotify.com/album/4KdgbFmE2xn5be7sUMzFDe,Mew,https://open.spotify.com/artist/4Y74dNwvq5TMzDHMtlcmYI,2024-06-28,191440,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
I′ll be by your side,https://open.spotify.com/track/1CjOylFGEsCzOlgd2xiEw2,I'll be by your side,https://open.spotify.com/album/1pdxVaLPFmbKCtWKP3sfTS,DAVICHI,https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq,2024-03-27,234786,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Kidult,https://open.spotify.com/track/1kmmKv3L4kGmoPu8aDFOmk,Heng:garæ,https://open.spotify.com/album/3q6lN3kfsDgGaQUC7kVASH,SEVENTEEN,https://open.spotify.com/artist/7nqOGRxlXj7N2JYbgNEjYH,2023-11-03,192893,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
LILAC,https://open.spotify.com/track/5xrtzzzikpG3BLbo4q1Yul,IU 5th Album 'LILAC',https://open.spotify.com/album/01dPJcwyht77brL4JQiR8R,IU,https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,2023-11-03,214253,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Long Chat (#♥),https://open.spotify.com/track/1l4aQeJKuPVUVtMVZw1fTf,Armageddon - The 1st Album,https://open.spotify.com/album/058hCti9Bupb5CJc6bd3VB,aespa,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,2024-06-28,195786,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
LOVE,https://open.spotify.com/track/0qf9yGk04iJ8LMQ8jApcRL,"Guardian (Original Television Soundtrack), Pt. 13",https://open.spotify.com/album/1CTZAMwWAamqCaJMyeKUK9,MAMAMOO,https://open.spotify.com/artist/0XATRDCYuuGhk0oE7C0o5G,2023-11-03,177818,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Love Effect,https://open.spotify.com/track/5jBdF52105JBOQN4HyBCW5,LOVE EFFECT,https://open.spotify.com/album/1TtgaKSwHIh4KPtwSD3Kwz,ONF,https://open.spotify.com/artist/0eEhOgZ2x6kv8kLz77WO7b,2023-11-03,172293,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Love Lee,https://open.spotify.com/track/1qosh64U6CR5ki1g1Rf2dZ,Love Lee,https://open.spotify.com/album/47xcjDSi1t6pQE2RvXKdUF,AKMU,https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv,2023-11-03,179683,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
LOVELY,https://open.spotify.com/track/7kGc2Tg1NnNBPh53wjaO0v,LOVELY,https://open.spotify.com/album/1jxkm5tXE64FBd8arHNhDy,MINZY,https://open.spotify.com/artist/1ql28OzmgulHG2ldXFrbWp,2024-03-08,242293,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Lovin' Me,https://open.spotify.com/track/63pHo56L4k2VLXqzt1shrK,The Beginning,https://open.spotify.com/album/5If2zLk3mlHXuhIS7rQF90,FIFTY FIFTY,https://open.spotify.com/artist/4GJ6xDCF5jaUqD6avOuQT6,2023-11-03,189533,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Lovin' Me,https://open.spotify.com/track/2CcdmXIMEObTJM5CCPXfma,The Beginning,https://open.spotify.com/album/4lmebGP87hUt2h4nwsfd73,FIFTY FIFTY,https://open.spotify.com/artist/4GJ6xDCF5jaUqD6avOuQT6,2024-03-27,189809,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Loving You,https://open.spotify.com/track/53aDH7PeR9UUAas6PAxYcE,Loving You,https://open.spotify.com/album/5ge9kWY7r7p7i8U0NaqYAm,Harryan Yoonsoan,https://open.spotify.com/artist/1yiaSLGVlq43ZC9pFLQ8lQ,2024-03-27,227866,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Lucky Girl Syndrome,https://open.spotify.com/track/2kIUILBPlz4exX9xIFS275,SUPER REAL ME,https://open.spotify.com/album/6irebIc6UO8fN0jl4UlzBS,ILLIT,https://open.spotify.com/artist/36cgvBn0aadzOijnjjwqMN,2024-03-27,140021,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
LUMOS,https://open.spotify.com/track/0Qrn3Cy33RjElWdqp7u3sr,LUMOS,https://open.spotify.com/album/0o8HKVMLiAoBkJnlSl4YHO,AEONIT,https://open.spotify.com/artist/43Y3IZ3LrZD1YsSzG5xRxF,2024-09-04,157666,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
LUNATIC,https://open.spotify.com/track/3hicr5nSY0RrKGEy3nYZwU,6equence,https://open.spotify.com/album/0SXzCRUFSNGBG1S1lqvzb1,Moon Byul,https://open.spotify.com/artist/1eTft3tXynrKdo6XD7QHLL,2023-11-03,205226,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Marry You,https://open.spotify.com/track/14bycLXzjEIFKVQCe2K6M2,Don't Call Me - The 7th Album,https://open.spotify.com/album/6bfcHf3khPey88qjiiw8V3,SHINee,https://open.spotify.com/artist/2hRQKC0gqlZGPrmUKbcchR,2023-11-03,180986,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Melt Down,https://open.spotify.com/track/0T6J3Ipbe06lm7p3grH2bg,Band Aid,https://open.spotify.com/album/4X4EwXwRephm7JyukTWByX,DAY6,https://open.spotify.com/artist/5TnQc2N1iKlFjYD7CPGvFc,2024-09-04,165587,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
METEOR,https://open.spotify.com/track/4g6XOg9rvB55GCTJcYchOG,Boyhood,https://open.spotify.com/album/7ybEq8ZLOtsH2VwdIrjNri,CHANGMO,https://open.spotify.com/artist/3hvinNZRzTLoREmqFiKr1b,2023-11-03,197096,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Miracle,https://open.spotify.com/track/2VxF5wUA8u0wOUD9hnN65W,Miracle,https://open.spotify.com/album/0ph7K6mRDo0bzD7KngJq3i,KIM SEON HO,https://open.spotify.com/artist/5w5CmXkCojaeNaZeJ4Nt5t,2024-05-27,212013,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Mixtape : Time Out,https://open.spotify.com/track/0OCDOcvQvozjsivREMojzx,Mixtape : Time Out,https://open.spotify.com/album/6Sr3My17NKn1g1zIFclPoS,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,2023-11-03,175293,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
My Love (Duet Ver.),https://open.spotify.com/track/0K0HXYXl26keaIiVH8dPI1,Lee Seung Chul 35th Anniversary Album Special 'My Love',https://open.spotify.com/album/3gAshpQbkBHturbpMAB3YL,"Lee Seung Chul, TAEYEON","https://open.spotify.com/artist/5Ecf8RR2UWFAvyeItabffF, https://open.spotify.com/artist/3qNVuliS40BLgXGxhdBdqu",2023-11-03,227000,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
My Ultimate First Love,https://open.spotify.com/track/0CTjpVWIfGtKKrluFFF0Ua,5.4 [My Ultimate First Love],https://open.spotify.com/album/1nUlrJhEFlXlLDWF5DgBpT,10CM,https://open.spotify.com/artist/6zn0ihyAApAYV51zpXxdEp,2023-11-03,266146,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Naked,https://open.spotify.com/track/2dFIqSB5r0IrqJFJS367Kx,Naked,https://open.spotify.com/album/2zpxFjdb5JINyMyvTpyGOc,xooos,https://open.spotify.com/artist/0OqnFLmTWiVGm3Ifk6mahQ,2023-11-03,174026,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
New Day,https://open.spotify.com/track/3TFGNIZDnYtX1biTkWvj9M,"Maum, Part. 1",https://open.spotify.com/album/2qfIkB00pLxeS1KiOwpuVn,Paul Kim,https://open.spotify.com/artist/4qRXrzUmdy3p33lgvJEzdv,2024-03-08,242120,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
New Tomorrow,https://open.spotify.com/track/2ayD6EPasDViEQa4bwat0c,NEW TOMORROW,https://open.spotify.com/album/3H3lbA7Dn1BVIflkUqfYUU,FANTASY BOYS,https://open.spotify.com/artist/4IAcb0MN1CCHpwUaq5iEUU,2023-11-03,230933,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Nice Guy,https://open.spotify.com/track/6pqyZNnLKyJKtrlf42FQoq,19.99,https://open.spotify.com/album/4AvNQasUXJ4uHHmtypy6BF,BOYNEXTDOOR,https://open.spotify.com/artist/4hnHLgMSOiqERWBL4jINP1,2024-10-24,164920,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
No MBTI,https://open.spotify.com/track/0ElgcgukyFblmSOu1IDFhu,No MBTI,https://open.spotify.com/album/6Cov5vJwPPSEaLyd9Gog8R,Lee Mujin,https://open.spotify.com/artist/4Xj0peBt3EZHbdF20JmdWC,2023-11-03,165493,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Once In a Summer (feat. Ashley Alisha & Kelsey Kuan),https://open.spotify.com/track/5O0ug2pQVceJN72y7Flsbn,Once In a Summer,https://open.spotify.com/album/7mieRQVDslmslEystozZ0t,"Dept, Ashley Alisha, Kelsey Kuan","https://open.spotify.com/artist/48JtfAggQQpfUXQNxkGm5U, https://open.spotify.com/artist/63P6hjn73jNbnEFT0gKWKk, https://open.spotify.com/artist/4aWzckAj2ZOeSBbLyYXtR9",2024-03-08,200973,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Oneureul Gieokhaja (Ingatlah Hari Ini) - Original Soundtrack Cinta Tak Seindah Drama Korea,https://open.spotify.com/track/05jWq9zYFhzVlAyId8rEN3,Oneureul Gieokhaja (Ingatlah Hari Ini) - Original Soundtrack Cinta Tak Seindah Drama Korea,https://open.spotify.com/album/28GoAqZtvVBLerde573OJD,Shakira Jasmine,https://open.spotify.com/artist/18nKUAfNnowoqfqDhwI3X3,2024-10-24,227428,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Page 0,https://open.spotify.com/track/10X2ihhKwPyKzo89h4965O,Page 0,https://open.spotify.com/album/1MX2MhEx1G8BCiYrlSomgg,"TAEYEON, MeloMance","https://open.spotify.com/artist/3qNVuliS40BLgXGxhdBdqu, https://open.spotify.com/artist/6k4r73Wq8nhkCDoUsECL1e",2024-03-08,187360,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Panorama,https://open.spotify.com/track/6faF0N0fecqw3dopttNP9i,ERROR,https://open.spotify.com/album/0rOZyialXbHAA4qAKi0YaL,LEE CHANHYUK,https://open.spotify.com/artist/4RkTSLr5Qf79FfUkeaDKbl,2024-03-08,198558,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Parade,https://open.spotify.com/track/2lsXJ7F3QYJrQ9cQ9Icx1n,The Story,https://open.spotify.com/album/4tk1TxAS90si1va7jPWqGg,KANGDANIEL,https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW,2023-11-03,182800,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
PARADISE (Feat. meenoi),https://open.spotify.com/track/4YXWk4YOEmlu8bWlzNObD7,School Rapper4 Semi Final 2,https://open.spotify.com/album/7BWDssnirZKzn1pTHIJN8J,"PARK HYEON JIN, MEENOI","https://open.spotify.com/artist/3xaGsC8Wew467UpEKhjXNZ, https://open.spotify.com/artist/5KuvNz7npsGeDJdk8QHMVH",2023-11-03,213626,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
PLAY,https://open.spotify.com/track/0ddSLVdbpKFO1FtIYpYnw9,Childhood,https://open.spotify.com/album/6Nb2vk4KMl2TH12CXc6YAb,LUCY,https://open.spotify.com/artist/4eh2JeBpQaScfHKKXZh5vO,2023-11-03,226880,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Playlist,https://open.spotify.com/track/04NgqZ5Wq2BDq4iMJlUyC5,Playlist,https://open.spotify.com/album/2nuDgXGMLk7qQYwnuh6Jsu,LAS,https://open.spotify.com/artist/4tObzkvo2Bc9EoWszG8gY4,2024-05-27,166706,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Please Know my feeling,https://open.spotify.com/track/7ETo54VuGQl4Zts6oEpnBH,"Jinxed at First (Original Television Soundtrack), Pt.3",https://open.spotify.com/album/1gk8ByHN06v21oDuVTnhUa,LEE SOLOMON,https://open.spotify.com/artist/1jAN8TUTxjjsygfzHqVlmP,2024-03-27,214693,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Pretty mob,https://open.spotify.com/track/5hyGp7V6Kg5C6oAmCUzXNr,L’heure Bleue : Prologue,https://open.spotify.com/album/15vGU4bRzm1QzfE65nIAb4,CSR,https://open.spotify.com/artist/06MX3Ecb8PHyNFmq8irTWC,2024-08-10,146893,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Reference,https://open.spotify.com/track/2PmLP4DNUPJC98L78mrkal,Room Vol.1,https://open.spotify.com/album/2cSXk0XqGoen6IvmlJmJJt,Lee Mujin,https://open.spotify.com/artist/4Xj0peBt3EZHbdF20JmdWC,2023-11-03,221760,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Rose Blossom,https://open.spotify.com/track/29j6SXQOmfSbiemMriO25W,H1-KEY 1st Mini Album [Rose Blossom],https://open.spotify.com/album/6SiQfUj2qhO7kg66BwvY9L,H1-KEY,https://open.spotify.com/artist/5GwQwY63I9hrUUFlQB8FYU,2023-11-03,195480,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Running,https://open.spotify.com/track/6IcVM9iHTsX4sm0Xj54MBF,START-UP (Original Television Soundtrack) Pt. 5,https://open.spotify.com/album/6S327htVJnBi9GGZjUInui,Gaho,https://open.spotify.com/artist/3ybZTNrlK0QhL4rBxfLHOc,2023-11-03,209946,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
SELFISH (Feat. SEULGI Of Red Velvet),https://open.spotify.com/track/4Lgd631IfDKMLPu6t7L0Tj,SELFISH,https://open.spotify.com/album/0HtGtnnnFeWmtvgNFg0dr1,"Moon Byul, SEULGI","https://open.spotify.com/artist/1eTft3tXynrKdo6XD7QHLL, https://open.spotify.com/artist/2QM5S4yO6xHgnNvF0nbZZq",2023-11-03,192577,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Seoul,https://open.spotify.com/track/4b9LMCUaw55QajVRfrfPyS,Seoul,https://open.spotify.com/album/6tLZvqqoWszgPagzzNNQQF,BOL4,https://open.spotify.com/artist/4k5fFEYgkWYrYvtOK3zVBl,2023-11-03,204760,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
SEOUL (Such a Beautiful City),https://open.spotify.com/track/0SRAuCAtprYCuoks38G5GU,H1-KEY 2nd Mini Album [Seoul Dreaming],https://open.spotify.com/album/1J2t0ySjwCZNGelpARbw3d,H1-KEY,https://open.spotify.com/artist/5GwQwY63I9hrUUFlQB8FYU,2023-11-03,189693,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Seoul Night (feat. Beenzino),https://open.spotify.com/track/2lWfyAvn4jbmGD0JWJ5DgL,Seoul Night (feat. Beenzino),https://open.spotify.com/album/5UStHDWClB34bZbajHTBJ3,"Urban Zakapa, Beenzino","https://open.spotify.com/artist/1dOMFM5wDNsENQQW0nl0K8, https://open.spotify.com/artist/7IrDIIq3j04exsiF3Z7CPg",2024-03-08,205266,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
She Gonna Stop (Feat. Leellamarz) (Prod. TOIL),https://open.spotify.com/track/6lny2zJqlDPBzgq1Eiy0a0,She Gonna Stop,https://open.spotify.com/album/2qq0JhNSmRiVFYdTz7pZxN,"Dynamicduo, Leellamarz","https://open.spotify.com/artist/4nvFFLtv7ZqoTr83387uK4, https://open.spotify.com/artist/79g2STpP2iV1xfgHuhrhX0",2024-03-08,209813,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Shining Love Song,https://open.spotify.com/track/0DFSFBB4faitgBed2IJ4O5,Shining Love Song,https://open.spotify.com/album/7n2p500IY7UeU9NlgFFeV0,SURAN,https://open.spotify.com/artist/1mORehSVEd7lcaT2d7Sl2K,2024-03-27,191706,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Shooting Star,https://open.spotify.com/track/2CecbOSkOaZ2lQFVtOVTlT,"Omnibus, Pt. 2: Inside Out",https://open.spotify.com/album/5JxvBJJnSkZt5RXWITnO9A,SHAUN,https://open.spotify.com/artist/72nLe76yBFSlP6VBzME358,2024-03-08,232960,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
SHOUT OUT,https://open.spotify.com/track/5Z2DNRAhs6r4VdINVkRhYY,MANIFESTO : DAY 1,https://open.spotify.com/album/5J8MNLLViH5zqM6VoGErz8,ENHYPEN,https://open.spotify.com/artist/5t5FqBwTcgKTaWmfEbwQY9,2023-11-03,228115,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Sing-a-song,https://open.spotify.com/track/3kUa4w9ydwOReSjFAi7c8y,LOVE or TAKE,https://open.spotify.com/album/5iu1d69dqEo9UaKpZDYoIV,PENTAGON,https://open.spotify.com/artist/1wKpMkucynaTfG8lyPprYV,2024-03-08,170906,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
SKIP (Feat. Wonstein),https://open.spotify.com/track/1RMu8HCu8CgsKxweS14mdK,PAGE,https://open.spotify.com/album/65UY7ED1QGhIlQ63pucq8g,"Kang Seung Yoon, Wonstein","https://open.spotify.com/artist/2Ip3x4XtEEhlGg8qI146jL, https://open.spotify.com/artist/5o615XColiSVMPDWlslKSk",2024-03-21,171967,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Smeraldo Garden Marching Band (feat. Loco),https://open.spotify.com/track/1kPhV0KQui1phEpjnWIqUN,Smeraldo Garden Marching Band (feat. Loco),https://open.spotify.com/album/2PcM535knJOZb6MUth8axj,"Jimin, Loco","https://open.spotify.com/artist/1oSPZhvZMIrWW5I41kPkkY, https://open.spotify.com/artist/2e4G04F77jxVuDYo44TCSm",2024-06-28,182840,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Some Day in the 21century,https://open.spotify.com/track/6FHZgDfoeAMCLTDEAQFkHq,Some Day in the 21century,https://open.spotify.com/album/0o0Es7FJ0NIPad1723Qk7r,LUCY,https://open.spotify.com/artist/4eh2JeBpQaScfHKKXZh5vO,2024-03-08,235320,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Strawberry Smoothie,https://open.spotify.com/track/4Fa5yirnUwGuELJ3t054mz,Farmers (Original Soundtrack),https://open.spotify.com/album/4imnAiy9VXoGhPYoqdns9j,Lee Aram,https://open.spotify.com/artist/3j0Q7sspsBVQm6SdlkqYp1,2024-03-27,157386,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Summer Bliss,https://open.spotify.com/track/1xVZxMqppn2l2kIRLSR6IN,Summer Bliss,https://open.spotify.com/album/6TTyktwPBBDfsgc4ZqrjiF,JinE,https://open.spotify.com/artist/0GCWHNEMDSH4WQ1Ar5T5od,2024-08-10,185739,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
System Error,https://open.spotify.com/track/3ugIDVprXVn0yoIeHjIgNm,System Error,https://open.spotify.com/album/1CszyO6eUiSOXJgQRwl8cf,HANRORO,https://open.spotify.com/artist/5wVJpXzuKV6Xj7Yhsf2uYx,2024-05-27,202400,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Take it To the Grave,https://open.spotify.com/track/3xq5Xe4iYlYypb2YUUTJwx,Take it To the Grave,https://open.spotify.com/album/0AQw1etI1NpTj2kSCbEY8A,Vincent Blue,https://open.spotify.com/artist/2AZgVjkPB4a4ULepFyPPgZ,2024-03-08,206624,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
TALK2ME! (feat. pH-1),https://open.spotify.com/track/6tCVRuYVGG6L5tjeOcxaqR,KHAMAI,https://open.spotify.com/album/0vnfG9S9NskFX5FPP1SxHR,"HUNJIYA, pH-1","https://open.spotify.com/artist/3BX7RIMRQexSiSSshJFPzC, https://open.spotify.com/artist/2u7CP5T30c8ctenzXgEV1W",2024-03-08,205856,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
The Melody,https://open.spotify.com/track/5FqgslYHEkv51KtapyWsBZ,The Melody,https://open.spotify.com/album/749XA133WWzUmG03OCSqFn,SUPER JUNIOR,https://open.spotify.com/artist/6gzXCdfYfFe5XKhPKkYqxV,2024-03-08,191213,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Thursday Night (feat.Beenzino),https://open.spotify.com/track/6Qm8MRcsr9VlRIGf1AJ1W5,Thursday Night,https://open.spotify.com/album/7GVvjxihGZSqkUokJhSKtq,"Urban Zakapa, Beenzino","https://open.spotify.com/artist/1dOMFM5wDNsENQQW0nl0K8, https://open.spotify.com/artist/7IrDIIq3j04exsiF3Z7CPg",2024-03-08,210772,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
Today's Mood,https://open.spotify.com/track/4v1WbXCkegXLnHTXPe7yzx,I can't tell you everything,https://open.spotify.com/album/19cnTIC9Q9V5YykBCRxvOL,CHEEZE,https://open.spotify.com/artist/6NdzNrBP8Jbhzp6h7yojht,2023-11-03,225333,2023-11-04,듣고만 있어도 행복한 노래들과 더더욱 행복하세요 ;),행복을 드려요 (K-Pop Happy Songs)
