track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Is It A Crime?,https://open.spotify.com/track/2Cg9T9AvAQH25jGgydexrk,Is It A Crime? EP,https://open.spotify.com/album/3kxoRW2ZtrlfMOmiBrvSq7,No Guidnce,https://open.spotify.com/artist/4jE1yavE4c5IR1hhM4wHhY,2023-06-12,142041,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
It's A Wrap,https://open.spotify.com/track/0SgbP5ZZOsUiHlE8EfeHma,Memoirs of an imperfect Angel,https://open.spotify.com/album/3RPImDZ7Ihh5YR5iJh1gH1,Mariah Carey,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ,2023-01-30,238866,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
It's Not Unusual,https://open.spotify.com/track/3TlIt0ReIxPsVZcOEivT5U,Along Came Jones,https://open.spotify.com/album/15rjWnMzpMTz2wJ67NzJRR,Tom Jones,https://open.spotify.com/artist/1T0wRBO0CK0vK8ouUMqEl5,2023-12-11,119800,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Johnny B. Goode,https://open.spotify.com/track/6lgTXW8rlTS4uGlku6SuWI,Back To The Future,https://open.spotify.com/album/7xM7m9fN3lL17vHiHbm8py,"Marty McFly, The Starlighters","https://open.spotify.com/artist/5T8mnUF3cgWsUZd2SWRlxB, https://open.spotify.com/artist/7utfFuuNSKLWEy5ew3RcfP",2023-12-11,186933,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
JUMP (feat. Coast Contra),https://open.spotify.com/track/0Eyr5YGPwE4CzmNGXhxc87,JUMP,https://open.spotify.com/album/3QPAXE08JQFgIc5lsmQEg1,"Ciara, Coast Contra","https://open.spotify.com/artist/2NdeV5rLm47xAvogXrYhJX, https://open.spotify.com/artist/4xZTKft62AsF0SC3rAuYwJ",2022-07-08,206335,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Karma,https://open.spotify.com/track/0gU2jK97gomLLkYuO5n26N,Top Trending Romania - Vara 2022,https://open.spotify.com/album/4Tg6ZaMT2psOkJEAVF5fLQ,Summer Walker,https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS,2022-11-24,188906,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Keeps On Fallin’ (with Ella Mai),https://open.spotify.com/track/5bmtMLseYdVHRIMUSRT4YD,Girls Night Out,https://open.spotify.com/album/2GvkwzYNhDZaSyVoj8fxBw,"Babyface, Ella Mai","https://open.spotify.com/artist/3aVoqlJOYx31lH1gibGDt3, https://open.spotify.com/artist/7HkdQ0gt53LP4zmHsL0nap",2022-12-19,175290,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Kick It,https://open.spotify.com/track/1R7X4yKb68fyK54K2J7RJI,Kick It,https://open.spotify.com/album/5xSb2h66HSFaUIbxy1ZHQP,XLOVCLO,https://open.spotify.com/artist/30DOGGqkR0QtducsuI97si,2023-03-21,137697,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Kokomo,https://open.spotify.com/track/2OZyDYkNED6mIDi8RXLnWy,Greatest Hits,https://open.spotify.com/album/77YBl020A0guYeVdTNXGXK,The Beach Boys,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,2023-12-11,215573,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
La Flor De La Canela - Instrumental / Remastered 2015,https://open.spotify.com/track/4mYYcIQxciThSnWVdUN844,La Búsqueda (Edición Deluxe),https://open.spotify.com/album/0BLk37EjAePktLCiIYacUG,"Paco de Lucía, Ramón Algeciras","https://open.spotify.com/artist/3h8OjAdgYXVRoMZ8jFd6Uw, https://open.spotify.com/artist/5W2znB5Fy0hGEMuxZPKJm7",2023-12-11,153933,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Last Nite,https://open.spotify.com/track/3SUusuA9jH1v6PVwtYMbdv,Is This It,https://open.spotify.com/album/2k8KgmDp9oHrmu0MIj4XDE,The Strokes,https://open.spotify.com/artist/0epOFNiUfyON9EYx7Tpr6V,2023-12-11,193373,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Let's Talk About It,https://open.spotify.com/track/7ndcbnVmqORhDBMA0VPt4W,Let's Talk About It,https://open.spotify.com/album/0J0aCszy6epzsN60DXaR2k,Queen Naija,https://open.spotify.com/artist/3nViOFa3kZW8OMSNOzwr98,2023-01-10,164053,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,https://open.spotify.com/track/35ovElsgyAtQwYPYnZJECg,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),https://open.spotify.com/album/3Zzv75PyROH6AMeXN1Yr1h,Rihanna,https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H,2022-10-31,196519,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Lil Baby Crush,https://open.spotify.com/track/6nXiaXqSZAJuOG6q66mZV1,Lil Baby Crush,https://open.spotify.com/album/7xp9foM1WZspt8ypJD3aLf,Jordan Ward,https://open.spotify.com/artist/3DGlTwdM5Dim9XQipb3jMf,2022-06-09,141520,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
LIMBO,https://open.spotify.com/track/2bdVgAQgosGUJoViVDNeOV,GABRIEL,https://open.spotify.com/album/1WVIJaAboRSwJOe4u0n0Q7,keshi,https://open.spotify.com/artist/3pc0bOVB5whxmD50W79wwO,2023-03-14,212784,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Liquor (with Ari Lennox),https://open.spotify.com/track/0Phy2m1BWmxCB56byt2qvh,Girls Night Out,https://open.spotify.com/album/2GvkwzYNhDZaSyVoj8fxBw,"Babyface, Ari Lennox","https://open.spotify.com/artist/3aVoqlJOYx31lH1gibGDt3, https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom",2022-10-31,198573,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Losing My Religion,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx,Out Of Time (25th Anniversary Edition),https://open.spotify.com/album/6yEuIwTQpciH1qtj7mP5GK,R.E.M.,https://open.spotify.com/artist/4KWTAlx2RvbpseOGMEmROg,2023-12-11,268426,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
lost,https://open.spotify.com/track/2bZPCLxB0B8rtFInImQORA,Pulp,https://open.spotify.com/album/2TaGJWosHw4FfLOV560vuK,Ambré,https://open.spotify.com/artist/6gj3sMEZYP6IESIptoXnrP,2022-06-09,250066,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Love Songs - Bonus,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,Parked Car Convos,https://open.spotify.com/album/5CEfb4A8SgiCOY6R7c7s34,Kaash Paige,https://open.spotify.com/artist/0f2YkMXwFNJNSX7MymevKE,2022-06-09,148640,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Loveeeeeee Song,https://open.spotify.com/track/3DZQ6mzUkAdHqZWzqxBKIK,Unapologetic (Deluxe),https://open.spotify.com/album/4eddbruVtOqw8khwxSH6H2,"Rihanna, Future","https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H, https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i",2022-06-09,256320,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Low,https://open.spotify.com/track/2GAhgAjOhEmItWLfgisyOn,SOS,https://open.spotify.com/album/07w0rG5TETcyihsEIZR3qG,SZA,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,2022-12-16,181080,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Machu Picchu,https://open.spotify.com/track/6mVD1SfTvlFAPVi7txFL5H,Angles,https://open.spotify.com/album/6Jx4cGhWHewTcfKDJKguBQ,The Strokes,https://open.spotify.com/artist/0epOFNiUfyON9EYx7Tpr6V,2023-12-11,209626,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Make Your Own Kind Of Music,https://open.spotify.com/track/6H3Wa6hWR9DRMzMSd4pZkT,Mama's Big Ones,https://open.spotify.com/album/3x44BijmAfm1N7Cs7yILL4,Cass Elliot,https://open.spotify.com/artist/5jX7X3kRkfJTRqAdT7RcHk,2023-12-11,139533,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Moments (feat. Justin Bieber),https://open.spotify.com/track/2WGdMsAZboyOiNhNx4dt82,The Love Album: Off The Grid,https://open.spotify.com/album/1Z67w2JtLfO8D2dP0Mwpy1,Diddy,https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA,2023-09-18,273775,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Moonlight,https://open.spotify.com/track/2i2gDpKKWjvnRTOZRhaPh2,Moonlight,https://open.spotify.com/album/1y8Yw0NDcP2qxbZufIXt7u,Kali Uchis,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,2023-02-27,187557,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
moonlight (kali uchis) - sped up version,https://open.spotify.com/track/1TL4lgjSoc9SeKKjLhDO1n,moonlight (kali uchis) [sped up version],https://open.spotify.com/album/74aBi8IE2YGBM3BfmpX1R1,"sped up viral, Kali Uchis","https://open.spotify.com/artist/3hYgfaELzhbTbvax70GtqM, https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM",2023-06-06,156436,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Most Men - A COLORS SHOW,https://open.spotify.com/track/6oNlhbPtDLVMcSKzloa3WO,Most Men - A COLORS SHOW,https://open.spotify.com/album/4Ll6gnAL7gDjnZM8tOEndi,Amber Mark,https://open.spotify.com/artist/0tbeZu9lv8YEKSQ9tZSslu,2022-06-09,253375,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Mr. Blue Sky,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,Out of the Blue,https://open.spotify.com/album/3usnShwygMXVZB4IV5dwnU,Electric Light Orchestra,https://open.spotify.com/artist/7jefIIksOi1EazgRTfW2Pk,2023-12-11,303373,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Mr. Wrong,https://open.spotify.com/track/4rdPNHlIYUbSfa4iuQ7ccz,My Life II...The Journey Continues (Act 1),https://open.spotify.com/album/7wCJISfbEMViKgxvn984Jw,"Mary J. Blige, Drake","https://open.spotify.com/artist/1XkoF8ryArs86LZvFOkbyr, https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4",2022-12-19,241866,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
"Mrs. Robinson - From ""The Graduate"" Soundtrack",https://open.spotify.com/track/0iOZM63lendWRTTeKhZBSC,Bookends,https://open.spotify.com/album/3bzgbgiytguTDnwzflAZr2,Simon & Garfunkel,https://open.spotify.com/artist/70cRZdQywnSFp9pnc2WTCE,2023-12-11,244026,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
My Girl,https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH,The Temptations Sing Smokey,https://open.spotify.com/album/45tweuKI0zdh8zgKo05cTw,The Temptations,https://open.spotify.com/artist/3RwQ26hR2tJtA8F9p2n7jG,2023-12-11,165000,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
My Life,https://open.spotify.com/track/4ZoBC5MhSEzuknIgAkBaoT,52nd Street,https://open.spotify.com/album/1HmCO8VK98AU6EXPOjGYyI,Billy Joel,https://open.spotify.com/artist/6zFYqv1mOsgBRQbae3JJ9e,2023-12-11,284000,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
My Luv Freestyle,https://open.spotify.com/track/45V6vfnJyC6Pmi1H4jFPZU,S2ML,https://open.spotify.com/album/1G51luYDLyckmDyBuntQdL,Kaash Paige,https://open.spotify.com/artist/0f2YkMXwFNJNSX7MymevKE,2022-11-20,226666,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
My Rock,https://open.spotify.com/track/0Pnb9c3hqio8fJ4v7FlQoi,The Missing Peace,https://open.spotify.com/album/1K9fJvIjA5fnKo6KmOTss1,Mikhala Jené,https://open.spotify.com/artist/1wbags12HDkfPHnyyH5Qiy,2022-10-31,208410,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
New Type (feat. Childish Gambino),https://open.spotify.com/track/35PofXWEoF8DnGTA1SIuyJ,CLEAR 2: SOFT LIFE EP,https://open.spotify.com/album/034Q9kY3buGcizT3Xpj9Re,"Summer Walker, Childish Gambino","https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS, https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL",2023-05-22,265906,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
"Night Fever - From ""Saturday Night Fever"" Soundtrack",https://open.spotify.com/track/0qemIQjSxcKyf42VPfZnfa,How Can You Mend A Broken Heart,https://open.spotify.com/album/4vAhQeeWkSjVn0p5GAaLBx,Bee Gees,https://open.spotify.com/artist/1LZEQNv7sE11VDY3SdxQeN,2023-12-11,212800,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
No ID,https://open.spotify.com/track/54rpd5FzFEJZCPBydvW4tF,No ID,https://open.spotify.com/album/5314epGl9Z3DZG48Hf2hLd,Tank and The Bangas,https://open.spotify.com/artist/5cAtakaadWHJLxmGKrKcX7,2022-06-09,191088,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
No Love (with SZA & Cardi B) - Extended Version,https://open.spotify.com/track/0IMUFRaM2W3wKNM1CSQ4Zm,No Love (with SZA & Cardi B) [Extended Version],https://open.spotify.com/album/1Rt2ZYJ3tBKqXtFuB19xz4,"Summer Walker, SZA, Cardi B","https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS, https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP, https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB",2022-06-09,276214,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
No R&B (feat. Ann Marie),https://open.spotify.com/track/69LJkC8M2hBGcTj094mmAN,Public Displays Of Affection,https://open.spotify.com/album/2ngrG39dI2ofhCxjmFnKv5,"Muni Long, Ann Marie","https://open.spotify.com/artist/7tjVFCxJdwT4NdrTmjyjQ6, https://open.spotify.com/artist/3feB1IF85It42sebtWSqws",2022-08-12,214263,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Nobody's Business,https://open.spotify.com/track/0qJWmTaT1qvCq0brgx8k2P,Unapologetic (Deluxe),https://open.spotify.com/album/4eddbruVtOqw8khwxSH6H2,"Rihanna, Chris Brown","https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H, https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z",2023-01-30,216293,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Not One Of Them,https://open.spotify.com/track/3yn1NU2GCUkdQ9d3KLvPay,Don't Say I Didn't Warn You,https://open.spotify.com/album/6unv1JfAfjWTkcn0zBnGiY,Nija,https://open.spotify.com/artist/7f9KxQWD88MZrSY6jc0zoW,2023-07-17,128000,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Nothing Even Matters,https://open.spotify.com/track/1pJsmr01tzKnFfjeCvzcdc,Nothing Even Matters,https://open.spotify.com/album/6r5e7Kryn9PUFiwofr19K0,SiR,https://open.spotify.com/artist/3QTDHixorJelOLxoxcjqGx,2022-10-31,219130,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
"Ob-La-Di, Ob-La-Da - Remastered 2009",https://open.spotify.com/track/1gFNm7cXfG1vSMcxPpSxec,The Beatles (Remastered),https://open.spotify.com/album/1klALx0u4AavZNEvC4LrTL,The Beatles,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,2023-12-11,188960,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Ocean Drive,https://open.spotify.com/track/6jHBlKpIKNflU51QlsJx3v,Ocean Drive,https://open.spotify.com/album/4BOrXWCcpRDXIdREVNrK3q,Lighthouse Family,https://open.spotify.com/artist/6edGSAX5dVpeJVwu1Q0NwJ,2023-12-11,228426,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
On My Own,https://open.spotify.com/track/1VqMsJh8cqXefdCos5GRma,Heat Of The Moment,https://open.spotify.com/album/3EjN3Lt1gd4M0KrYKz7GrD,Tink,https://open.spotify.com/artist/4v6XOdonnfpdTKTRJArG7v,2022-06-09,221938,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Outside,https://open.spotify.com/track/4VY32hdU4byJ6cpEBAXRul,Outside,https://open.spotify.com/album/2Wm8mlkUTt3yzDZ3qrPIe6,Bryson Tiller,https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs,2022-09-24,188579,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Over,https://open.spotify.com/track/1DOgkaR5Gqa8JtPEIbQORC,Over,https://open.spotify.com/album/5AnJbiMebwoHI7mwgbhv2H,Lucky Daye,https://open.spotify.com/artist/5Vuvs6Py2JRU7WiFDVsI7J,2022-06-09,205275,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Pain,https://open.spotify.com/track/51Q4Pn44Ys7D8GCNzVLDmg,Pain,https://open.spotify.com/album/69Ke0HAzE1LmRKssAojkwN,Muni Long,https://open.spotify.com/artist/7tjVFCxJdwT4NdrTmjyjQ6,2022-06-09,153226,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
