track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Dreams - 2004 Remaster,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,Rumours (Super Deluxe),https://open.spotify.com/album/0BwWUstDMUbgq2NYONRqlu,Fleetwood Mac,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,2023-12-11,257800,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Ease My Mind (Come Over),https://open.spotify.com/track/1FmZC1z76lUOwi2PwdBihB,Ease My Mind (Come Over),https://open.spotify.com/album/76PRb1DA17GoOZTExCjnpj,Nija,https://open.spotify.com/artist/7f9KxQWD88MZrSY6jc0zoW,2022-06-09,166293,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Englishman In New York,https://open.spotify.com/track/4KFM3A5QF2IMcc6nHsu3Wp,...Nothing Like The Sun,https://open.spotify.com/album/3mVCQqgwEvwD7lHy9KHi7R,Sting,https://open.spotify.com/artist/0Ty63ceoRnnJKVEYP0VQpk,2023-12-11,267266,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Essence (feat. Justin Bieber & Tems),https://open.spotify.com/track/1mSdbey7RstGLY2udgXv74,Essence (feat. Justin Bieber & Tems),https://open.spotify.com/album/0Rn8NAh8NnoaCOt8r8Tc3e,"Wizkid, Justin Bieber, Tems","https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp, https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s, https://open.spotify.com/artist/687cZJR45JO7jhk1LHIbgq",2022-06-09,263288,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Every Little Thing She Does Is Magic,https://open.spotify.com/track/44aTAUBF0g6sMkMNE8I5kd,Ghost In The Machine (Remastered 2003),https://open.spotify.com/album/5jkwdY6jS1Hzi8epr6HW7h,The Police,https://open.spotify.com/artist/5NGO30tJxFlKixkPSgXcFE,2023-12-11,260573,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Everybody Talks,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq,Picture Show,https://open.spotify.com/album/0uRFz92JmjwDbZbB7hEBIr,Neon Trees,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy,2023-12-11,177280,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Falsetto,https://open.spotify.com/track/2P1e3xpjDhYFqOFeu8IWzS,Love/Hate,https://open.spotify.com/album/5yZReyaWQzR6jvaw4OBxzV,The-Dream,https://open.spotify.com/artist/1W3FSF1BLpY3hlVIgvenLz,2022-06-29,271173,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Fame - A COLORS ENCORE,https://open.spotify.com/track/2jP5Y9uvfPt1Tjj7Kl3plF,Fame - A COLORS ENCORE,https://open.spotify.com/album/6KDwBSHWJXQ0aJxXKKHCgk,Rema,https://open.spotify.com/artist/46pWGuE3dSwY3bMMXGBvVS,2022-06-09,111074,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Fatal Attraction,https://open.spotify.com/track/4YZw8g4J3FM98EWoKH8Tfo,Fatal Attraction,https://open.spotify.com/album/7jDNiSy9M2tWnvZRl8WsGT,6LACK,https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83,2023-03-21,196933,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Flowers in Your Hair,https://open.spotify.com/track/3Hvg5tRKsQlX25wYwgMF9p,The Lumineers,https://open.spotify.com/album/6NWYmlHxAME5KXtxrTlUxW,The Lumineers,https://open.spotify.com/artist/16oZKvXb6WkQlVAjwo2Wbg,2023-12-11,109735,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Fly Girl (feat. Missy Elliott),https://open.spotify.com/track/2sITbbWIOeg2Lwp4WN2jqr,Fly Girl (feat. Missy Elliott),https://open.spotify.com/album/0cfvGEzoMnxtDKCcugR6Tv,"FLO, Missy Elliott","https://open.spotify.com/artist/0s4kXsjYeH0S1xRyVGN4NO, https://open.spotify.com/artist/2wIVse2owClT7go1WT98tk",2023-04-06,205384,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Fool’s Gold,https://open.spotify.com/track/2u8QEY57mJrD1EWBGCyKKC,Fool's Gold,https://open.spotify.com/album/6mJvoMLOdDeaw9OX5SiFs0,Rosemarie,https://open.spotify.com/artist/3Lz0JugHcf9nqKF1Khkhmu,2023-03-08,181440,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
For Tonight,https://open.spotify.com/track/61Emqg95O9zo1GNOcyxq4Y,For Tonight,https://open.spotify.com/album/5cAd6WOG1zVNQ2KDCOLtuf,Giveon,https://open.spotify.com/artist/4fxd5Ee7UefO4CUXgwJ7IP,2022-06-09,193821,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Found (feat. Brent Faiyaz),https://open.spotify.com/track/0GGfGINoVYiSFXPOjg3RHj,Found (feat. Brent Faiyaz),https://open.spotify.com/album/6nuNgD841boUffjDiI8et4,"Tems, Brent Faiyaz","https://open.spotify.com/artist/687cZJR45JO7jhk1LHIbgq, https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG",2022-06-09,209454,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
FREEDOM,https://open.spotify.com/track/2QOB5UiRKggr2j9uMD3GYK,WE ARE,https://open.spotify.com/album/6kHFkPvL2X3rZPuS3CEMUE,Jon Batiste,https://open.spotify.com/artist/0eRbECAGCLLiTyVXPBRexU,2022-06-09,178289,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Game Over (with Queen Naija),https://open.spotify.com/track/1l6NtBAh7CHmV4OY4PZZs8,Game Over (with Queen Naija),https://open.spotify.com/album/6UtOcqphciSIZPqkl66UqR,"Babyface, Queen Naija","https://open.spotify.com/artist/3aVoqlJOYx31lH1gibGDt3, https://open.spotify.com/artist/3nViOFa3kZW8OMSNOzwr98",2022-09-24,208777,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Get Free,https://open.spotify.com/track/0Vc8kuWRWUzHOcjSV5hO2G,The Jungle Is The Only Way Out,https://open.spotify.com/album/40L9yPrh6yD1ECI3ofNfPc,Mereba,https://open.spotify.com/artist/294lNTPZfdqyzt8qnxmFiL,2022-06-09,121013,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Gimme Little Sign,https://open.spotify.com/track/1h4XVjt26ZCDKmeEoHxT07,Oogum Boogum,https://open.spotify.com/album/108biCEg5vUG7Efei5EhTf,Brenton Wood,https://open.spotify.com/artist/6ohvzFHYmLd05kyYhLui5K,2023-12-11,141329,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Good Soup,https://open.spotify.com/track/5xMWNzqWHBrUld2AIEVXoH,Southern Delicacy,https://open.spotify.com/album/2GqVdnApGsHmQrQWX0rVY2,Jai'Len Josey,https://open.spotify.com/artist/1BAN8UUSAMDeNfP1Wo5WWr,2023-04-27,165090,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Gotta Move On (feat. Bryson Tiller),https://open.spotify.com/track/3K9IrLs25jHtvWjAAFAfav,Gotta Move On (feat. Bryson Tiller),https://open.spotify.com/album/0JZyDPMrhPEnsuJEbVymJJ,"Diddy, Bryson Tiller","https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA, https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs",2022-07-08,160776,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Hate Love,https://open.spotify.com/track/6vKX4RARRayUWTbjOAZ5u0,Hate Love,https://open.spotify.com/album/78byhY5U2A6DqsCxwCTKvg,Ann Marie,https://open.spotify.com/artist/3feB1IF85It42sebtWSqws,2022-06-09,154497,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Here Comes The Sun - Remastered 2009,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2,Abbey Road (Remastered),https://open.spotify.com/album/0ETFjACtuP2ADo6LFhL6HN,The Beatles,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,2023-12-11,185733,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Hey Laura,https://open.spotify.com/track/3VFr9JYb6ppsl4yxwerUXq,Liquid Spirit (Deluxe Version),https://open.spotify.com/album/2o86ajLsjwh2FWTdD9vmjj,Gregory Porter,https://open.spotify.com/artist/06nevPmNVfWUXyZkccahL8,2023-12-11,199426,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Hey Lover,https://open.spotify.com/track/0bhwnn2xqnBUcMZDcXNuII,Hey Lover / Stand by Me,https://open.spotify.com/album/40RGCmiNjNqOAQjeMDdCWE,The Daughters Of Eve,https://open.spotify.com/artist/4Fgj7fAOMYS3rMV4cUN2On,2023-12-11,144000,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Home Cookin',https://open.spotify.com/track/7BUBf9shtJ3NbQgZBKicHX,Home Cookin',https://open.spotify.com/album/1UGzZur9Ikf1ZQ4lxWUYj5,Jr. Walker & The All Stars,https://open.spotify.com/artist/1rHh0AI30JhKrbzKIFjFNd,2023-12-11,178000,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Honest,https://open.spotify.com/track/48uFORndjPzqyqqmzSjrsY,Real Hustlers Only,https://open.spotify.com/album/6tmkKxNXdTLkpbowLfodkk,Airliftz,https://open.spotify.com/artist/4O2Gfcx2x2dIrFdFrrf0PY,2022-09-02,167933,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Hoodie,https://open.spotify.com/track/4WQquFaW7w5ddLqjgwUizy,Hoodie,https://open.spotify.com/album/1ZLgyjJGWx0ocXdzxGAToN,Ari Lennox,https://open.spotify.com/artist/1vaQ6v3pOFxAIrFoPrAcom,2022-08-12,244412,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
How (feat. Roddy Ricch),https://open.spotify.com/track/6w93UfN5MeXXQTrVIf5V6x,Heart On My Sleeve,https://open.spotify.com/album/6p5jJLTFiYgk95HhW0unhy,"Ella Mai, Roddy Ricch","https://open.spotify.com/artist/7HkdQ0gt53LP4zmHsL0nap, https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB",2022-06-09,218320,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Hrs and Hrs,https://open.spotify.com/track/3xRH6FPVtheDyNla3T1FE7,Public Displays Of Affection,https://open.spotify.com/album/4gECm6iRIuekmp8r6HIko0,Muni Long,https://open.spotify.com/artist/7tjVFCxJdwT4NdrTmjyjQ6,2022-06-09,204316,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Human Nature,https://open.spotify.com/track/227BnZAC6IhqmGh53dOaVd,The Missing Peace,https://open.spotify.com/album/1K9fJvIjA5fnKo6KmOTss1,Mikhala Jené,https://open.spotify.com/artist/1wbags12HDkfPHnyyH5Qiy,2022-10-31,229674,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Human Nature,https://open.spotify.com/track/2O4ozunvDzSrudXWFOSu8v,Human Nature,https://open.spotify.com/album/61VfXvK5kfcX5IFevWAtON,Mikhala Jené,https://open.spotify.com/artist/1wbags12HDkfPHnyyH5Qiy,2022-09-24,229674,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Hurt Me So Good,https://open.spotify.com/track/5r5ZnPLcNEZf6BGKi7y3aZ,"Heaux Tales, Mo' Tales: The Deluxe",https://open.spotify.com/album/4cogt2uqKoSyL61tzWaQei,Jazmine Sullivan,https://open.spotify.com/artist/7gSjFKpVmDgC2MMsnN8CYq,2022-12-19,211920,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
"I Can't Help Myself (Sugar Pie, Honey Bunch)",https://open.spotify.com/track/6b6IMqP565TbtFFZg9iFf3,Four Tops - Second Album,https://open.spotify.com/album/2jvkMPydCpLWwRothqJU1O,Four Tops,https://open.spotify.com/artist/7fIvjotigTGWqjIz6EP1i4,2023-12-11,160280,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Hate U,https://open.spotify.com/track/2aJnyNu4PQxQ2lyj5boiMG,SOS,https://open.spotify.com/album/07w0rG5TETcyihsEIZR3qG,SZA,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,2022-12-19,173906,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Hate U,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,I Hate U,https://open.spotify.com/album/1hJUh5y1ggqqGsCivnRmHw,SZA,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,2022-06-09,174000,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Like,https://open.spotify.com/track/67j0ZucyzdfMGWLe2kh6Ze,Guy,https://open.spotify.com/album/1b4uW38DLtC6GlGr39AGHc,Guy,https://open.spotify.com/artist/2IBPIcSkvQZyoaVfoyZKE8,2022-06-09,294475,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Remember,https://open.spotify.com/track/3BkFCgzpIyNf5YeXjKsqZH,Sincerely For You,https://open.spotify.com/album/6KqdU8DuBJiho89Rjznzze,Jacquees,https://open.spotify.com/artist/4tMm1dU6Gn04VAZ9ClHcIZ,2022-12-17,122080,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Still Haven't Found What I'm Looking For,https://open.spotify.com/track/6wpGqhRvJGNNXwWlPmkMyO,The Joshua Tree (Super Deluxe),https://open.spotify.com/album/5y6wlw1LnqFnQFruMeiwGU,U2,https://open.spotify.com/artist/51Blml2LZPmy7TTiAg47vQ,2023-12-11,277476,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Was Made For Lovin' You,https://open.spotify.com/track/07q0QVgO56EorrSGHC48y3,Dynasty,https://open.spotify.com/album/4FA68GsblSfvKZZRfM1tI1,KISS,https://open.spotify.com/artist/07XSN3sPlIlB2L2XNcTwJw,2023-12-11,271240,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Was Never There,https://open.spotify.com/track/1cKHdTo9u0ZymJdPGSh6nq,"My Dear Melancholy,",https://open.spotify.com/album/4qZBW3f2Q8y0k1A84d4iAO,"The Weeknd, Gesaffelstein","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ, https://open.spotify.com/artist/3hteYQFiMFbJY7wS0xDymP",2022-06-09,241066,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I Won't Leave You Lonely,https://open.spotify.com/track/1duv1TxQLmY2DuXdilI18Y,Come On Over,https://open.spotify.com/album/4UMe0Ods7kygK6OISasZe9,Shania Twain,https://open.spotify.com/artist/5e4Dhzv426EvQe3aDb64jL,2023-12-11,252240,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I'm Baby (ft. Jvck James),https://open.spotify.com/track/2rZQC2Hwy4sClylYHg2MXI,3000°,https://open.spotify.com/album/2phJX6Yo2s6WB7jhLgg9EF,"Ambré, JVCK JAMES","https://open.spotify.com/artist/6gj3sMEZYP6IESIptoXnrP, https://open.spotify.com/artist/0hhGFNFQrdE34ZYR1CaBYN",2022-07-15,202755,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
I'm Still Standing,https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2,Too Low For Zero,https://open.spotify.com/album/0OmYuz9hwn1XoqmDaU0yJ7,Elton John,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b,2023-12-11,183440,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
ICU,https://open.spotify.com/track/3tpI98Yae25hSvhh6mitA9,What I Didn’t Tell You (Deluxe),https://open.spotify.com/album/0P7argSEQG9otkeG3welvZ,Coco Jones,https://open.spotify.com/artist/4DHLoiIqFYYFjH09WduvFd,2023-03-21,241624,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
IMU,https://open.spotify.com/track/136dgzwo29mpIXHe3D1yfj,Public Displays Of Affection,https://open.spotify.com/album/2ngrG39dI2ofhCxjmFnKv5,Muni Long,https://open.spotify.com/artist/7tjVFCxJdwT4NdrTmjyjQ6,2022-09-24,188714,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
IN YOUR EYES,https://open.spotify.com/track/1wjDFBUOMuZKm1eJ8GzRBX,TEMPORARY HIGHS IN THE VIOLET SKIES,https://open.spotify.com/album/57ttk3xzHMWLr6CGrEa8F3,Snoh Aalegra,https://open.spotify.com/artist/1A9o3Ljt67pFZ89YtPPL5X,2022-06-09,214453,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Inner Smile,https://open.spotify.com/track/6i3kIF4sosXFhkoSLMV7bP,The Greatest Hits,https://open.spotify.com/album/6pM8nZgJqCrdBGLzjkBey0,Texas,https://open.spotify.com/artist/5JsdVATHNPE0XdMFMRoSuf,2023-12-11,230640,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
Irresponsible,https://open.spotify.com/track/3PIDY9vzQP6U8OLTYlcA50,Irresponsible,https://open.spotify.com/album/5Mv9dyRbKf8x90M86mibc0,Kiana Ledé,https://open.spotify.com/artist/7jZMxhsB8djyIbYmoiJSTs,2022-09-24,192545,2022-06-10,"Channel your inner chef and cook up a storm with our essential kitchen tracks. <a href=""https://lnk.to/EndOfYearSaleOS"">All these hits available to buy on vinyl here!</a> Kitchen Soundtrack | Cooking Music | Restaurant Music | Kitchen DJ",Songs to Cook to | Kitchen Soundtrack 
