track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Afraid,https://open.spotify.com/track/2zIkPM6r0yEjWt18qG3jP3,Afraid,https://open.spotify.com/album/66qApGd5cFvpgW9dw9agO1,Xavier Omär,https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg,2020-10-22,220043,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
All I Need (feat. Xavier Omär),https://open.spotify.com/track/5SBPdm1dAz7WhgmSQVfOew,Telefone,https://open.spotify.com/album/18Scpsg5OV1iYNtSaCsjwz,"Noname, Xavier Omär","https://open.spotify.com/artist/1EpyA68dKpjf7jXmQL88Hy, https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg",2020-10-22,240461,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Angles (feat. Noname & Xavier Omär),https://open.spotify.com/track/3SEZgDncfa1sqjThdI9JcJ,The Healing Component,https://open.spotify.com/album/1355FmCtrXQa0VeMd3eMzT,"Mick Jenkins, Noname, Xavier Omär","https://open.spotify.com/artist/1FvjvACFvko2Z91IvDljrx, https://open.spotify.com/artist/1EpyA68dKpjf7jXmQL88Hy, https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg",2020-10-22,263087,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Blind Man,https://open.spotify.com/track/1NBOaLRarZeOgIMPEAvMge,The Everlasting Wave,https://open.spotify.com/album/3VNIJ6bgo7qw5gtcQ8dZyI,Xavier Omär,https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg,2020-10-22,218373,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Blind Man (Gionna Lee Remix),https://open.spotify.com/track/1dx7c3AyA4F9m82gXMqSQU,Blind Man (Gionna Lee Remix),https://open.spotify.com/album/6N6i6STxE8KkiZ4oD2v128,Xavier Omär,https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg,2020-10-22,213855,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Change On Me (feat. Leuca),https://open.spotify.com/track/2j7qlbFwdLSB1HP3GJNpNi,Pink Lightning - EP,https://open.spotify.com/album/0p53qsCusEQhnGT7YpMf0n,"Xavier Omär, Leuca","https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg, https://open.spotify.com/artist/3wCg2Idgypg6OjA0uDYctR",2020-10-22,225441,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Dealin' (feat. Xavier Omär),https://open.spotify.com/track/3PQXaG9TyfNmHvKTa79ENm,Shift,https://open.spotify.com/album/3ac1K11EuCCbdg2id7Vlgs,"Avalon Young, Xavier Omär","https://open.spotify.com/artist/0J8scIzEPTBSRTqzL9GnCv, https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg",2020-10-22,183529,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Do Not Disturb,https://open.spotify.com/track/0sLRImHBotyhgRBg0bUASC,The Everlasting Wave,https://open.spotify.com/album/3VNIJ6bgo7qw5gtcQ8dZyI,Xavier Omär,https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg,2020-10-22,236293,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Easy,https://open.spotify.com/track/33osQqzeC39Nk3jdTBqsa6,Easy,https://open.spotify.com/album/4retgk6zd3wTB3gnLIWPqx,"Anna Wise, Xavier Omär","https://open.spotify.com/artist/0N41KJ4H6bkPAm2tx7VS8C, https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg",2020-10-22,135510,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
Grown Woman,https://open.spotify.com/track/6Db0eOerK7tHyqCSk5pzgU,The Everlasting Wave,https://open.spotify.com/album/3VNIJ6bgo7qw5gtcQ8dZyI,Xavier Omär,https://open.spotify.com/artist/3UjPnt2nRmw10N58bBeNOg,2020-10-22,193453,2021-12-21,Hear Xavier Omär's breakout track &quot;Blind Man&quot; and other essential jams.,This Is: Xavier Omär
