track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(Re)-Extract,https://open.spotify.com/track/3dP3PfCwcvmzJlI6NUZurb,(Re)-Extract,https://open.spotify.com/album/2QvXlmYuYCuPGBjsNJVUbI,"Split Chain, Softcult","https://open.spotify.com/artist/5J0ehnVK9YOBGWOwE022ar, https://open.spotify.com/artist/13pYXGtaLO9d06VrXX4Aw0",2024-09-25,182099,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Abyssal Host,https://open.spotify.com/track/4Wv0PLJV52t7gJBymuWLIS,Abyssal Host,https://open.spotify.com/album/6BbB8W8nHIohh4Qk2uDu3e,Glacial Tomb,https://open.spotify.com/artist/49q7wu3eIwZR1kjAHdCHOI,2024-08-07,258497,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
ACOLYTE,https://open.spotify.com/track/4EVjNQpQzLWv2yAZDYwAvW,BABYLON,https://open.spotify.com/album/39v3ZcKh9IflfrgEFpuhGF,GASKET,https://open.spotify.com/artist/7zpBSbOnHBALF6vwYkMll0,2024-08-07,76466,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
ADL,https://open.spotify.com/track/0eSNQzRYFGS91uHyAeki6e,ADL,https://open.spotify.com/album/6oLHw2oSgYpUZEEhWKMFVk,FreeHowling,https://open.spotify.com/artist/1BYd3uRtgiwyUbz7Jg9RhG,2025-01-15,166000,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
AFTER DEATH,https://open.spotify.com/track/0oYpw0aWV4a0Vn5sQrBdfQ,AFTER DEATH,https://open.spotify.com/album/1yeBXN8FfpFoPkWFxw3GE9,"Hate Within, Ben Duerr, Angel Vivaldi","https://open.spotify.com/artist/27sOHU1c3NaMHTtN5vEVMv, https://open.spotify.com/artist/1dgtD6jGXJqjZ5g77aOqdg, https://open.spotify.com/artist/4IvneyseUnh42KeTx1icxK",2024-10-09,297491,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
all i know,https://open.spotify.com/track/2WMDasbAaIgTA3V2SsFfw2,all i know,https://open.spotify.com/album/5iacqoZQel4rOdHsrA8t2V,glasseyed,https://open.spotify.com/artist/3Y38CJx9If6ZXXTWhKUjDG,2024-10-02,220800,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Allodynia,https://open.spotify.com/track/6StlC5OqkTe7coHvkZRia8,Allodynia,https://open.spotify.com/album/5UxOfzGbKXLPVW49TlNjgf,TNL VZN,https://open.spotify.com/artist/3di6YoR5j617hBNYJJ9c1h,2024-10-25,150922,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Amputated Satisfaction,https://open.spotify.com/track/2lPS42gFcs8Sr3X91PGWFw,Will To Power,https://open.spotify.com/album/06wESQykn7vrMX6OsYIogr,CRUCIFICTION,https://open.spotify.com/artist/1yf1dC29po0p4GRKzrcxGS,2024-12-04,204142,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Amputated Satisfaction,https://open.spotify.com/track/6VcUENBK5HOJw5XPQT5Gv8,Amputated Satisfaction,https://open.spotify.com/album/7BJC9tg6QeYrXPQDUaTCZq,CRUCIFICTION,https://open.spotify.com/artist/1yf1dC29po0p4GRKzrcxGS,2024-08-07,204142,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Angels Like You,https://open.spotify.com/track/5VXBAz99xZFPKdevoy3pOh,Angels Like You,https://open.spotify.com/album/3fRLgA1sF8L6vqN5ZM9Psx,Gore.,https://open.spotify.com/artist/29lirphalEtxlf1f8XlGes,2024-10-02,205614,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Aquila,https://open.spotify.com/track/49LZHvYu1hUWIlR5Di3LWJ,From The New World,https://open.spotify.com/album/2sdKwkwaVrSlhKdTuAf2SC,Allt,https://open.spotify.com/artist/6YRr0btzGqfQ5K7r23qjEM,2024-12-04,245320,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Aquila,https://open.spotify.com/track/7goOBp1pzbohHhaaJO05H2,Aquila,https://open.spotify.com/album/06vkY41nabAWVastRByeLy,Allt,https://open.spotify.com/artist/6YRr0btzGqfQ5K7r23qjEM,2024-08-07,247320,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Arimortis,https://open.spotify.com/track/3necCuU4xO4oecozXxwQay,Arimortis,https://open.spotify.com/album/1PocWHv4LCitKv7lkBuExQ,Necrodeath,https://open.spotify.com/artist/73n8NYaqRf2oJBuK7lWq0O,2025-01-15,219151,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Bad Behavior,https://open.spotify.com/track/0yaRBGoeOXAwCt6dnpUPnr,Bad Behavior,https://open.spotify.com/album/5vmVFss9dY7Ga2AfPaAX2B,Silly Goose,https://open.spotify.com/artist/0GicbfMtwhn3Ch0PdwkADQ,2024-09-19,199334,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Bad Motives,https://open.spotify.com/track/7vF708LVxSGzwM8lZEGrnE,Bad Motives,https://open.spotify.com/album/4PiJXeJKNoHWAkjI4MLfmV,"Alchemize, Nathan Biddles","https://open.spotify.com/artist/19sA0hkbGEOfm9Q3FSTHtx, https://open.spotify.com/artist/4UajuhayMUbreIAuKQ9jsW",2024-10-25,235575,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Bandwagoning,https://open.spotify.com/track/52I0p8mYztsUhXiOw7NL1n,Bandwagoning,https://open.spotify.com/album/1APnMqioUqVr7gGhj6a9aH,Coilguns,https://open.spotify.com/artist/02NSYcRNKSTchMm72ZigOH,2024-10-25,281573,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Baptism of Fire,https://open.spotify.com/track/3Uibazaf5GqFgyhGYGgq5Z,Baptism of Fire,https://open.spotify.com/album/5TleQ7jv24XhAyvmtqpFuE,Punitive Damage,https://open.spotify.com/artist/32puPZDhSygVTfmi1hQUlQ,2024-10-09,88920,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Bazooka,https://open.spotify.com/track/01VdiTMVpkFzzegz9VpDIh,Bazooka,https://open.spotify.com/album/6CYsi2RE2ThxH068VqqeYg,The Barbarians of California,https://open.spotify.com/artist/4ssLjypWLLQ2kP9aHRMraO,2024-08-07,169893,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Bazooka,https://open.spotify.com/track/1MQbna5JCjLqHe4GUyDV6d,And Now I'm Just Gnashing My Teeth,https://open.spotify.com/album/6YLHjXokWtPT8ADt6F9bn4,The Barbarians of California,https://open.spotify.com/artist/4ssLjypWLLQ2kP9aHRMraO,2024-12-04,169893,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Bind,https://open.spotify.com/track/10u2Moizl0LxgYdqE40Qbv,Bind,https://open.spotify.com/album/59thVU5JwLgrsMlcdObFob,Mile End,https://open.spotify.com/artist/30B2hObTJx7fyPThwqluZQ,2024-08-07,155575,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Blackout,https://open.spotify.com/track/58t2pDRreDAhVDusgqfpZf,Blackout,https://open.spotify.com/album/6mtljCvq26od6lZmZ8ETTy,SENNA,https://open.spotify.com/artist/5qq0OWzsawAVBlf63FPU22,2025-01-22,205922,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Blades,https://open.spotify.com/track/68izYb0AkpGcM7qeYMrDt8,Gold,https://open.spotify.com/album/1rhoN9xm5vh6RVWj1NulnZ,Scour,https://open.spotify.com/artist/6SoZi6u1HOTJ33PrXjMxlo,2025-02-26,154200,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Blind,https://open.spotify.com/track/29Cd4nVlCL3gT3ZuEoUsFb,Or So I Thought / Blind / Detached,https://open.spotify.com/album/2XC4AVj5pijoCPkgyWOSib,Fentanyl,https://open.spotify.com/artist/6ymyFsvAhvTJTgOqlFaiGb,2024-08-21,59392,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Blood $oda,https://open.spotify.com/track/3aY20b8Gp7v95zWYeyR9OK,Blood $oda,https://open.spotify.com/album/0qgmBQ4wi11o8SMR1onUNH,SWARM6IX,https://open.spotify.com/artist/7DYdJ6bspShavDgUNiGAYp,2024-08-07,184370,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Bloodlines,https://open.spotify.com/track/45t1gsyIjBtIEIa3BNTvzB,Bloodlines,https://open.spotify.com/album/6JdG2NGlYNHKcVmx6gK0Im,Melted Bodies,https://open.spotify.com/artist/3l1Z9XFIBCJXaxfpussnIZ,2024-08-21,310346,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
Brandish The Blade,https://open.spotify.com/track/0kfa7UBRwbCGvjVs3eC23L,More Insane,https://open.spotify.com/album/62l7esoq7edRbNczfl1XdD,Undeath,https://open.spotify.com/artist/1vbr39xw4sKFUOiogA0DWN,2024-12-04,235426,2024-08-08,New music by the heaviest independent artists every Wednesday. Cover: Vacuous | Artwork: Nejc Prah,Fresh Finds Heavy
