track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
#CERTIFIED (feat. DJ Ess) - DJ Ess Mix,https://open.spotify.com/track/2QxYsn2ygOrfJ70JItrlCO,#CERTIFIED (DJ Ess Mix) [feat. DJ Ess],https://open.spotify.com/album/3oUHbi4OZZTbsZe3UEISHJ,"BabyTron, DJ Ess","https://open.spotify.com/artist/0sKsReKseslDlhxmbN6wLk, https://open.spotify.com/artist/7odc1yu6mbQ91fsh0KK5SJ",2024-01-19,122012,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
$1M,https://open.spotify.com/track/6EZevl0aJzkUmW0MUQKC1p,$1M,https://open.spotify.com/album/1BpLjNHS6EqNkrIaJ3otYr,BabyTron,https://open.spotify.com/artist/0sKsReKseslDlhxmbN6wLk,2023-10-13,110184,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
10 Percent,https://open.spotify.com/track/7GlrD61Rnp3pjOeUwvnFFy,10 Percent,https://open.spotify.com/album/40YKwkn63j05LgiI6MvVyg,Mozzy,https://open.spotify.com/artist/4AA474G2hRfrHyGrfyDseO,2023-06-05,199053,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
2 Million Up,https://open.spotify.com/track/5JS1gz9zP4GTy0LZYvSeUK,ONLY BUILT 4 DIAMOND LINKS,https://open.spotify.com/album/3s4uzffoGode9dbtELaVEp,Peezy,https://open.spotify.com/artist/6lOaHNmL3l3hKDGNf0egfs,2023-05-05,159973,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
2021 Vibes,https://open.spotify.com/track/6TJaoJX8VhptZ0DkcsjWaR,s*x m*ney dr*gs,https://open.spotify.com/album/6vKVBLTsQW5wXOzmOIkPVZ,LUCKI,https://open.spotify.com/artist/5tQMB0cuNXdCtzovGt55uD,2023-12-08,124806,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
2:30,https://open.spotify.com/track/1n3JvneU8FhfldfTQ8BdZs,Work Of Art,https://open.spotify.com/album/2O9VJaLSnwjZ2HPpMaVoPU,Asake,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,2023-12-08,138305,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
304 Bounty Hunter,https://open.spotify.com/track/6bKfmcaYXhH63U0kfpzTyL,Saucefather 2,https://open.spotify.com/album/4ZLPz8hBiFoMJMIbc1hhsw,Sauce Walka,https://open.spotify.com/artist/42yf4QkiE9a252krn9OUCb,2024-07-03,202764,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
310degrees,https://open.spotify.com/track/1f1R24tV7tx0464MCz4U9C,nights and weekends,https://open.spotify.com/album/39jNh5MndiuFTNjDjuWnDQ,310babii,https://open.spotify.com/artist/4VCriUU9CsPnUvoAsxVk1p,2024-02-24,65606,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
4Lifers,https://open.spotify.com/track/3FYPMqQbbOZ1WzCztLeLBp,4Lifers,https://open.spotify.com/album/3JPfULI1qFfTfdTA3R5GCV,Yatta Bandz,https://open.spotify.com/artist/3n8GvDXY1OgG57akv31SHK,2023-08-07,135529,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
A Bar Song (Tipsy),https://open.spotify.com/track/2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),https://open.spotify.com/album/6egBeCLeGITzGSo5VyRjwZ,Shaboozey,https://open.spotify.com/artist/3y2cIKLjiOlp1Np37WiUdH,2024-04-24,171291,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
Access Granted,https://open.spotify.com/track/3DG8BACcLZTelczHn3W8Hf,Catch Me If You Can,https://open.spotify.com/album/4l2DlHC3hnZlhpu7SxGYUR,Money Man,https://open.spotify.com/artist/3Rx4PJ7SP6unkOk5elPUK7,2023-09-28,121690,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
Active,https://open.spotify.com/track/2TOk5OzW5sL83ndKYZJmU7,Active,https://open.spotify.com/album/7pjNsxzij0oRzYy1xSSnzP,"Asake, Travis Scott","https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg, https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY",2024-09-23,172597,2023-12-14,"Turn this playlist all the way up! Rio Da Yung Og, Key Glock, Peezy &amp; Tyga.",All The Way Up
