track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
Pompeii,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795,Bad Blood,https://open.spotify.com/album/64fQ94AVziavTPdnkCS6Nj,Bastille,https://open.spotify.com/artist/7EQ0qTo7fWT7DPxmxtSYEc,2014-11-20,214147,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Prayer in C - Robin Schulz Radio Edit,https://open.spotify.com/track/5fnA9mkIfScSqHIpeDyvck,Prayer in C,https://open.spotify.com/album/6Ps0kbvAjuz75uK0uuZzWa,"Lilly Wood and The Prick, Robin Schulz","https://open.spotify.com/artist/50OApTJurDusIo9dGTqSU4, https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S",2014-11-20,189413,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Problem,https://open.spotify.com/track/6xCNYRfzZtoQRo1xruPmNq,My Everything (Deluxe),https://open.spotify.com/album/5AMOKSM1ftb3opIbGT2d4q,"Ariana Grande, Iggy Azalea","https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR, https://open.spotify.com/artist/5yG7ZAZafVaAlMTeBybKAL",2014-11-20,193920,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Radioactive,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp,Night Visions,https://open.spotify.com/album/6htgf3qv7vGcsdxLCDxKp8,Imagine Dragons,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q,2014-11-20,186813,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Rather Be (feat. Jess Glynne),https://open.spotify.com/track/0TVV2gFROJaB3kIZyCUvIY,New Eyes,https://open.spotify.com/album/0VDMjDj2AwPQXWQ7XhN9gG,"Clean Bandit, Jess Glynne","https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM, https://open.spotify.com/artist/4ScCswdRlyA23odg9thgIO",2014-11-20,227833,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Red Lights,https://open.spotify.com/track/015IsLQFXbEm0f541N2qoX,A Town Called Paradise,https://open.spotify.com/album/7we1BNenehBwimeIkK0jL0,Tiësto,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z,2014-11-20,262200,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Riptide,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,Dream Your Life Away,https://open.spotify.com/album/6rIbiUMmZJfqJRnXhVxFvg,Vance Joy,https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT,2014-11-20,204280,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Roar,https://open.spotify.com/track/3bDGwl0X3EjQmIyFD1uif5,PRISM (Deluxe),https://open.spotify.com/album/4lFDt4sVpCni9DRHRmDjgG,Katy Perry,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,2014-11-20,223546,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Royals,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3,Pure Heroine,https://open.spotify.com/album/0rmhjUgoVa17LZuS8xWQ3v,Lorde,https://open.spotify.com/artist/163tK9Wjr9P9DmM0AVK7lm,2014-11-20,190185,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Rude,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp,Don't Kill the Magic,https://open.spotify.com/album/0RZ4Ct4vegYBmL9g88TBNi,MAGIC!,https://open.spotify.com/artist/0DxeaLnv6SyYk2DOqkLO8c,2014-11-20,224840,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Safe And Sound,https://open.spotify.com/track/1fzJyTCKeZuTSLByCsLRHl,In A Tidal Wave Of Mystery,https://open.spotify.com/album/0oGhveAbsimFjFVF5aIkjW,Capital Cities,https://open.spotify.com/artist/4gwpcMTbLWtBUlOijbVpuu,2014-11-20,193226,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Sail,https://open.spotify.com/track/0ZR9NFol0hcgLSVJoQmREl,Megalithic Symphony,https://open.spotify.com/album/6S6IqCFyiJVQwvdbCmb5oW,AWOLNATION,https://open.spotify.com/artist/4njdEjTnLfcGImKZu1iSrz,2014-11-20,259102,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Say Something,https://open.spotify.com/track/2N8F9mupXs9oyCLeerRfCw,NOW That's What I Call Music Vol. 49,https://open.spotify.com/album/3dU6Sru08mCpY4Y7EMTkiz,"A Great Big World, Christina Aguilera","https://open.spotify.com/artist/5xKp3UyavIBUsGy3DQdXeF, https://open.spotify.com/artist/1l7ZsJRRS8wlW3WfJfPfNS",2014-11-20,227173,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Se på mig nu,https://open.spotify.com/track/7eE4ty8WofFpiEjzD5esme,Se på mig nu,https://open.spotify.com/album/4OOjg9NiuliyFRcZomaqxm,Medina,https://open.spotify.com/artist/3HbP7OfT7PCV0BrR0ReUkC,2014-11-20,200007,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Shot Me Down (feat. Skylar Grey) - Radio Edit,https://open.spotify.com/track/7qfwcqfGOkQYtzjF4UzJHM,Shot Me Down (feat. Skylar Grey),https://open.spotify.com/album/4i9yM8JoAgeh6ekZjk08U1,"David Guetta, Skylar Grey","https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai, https://open.spotify.com/artist/4utLUGcTvOJFr6aqIJtYWV",2014-11-20,191412,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Shower,https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ,Shower,https://open.spotify.com/album/4JlzEvVJqpb62Xwc0EmOHr,Becky G,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3,2014-11-20,206166,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Sing,https://open.spotify.com/track/6K8qKeWo5MsFED7wCR6Kop,x (Deluxe Edition),https://open.spotify.com/album/1xn54DMo2qIqBuMqHtUsFd,Ed Sheeran,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,2014-11-20,235382,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Slå mig hårt i ansiktet,https://open.spotify.com/track/58facAQuyUDml53CS4fOd3,Fulkultur,https://open.spotify.com/album/6q1ZMtfSljJFfS3w6nQmkL,Thomas Stenström,https://open.spotify.com/artist/2DWNa2o3BbsIHeBq7Iu6E7,2014-11-20,211746,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Stay High - Habits Remix,https://open.spotify.com/track/5JCi3pyggvk4B0yd0BK3ow,Queen Of The Clouds,https://open.spotify.com/album/5Z5O36p7BivXzkucc0PAfw,"Tove Lo, Hippie Sabotage","https://open.spotify.com/artist/4NHQUGzhtTLFvgF5SZesLK, https://open.spotify.com/artist/4dM6NDYSfLcspt8GLoT5aE",2014-11-20,258386,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Stay With Me,https://open.spotify.com/track/7IHOIqZUUInxjVkko181PB,In The Lonely Hour (Deluxe Edition),https://open.spotify.com/album/7p7RFI5jtwYDknwhnQgmlp,Sam Smith,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI,2014-11-20,172723,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Stolen Dance,https://open.spotify.com/track/6vECYJHxYmm3Ydt3fF01pE,Sadnecessary,https://open.spotify.com/album/5D20ZzsNB377xbshIFP9Nb,Milky Chance,https://open.spotify.com/artist/1hzfo8twXdOegF3xireCYs,2014-11-20,313684,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Story of My Life,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg,Midnight Memories (Deluxe),https://open.spotify.com/album/7p1fX8aUySrBdx4WSYspOu,One Direction,https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq,2014-11-20,245493,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Success,https://open.spotify.com/track/6Ycl1TuHMkslDrcf7sNkwN,Success,https://open.spotify.com/album/6XxFOvksc1M0A85uiPBh1S,Samir & Viktor,https://open.spotify.com/artist/4SR9oxWziAoPR4kTrekBi6,2014-11-20,195013,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Summer,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05,Motion,https://open.spotify.com/album/48zisMeiXniWLzOQghbPqS,Calvin Harris,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY,2014-11-20,222533,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,https://open.spotify.com/track/6D5pfooPP6hi99RaXjkDsP,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),https://open.spotify.com/album/3GljjAP9QIKRQXeKoXHRnH,"Lana Del Rey, Cedric Gervais","https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa, https://open.spotify.com/artist/4Wjf8diP59VmPG7fi4y724",2014-11-20,214912,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Svarta duvor & vissna liljor,https://open.spotify.com/track/6vR3DSb5oiUlEXqymcQR5n,Ånger & Kamp Del. 2,https://open.spotify.com/album/7bu3KKWRNSwRSHYsnePBhT,"Kartellen, Timbuktu","https://open.spotify.com/artist/3kklzjWziqW7RX5jQjsRnb, https://open.spotify.com/artist/4bOG1sx3QHFbOUVLNmMpPe",2014-11-20,262000,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Talk Dirty (feat. 2 Chainz),https://open.spotify.com/track/5l3CML2OnzfNs5RfVgbcLt,Tattoos,https://open.spotify.com/album/1OdcBxCNY52OXH0r4odXqP,"Jason Derulo, 2 Chainz","https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y, https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp",2014-11-20,177685,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Team,https://open.spotify.com/track/3G6hD9B2ZHOsgf4WfNu7X1,Pure Heroine,https://open.spotify.com/album/0rmhjUgoVa17LZuS8xWQ3v,Lorde,https://open.spotify.com/artist/163tK9Wjr9P9DmM0AVK7lm,2014-11-20,193058,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
The Days,https://open.spotify.com/track/4th1RQAelzqgY7wL53UGQt,The Days,https://open.spotify.com/album/3j3cgkuyo015dghNYhHnZJ,Avicii,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,2014-11-20,278480,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
The Man,https://open.spotify.com/track/1FsH6OZCKLWbBgqj8JcCvO,Lift Your Spirit,https://open.spotify.com/album/1ImxhQBpfEQeM7bNh61Aqg,Aloe Blacc,https://open.spotify.com/artist/0id62QV2SZZfvBn9xpmuCl,2014-11-20,255906,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
The Monster,https://open.spotify.com/track/5U8hKxSaDXB8cVeLFQjvwx,The Marshall Mathers LP2 (Deluxe),https://open.spotify.com/album/3qGeRY1wt4rrLIt1YuSwHR,"Eminem, Rihanna","https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR, https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H",2014-11-20,250188,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Thinking out Loud,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,x (Deluxe Edition),https://open.spotify.com/album/1xn54DMo2qIqBuMqHtUsFd,Ed Sheeran,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,2014-11-20,281560,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Timber,https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS,Global Warming: Meltdown (Deluxe Version),https://open.spotify.com/album/2F7tejLHzTqFq2XLol9ZGy,"Pitbull, Kesha","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg, https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX",2014-11-20,204160,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Trumpets,https://open.spotify.com/track/6jizk5lOUnfpaZXYMdfeC6,Tattoos,https://open.spotify.com/album/1OdcBxCNY52OXH0r4odXqP,Jason Derulo,https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y,2014-11-20,217306,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Trumpsta (feat. Treyy G) - Djuro Remix,https://open.spotify.com/track/6w2A10HCO5nhBCaNLk4aS2,Trumpsta (Remixes) (feat. Treyy G),https://open.spotify.com/album/1GA87QBTzwfN33QAkFqCWK,"Contiez, Treyy G","https://open.spotify.com/artist/1TlTz1l8LzQ7AiXjBO77Ep, https://open.spotify.com/artist/2vz513fFOvrrkuISQd1CYG",2014-11-20,258519,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Tsunami,https://open.spotify.com/track/2xMS1khdU5FHX1KEiNTVdi,Tsunami,https://open.spotify.com/album/6ObNiYAu9QArRs1l3DDfCj,"DVBBS, Borgeous","https://open.spotify.com/artist/5X4LWwbUFNzPkEas04uU82, https://open.spotify.com/artist/4uiMn2g0pgTrhN096QJhbp",2014-11-20,236706,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Turn Down for What,https://open.spotify.com/track/67awxiNHNyjMXhVgsHuIrs,Turn Down for What,https://open.spotify.com/album/3zo0Hxh9rjJsdw2JAKReE3,"DJ Snake, Lil Jon","https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4, https://open.spotify.com/artist/7sfl4Xt5KmfyDs2T3SVSMK",2014-11-20,213733,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Under Control (feat. Hurts),https://open.spotify.com/track/4J7CKHCF3mdL4diUsmW8lq,Motion,https://open.spotify.com/album/48zisMeiXniWLzOQghbPqS,"Calvin Harris, Alesso, Hurts","https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY, https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t, https://open.spotify.com/artist/3w4VAlllkAWI6m0AV0Gn6a",2014-11-20,184280,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Undo,https://open.spotify.com/track/3XhlY1x0LcIyHpZJB1g6WS,7,https://open.spotify.com/album/7ik7b5yVfbucbueKhfVKP7,Sanna Nielsen,https://open.spotify.com/artist/3PvEhkL4pgu9glR6yOlYKK,2014-11-20,187653,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Wake Me Up - Radio Edit,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl,True,https://open.spotify.com/album/02h9kO2oLKnLtycgbElKsw,Avicii,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,2014-11-20,247426,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Wasted,https://open.spotify.com/track/2CAK2t1reUgPK6OMgAMURB,A Town Called Paradise,https://open.spotify.com/album/7we1BNenehBwimeIkK0jL0,"Tiësto, Matthew Koma","https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z, https://open.spotify.com/artist/1mU61l2mcjEFraXZLpvVMo",2014-11-20,190013,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Waves - Robin Schulz Radio Edit,https://open.spotify.com/track/5Sf3GyLEAzJXxZ5mbCPXTu,Waves (Robin Schulz Radio Edit),https://open.spotify.com/album/7l4LGPXk2mB80WgXy4VeuB,"Mr. Probz, Robin Schulz","https://open.spotify.com/artist/33W1pnW9zScZtYTnAoWnOT, https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S",2014-11-20,208133,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Wicked Wonderland,https://open.spotify.com/track/0zQXwzM2gtGfClqBBTsKXp,Wicked Wonderland,https://open.spotify.com/album/0sto8hJizRoPKSQoFo57d9,Tungevaag,https://open.spotify.com/artist/49CE2ffZ6Z3zeYSDauSKck,2014-11-20,217270,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Wiggle (feat. Snoop Dogg),https://open.spotify.com/track/4B4zDmbHdkXZ1wUJv1yKFy,Tattoos (Deluxe Edition),https://open.spotify.com/album/3wDeTllVvayYsWTHsFNWZQ,"Jason Derulo, Snoop Dogg","https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y, https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG",2014-11-20,193295,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Wrecking Ball,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE,Bangerz (Deluxe Version),https://open.spotify.com/album/3RDqXDc1bAETps54MSSOW0,Miley Cyrus,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,2014-11-20,221360,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
Younger - Kygo Remix,https://open.spotify.com/track/7hrDA2n8BVGLyHra0rBiFd,Younger (The Remixes),https://open.spotify.com/album/7jzURx17ZW6Yo5153MrLdh,"Seinabo Sey, Kygo","https://open.spotify.com/artist/4X0v8sFoDZ6rIfkeOeVm2i, https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4",2014-11-20,351573,2021-12-21,Sweden couldn&#x27;t get enough of these tracks in 2014! See how the rest of the world listened at spotify.com&#x2F;2014. *Includes artists currently available on Spotify.,Top 100 tracks of 2014 - Sweden
