track_name,track_url,album_name,album_url,artist_name,artist_url,date_added,duration_ms,date_first_scraped,description,playlist_name
(Can’t Get You) Off My Mind,https://open.spotify.com/track/2nBqFmllpg9RXlWGKpSWQT,(Can’t Get You) Off My Mind,https://open.spotify.com/album/21ML2b7P3BVsthK09Qqn9J,"Tones And I, Young Franco, CHAII","https://open.spotify.com/artist/2NjfBq1NflQcKSeiDooVjY, https://open.spotify.com/artist/6mK0vAO13gT8jWYANyoXAl, https://open.spotify.com/artist/5QYfFIxVcsJtK600MxqtpF",2025-01-19,172265,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
10 Outta 10,https://open.spotify.com/track/6QKveURtqwxUSX7XUEbEXN,10 Outta 10,https://open.spotify.com/album/6SjhB3dESaVIPp3xWOedhZ,"€URO TRA$H, Yellow Claw, OGAQUAFINA","https://open.spotify.com/artist/18pzORU0ImCwhbZgPZYTI9, https://open.spotify.com/artist/47z7ZrgFoBvVpCnElCE3Zh, https://open.spotify.com/artist/07E0xIjCv2xkPCR7KCr9aK",2024-11-23,216874,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
1949,https://open.spotify.com/track/0aWDp3psKAdohWqo0H2psk,1949,https://open.spotify.com/album/0AhaMd9g6mqHrmqlQGoR8g,"Honey & Badger, OOTORO","https://open.spotify.com/artist/5R5qNSYFn04J9jF8UnmYbK, https://open.spotify.com/artist/3kWLEfykUXgiuhbR2NwnLI",2023-06-09,133333,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
1995,https://open.spotify.com/track/17w2wuWpKr9iTr6cH2AFlT,1995,https://open.spotify.com/album/0aFwFwf7V1cXqefElALhJu,"Thomas Newson, Sllash & Doppe","https://open.spotify.com/artist/66MrdPDHTjnnMOTBmC81q5, https://open.spotify.com/artist/1mPUNeOkJql5onhKwqiLMj",2023-07-21,184250,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
24,https://open.spotify.com/track/12QUFqGPAHyZN3EgA4zKzY,24,https://open.spotify.com/album/30NGluyXfVHYITG7PuEZCB,"LP Giobbi, Born Dirty","https://open.spotify.com/artist/3oKnyRhYWzNsTiss5n4Z1J, https://open.spotify.com/artist/0qM78DOdgnNPpq2CpTNgU5",2023-07-21,200000,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
ADD SUV (feat. Pharrell Williams) - Armand Van Helden Club Remix,https://open.spotify.com/track/7kE1g5T0Mmc84izq9DirqZ,ADD SUV,https://open.spotify.com/album/7iAhrXrGRbPcXWL6E8xiIW,"Uffie, Pharrell Williams, Armand Van Helden","https://open.spotify.com/artist/2s6lxOYvvCvzpHtd3VyuMj, https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8, https://open.spotify.com/artist/3cQA9WH8liZfeja1DxcDYE",2023-10-06,284539,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
Ain't No Other Man - Rework,https://open.spotify.com/track/2arAYoniFUo3ojtcDEIhdl,Ain't No Other Man (Rework),https://open.spotify.com/album/6iHOTd9FBBOLSDfJp8mFFq,Murphy's Law (UK),https://open.spotify.com/artist/1q85MRE0aEF6NfZQdlMrl1,2023-08-20,154560,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
All I Ever Need,https://open.spotify.com/track/37EFzT30bq9Jop85wqShzd,All I Ever Need,https://open.spotify.com/album/7xiz5CbkqhmfaHvbku06qA,EC Twins,https://open.spotify.com/artist/6QACkIioo2Na2EKEwJzCKK,2023-08-20,169523,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
All Of Me (Do For Love),https://open.spotify.com/track/2fzqWz8fV05O1RA6PfHFYc,All Of Me (Do For Love),https://open.spotify.com/album/4ln6BUu9ajIKCntL6qGqCk,"Blinkie, Bugzy Malone, Star.One","https://open.spotify.com/artist/0nJcDqY6ox4kHB92AuRA8j, https://open.spotify.com/artist/4Dokdwa3WB7ilQ2c2qvIBL, https://open.spotify.com/artist/11HK31aj8j8QJ3ZnSlqox4",2023-07-21,144003,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
Always (Me & You),https://open.spotify.com/track/498XIPs5nuCIwS2r7uQ1Vw,Always (Me & You),https://open.spotify.com/album/6eLcnXzowUgzNbC1jFOcTQ,CHANEY,https://open.spotify.com/artist/2dUjApyXX9UqIsFGzoHyhX,2024-03-23,195622,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
Assumptions - Jengi Remix,https://open.spotify.com/track/3NaLD1DZ4U2VMf4WXci3Rt,Assumptions (Jengi Remix),https://open.spotify.com/album/2waZkaQGtcdGPWIkcUMxbQ,"Sam Gellaitry, Jengi","https://open.spotify.com/artist/07UJz804RJxqNvxFXC3h9H, https://open.spotify.com/artist/4lgrPvofm0IT605L9OrOTN",2023-11-17,186222,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
Aura,https://open.spotify.com/track/2Bj5ZUeHEke7ovkkpPbG7d,Aura,https://open.spotify.com/album/0itIElpJrQZ30aPUilSDgn,"Bleu Clair, Jargen","https://open.spotify.com/artist/7kA4sEagpoNK91I7wr9tYr, https://open.spotify.com/artist/7eNmYIb1F1EUjKBc4UIJBl",2023-06-09,184776,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
Automatic,https://open.spotify.com/track/2cpmIcWi6vxnSEHjuLGqyi,Automatic,https://open.spotify.com/album/1AacA1hCMjkPJUH6RquSz5,"Redondo, Sydney Jo Jackson","https://open.spotify.com/artist/3T0HSMgUpuH1hXbT1JPwQF, https://open.spotify.com/artist/3TV2LSYttSMFFHYIzbCvjn",2023-09-25,126859,2024-01-03,House Music 🏠🎵 + everything else | Updated Weekly-ish,Not So Chill Radio
